"                        ","YTD"," ","YTD"," ","YTD"," ","October"," ","September"," ","August"," ","July"," ","June"," ","May"," ","April"," ","March"," ","February"," ","January"," ","Total"," ","December"," ","November"," ","October"," ","September"," ","August"," ","July"," ","June"," ","May"," ","April"," ","March"," ","February"," ","January"," ","Total"," ","December"," ","November"," ","October"," ","September"," ","August"," ","July"," ","June"," ","May"," ","April"," ","March"," ","February"," ","January"," "
"                        ","2016"," ","2015"," ","2014"," ","2016"," ","2016"," ","2016"," ","2016"," ","2016"," ","2016"," ","2016"," ","2016"," ","2016"," ","2016"," ","2015"," ","2015"," ","2015"," ","2015"," ","2015"," ","2015"," ","2015"," ","2015"," ","2015"," ","2015"," ","2015"," ","2015"," ","2015"," ","2014"," ","2014"," ","2014"," ","2014"," ","2014"," ","2014"," ","2014"," ","2014"," ","2014"," ","2014"," ","2014"," ","2014"," ","2014"," "
"Exports",
"  Volume (million cubic feet)           ",
"    Pipeline                            ",
"             United Arab Emirates","4.18","  ","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","4.18","  ","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--",
"          By Truck",
"             Canada","7.41","  ","12.47","  ","14.54","  ","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","7.41","  ","12.36","  ","0.00","--","6.81","  ","0.00","--","10.18","  ","0.00","--","13.39","  ","12.01","  ","12.14","  ","11.88","  ","12.77","  ","12.77","  ","13.27","  ","14.48","  ","14.55","  ","13.70","  ","13.83","  ","14.48","  ","13.76","  ","14.28","  ","13.44","  ","14.58","  ","14.45","  ","15.24","  ","15.24","  ","15.01","  ",
"             Mexico","9.77","  ","10.33","  ","12.54","  ","10.06","  ","9.78","  ","9.72","  ","9.76","  ","9.43","  ","9.67","  ","8.99","  ","8.96","  ","10.16","  ","10.96","  ","10.44","  ","10.90","  ","10.59","  ","10.48","  ","9.81","  ","9.94","  ","9.96","  ","10.01","  ","9.96","  ","10.03","  ","10.52","  ","10.62","  ","11.27","  ","12.50","  ","13.08","  ","11.65","  ","11.44","  ","11.47","  ","11.24","  ","11.85","  ","12.00","  ","12.59","  ","12.51","  ","13.69","  ","13.67","  ","13.17","  ",
"       Re-Exports",
"          By Vessel",
"             Argentina","4.51","  ","0.00","--","0.00","--","0.00","--","0.00","--","4.51","  ","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--",
"             Brazil                     ","3.64","  ","15.20","  ","15.51","  ","0.00","--","0.00","--","4.57","  ","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","3.54","  ","0.00","--","15.20","  ","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","12.89","  ","17.44","  ","15.51","  ","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","15.51","  ","0.00","--",
"             Egypt                     ","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","16.71","  ","0.00","--","16.71","  ","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--",
"             India","3.99","  ","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","3.98","  ","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--",
"             Turkey","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","15.99","  ","15.99","  ","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--","0.00","--",
"    Total LNG Exports                   ","4.93","  ","9.44","  ","15.67","  ","6.70","  ","5.65","  ","5.13","  ","5.63","  ","4.72","  ","4.21","  ","3.96","  ","4.01","  ","3.59","  ","10.74","  ","10.92","  ","15.95","  ","16.67","  ","6.53","  ","7.17","  ","7.91","  ","8.10","  ","7.82","  ","7.53","  ","10.53","  ","11.10","  ","12.87","  ","17.39","  ","15.66","  ","13.50","  ","12.17","  ","15.10","  ","15.74","  ","16.01","  ","16.01","  ","12.58","  ","15.78","  ","13.23","  ","14.31","  ","15.49","  ","13.70","  ",
"    CNG",
"        Canada","3.32","  ","5.88","  ","13.19","  ","10.19","  ","0.00","--","0.00","--","3.88","  ","2.80","  ","3.22","  ","2.58","  ","3.05","  ","2.42","R","5.09","  ","5.73","  ","5.46","  ","4.80","  ","3.42","  ","0.00","--","2.08","  ","2.91","  ","2.44","  ","2.37","  ","3.35","  ","10.08","  ","10.53","  ","11.89","  ","12.40","  ","14.30","  ","3.47","  ","3.47","  ","0.00","--","0.00","--","4.27","  ","5.19","  ","4.79","  ","6.37","  ","14.75","  ","27.07","  ","21.76","  ",
"    Total CNG Exports          ","3.32","  ","5.88","  ","13.19","  ","10.19","  ","0.00","--","0.00","--","3.88","  ","2.80","  ","3.22","  ","2.58","  ","3.05","  ","2.42","R","5.09","  ","5.73","  ","5.46","  ","4.80","  ","3.42","  ","0.00","--","2.08","  ","2.91","  ","2.44","  ","2.37","  ","3.35","  ","10.08","  ","10.53","  ","11.89","  ","12.40","  ","14.30","  ","3.47","  ","3.47","  ","0.00","--","0.00","--","4.27","  ","5.19","  ","4.79","  ","6.37","  ","14.75","  ","27.07","  ","21.76","  ",
"  Total Exports                         ","2.64","  ","3.18","  ","5.75","  ","3.09","  ","3.21","  ","3.13","  ","3.02","  ","2.60","  ","2.15","  ","2.16","  ","2.04","  ","2.28","  ","2.54","  ","3.07","  ","2.57","  ","2.63","  ","2.73","  ","2.92","  ","3.09","  ","3.06","  ","3.01","  ","2.95","  ","2.83","  ","3.41","  ","3.98","  ","3.78","  ","5.51","  ","4.25","  ","4.44","  ","4.37","  ","4.41","  ","4.38","  ","4.74","  ","4.81","  ","5.01","  ","4.93","  ","8.20","  ","9.56","  ","5.82","  ",
