BLDGID2  ,STR402   ,PAIR402  ,SQFTC2   ,BCWM2C   ,YRCONC2C ,REGION2  ,XSECWT2  ,ELSUPL2N ,NGSUPL2N ,FKSUPL2N ,STSUPL2N ,PRSUPL2N ,SQFT1T   ,SQFTC1T  ,HEATP1T  ,COOLP1T  ,ELUSED1T ,NGUSED1T ,FKUSED1T ,STUSED1T ,CWUSED1T ,COUSED1T ,PRUSED1T ,HWUSED1T ,WOUSED1T ,SOUSED1T ,NFLOOR1T ,YRCON1T  ,YRCONC1T ,BCWM1T   ,GLASP1T  ,GLASPC1T ,GLASS1T  ,NTANKS1T ,TOTCAP1T ,IMPSF1T  ,IMPNOF1T ,IMPYR1T  ,IMPYRC1T ,IMPPG1T  ,IMPPGC1T ,IMPNFT1T ,IMPCAP1T ,LONGWT2  
00070 ,23 ,2 ,02 ,11 ,04 ,1 ,607.56 ,1 ,2 ,1 ,2 ,2 ,880 ,01 ,100 ,100 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,9999 ,04 ,11 ,2 ,4 ,2 ,1 ,500 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,607.56
00071 ,32 ,2 ,02 ,09 ,05 ,3 ,1604.46 ,1 ,1 ,2 ,2 ,2 ,4100 ,02 ,0 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,05 ,09 ,2 ,3 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1604.46
00072 ,29 ,1 ,04 ,02 ,07 ,2 ,565.22 ,1 ,1 ,2 ,2 ,2 ,17250 ,04 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1976 ,07 ,02 ,2 ,3 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,604.75
00073 ,32 ,2 ,04 ,15 ,05 ,3 ,500 ,1 ,2 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
00074 ,22 ,2 ,07 ,11 ,03 ,4 ,50 ,1 ,1 ,2 ,2 ,2 ,110000 ,07 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,6 ,1932 ,03 ,11 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,57.65
00075 ,15 ,1 ,07 ,07 ,03 ,1 ,311.38 ,1 ,1 ,1 ,2 ,2 ,128000 ,07 ,100 ,2 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,4 ,1928 ,03 ,07 ,2 ,3 ,2 ,1 ,12000 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,311.38
00076 ,04 ,1 ,04 ,15 ,02 ,1 ,364.39 ,1 ,1 ,2 ,2 ,2 ,10250 ,04 ,100 ,11 ,1 ,1 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,1 ,9999 ,02 ,15 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,364.39
00077 ,35 ,1 ,02 ,04 ,03 ,2 ,1200 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
00078 ,29 ,1 ,08 ,07 ,05 ,2 ,12 ,1 ,1 ,2 ,1 ,2 ,300000 ,08 ,100 ,5 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,9999 ,05 ,07 ,1 ,1 ,1 ,2 ,32000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,12.47
00079 ,30 ,1 ,07 ,05 ,05 ,4 ,200 ,1 ,1 ,2 ,1 ,2 ,112000 ,07 ,100 ,100 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1969 ,05 ,05 ,2 ,3 ,1 ,1 ,6000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,200
00080 ,35 ,2 ,05 ,15 ,06 ,2 ,306.53 ,1 ,1 ,2 ,2 ,1 ,30500 ,05 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,2 ,1 ,1971 ,06 ,15 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,318.35
00081 ,24 ,1 ,07 ,13 ,05 ,2 ,100 ,1 ,1 ,2 ,1 ,2 ,182000 ,07 ,100 ,100 ,1 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,21 ,1970 ,05 ,13 ,1 ,2 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,103.86
00082 ,37 ,2 ,09 ,11 ,03 ,2 ,2 ,1 ,1 ,2 ,1 ,2 ,1700000 ,10 ,100 ,100 ,1 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,17 ,1933 ,03 ,11 ,2 ,3 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2.12
00083 ,22 ,2 ,04 ,11 ,06 ,4 ,300 ,1 ,1 ,2 ,2 ,2 ,2650 ,02 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1973 ,06 ,11 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,300
00084 ,14 ,2 ,06 ,09 ,04 ,1 ,400 ,1 ,1 ,2 ,2 ,2 ,55000 ,06 ,75 ,30 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1959 ,04 ,09 ,2 ,3 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,400
00085 ,34 ,1 ,02 ,09 ,06 ,2 ,2088.66 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
00086 ,08 ,1 ,02 ,03 ,07 ,3 ,1314.61 ,1 ,1 ,2 ,2 ,2 ,1750 ,02 ,100 ,100 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1977 ,07 ,03 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1314.61
00087 ,24 ,1 ,06 ,03 ,04 ,2 ,100 ,1 ,1 ,2 ,2 ,2 ,43000 ,05 ,75 ,0 ,1 ,1 ,1 ,2 ,2 ,1 ,2 ,2 ,2 ,2 ,3 ,1960 ,04 ,03 ,2 ,3 ,1 ,1 ,7200 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,103.86
00088 ,24 ,2 ,06 ,03 ,08 ,2 ,62.11 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
00089 ,02 ,1 ,04 ,02 ,04 ,3 ,847.51 ,1 ,1 ,2 ,2 ,2 ,20250 ,04 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1954 ,04 ,02 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,847.51
00090 ,13 ,1 ,01 ,06 ,03 ,3 ,1045.43 ,1 ,2 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
00091 ,32 ,1 ,07 ,09 ,05 ,3 ,148.59 ,1 ,1 ,2 ,2 ,2 ,114000 ,07 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1962 ,05 ,09 ,2 ,3 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,148.59
00092 ,00 ,0 ,08 ,17 ,08 ,2 ,1.05 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
00093 ,13 ,1 ,02 ,11 ,05 ,3 ,15.17 ,1 ,2 ,2 ,2 ,2 ,4100 ,02 ,100 ,100 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,05 ,11 ,2 ,3 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,15.17
00094 ,35 ,2 ,05 ,15 ,03 ,2 ,306.53 ,1 ,1 ,2 ,2 ,2 ,30000 ,05 ,100 ,5 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,03 ,15 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,318.35
00095 ,01 ,2 ,04 ,16 ,03 ,4 ,500 ,1 ,2 ,2 ,2 ,2 ,19500 ,04 ,0 ,0 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1937 ,03 ,16 ,2 ,3 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,500
00096 ,09 ,1 ,02 ,02 ,03 ,2 ,2450.72 ,1 ,1 ,2 ,2 ,2 ,4250 ,02 ,100 ,60 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,03 ,02 ,2 ,4 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2812.21
00097 ,33 ,1 ,06 ,03 ,08 ,3 ,69.31 ,1 ,1 ,1 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
00098 ,03 ,1 ,04 ,11 ,05 ,2 ,319.38 ,1 ,1 ,2 ,2 ,2 ,17000 ,04 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1967 ,05 ,11 ,2 ,3 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,341.72
00099 ,35 ,1 ,02 ,11 ,05 ,2 ,1418.26 ,1 ,1 ,2 ,2 ,2 ,4050 ,02 ,100 ,85 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1966 ,05 ,11 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1566.97
00100 ,35 ,1 ,07 ,11 ,02 ,2 ,37.79 ,1 ,1 ,2 ,2 ,2 ,106000 ,07 ,100 ,90 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,9 ,1909 ,02 ,11 ,2 ,3 ,1 ,1 ,12000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,39.25
00101 ,15 ,1 ,05 ,02 ,02 ,1 ,400 ,1 ,2 ,1 ,2 ,2 ,29500 ,05 ,100 ,35 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1910 ,02 ,02 ,2 ,3 ,1 ,2 ,6000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,400
00102 ,29 ,1 ,07 ,11 ,04 ,2 ,150 ,1 ,1 ,2 ,2 ,2 ,160000 ,07 ,95 ,90 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1957 ,04 ,11 ,2 ,3 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,155.78
00103 ,25 ,1 ,01 ,02 ,01 ,3 ,2000 ,1 ,2 ,2 ,2 ,2 ,790 ,01 ,100 ,0 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,2 ,1 ,1851 ,01 ,02 ,2 ,4 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2000
00104 ,08 ,2 ,06 ,02 ,08 ,3 ,654.8 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
00105 ,01 ,1 ,04 ,15 ,05 ,4 ,191.57 ,1 ,1 ,2 ,2 ,2 ,12500 ,04 ,100 ,66 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,9999 ,05 ,15 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,191.57
00106 ,30 ,1 ,06 ,12 ,05 ,4 ,100 ,1 ,1 ,2 ,2 ,2 ,57000 ,06 ,100 ,100 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1961 ,05 ,12 ,1 ,1 ,1 ,1 ,5000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,100
00107 ,15 ,1 ,08 ,11 ,07 ,1 ,5.31 ,1 ,2 ,2 ,1 ,2 ,455000 ,08 ,100 ,100 ,1 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,19 ,1974 ,07 ,11 ,1 ,2 ,1 ,3 ,36000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,5.65
00108 ,22 ,1 ,10 ,11 ,05 ,4 ,2.0791 ,1 ,1 ,1 ,1 ,2 ,1600000 ,10 ,100 ,100 ,1 ,2 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,50 ,1968 ,05 ,11 ,1 ,2 ,1 ,1 ,1000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2.0791
00109 ,01 ,1 ,02 ,11 ,07 ,4 ,1000 ,1 ,2 ,2 ,2 ,2 ,3000 ,02 ,75 ,75 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1978 ,07 ,11 ,2 ,3 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1553.11
00110 ,35 ,1 ,02 ,04 ,01 ,2 ,493.12 ,1 ,1 ,2 ,2 ,2 ,2650 ,02 ,75 ,25 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,4 ,9999 ,01 ,04 ,2 ,4 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,493.12
00111 ,14 ,1 ,07 ,03 ,04 ,1 ,11.98 ,1 ,1 ,2 ,2 ,2 ,160000 ,07 ,100 ,1 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1954 ,04 ,03 ,2 ,3 ,2 ,3 ,15000 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,11.98
00112 ,14 ,1 ,07 ,05 ,05 ,1 ,100 ,1 ,2 ,1 ,1 ,1 ,138000 ,07 ,100 ,100 ,1 ,2 ,2 ,1 ,2 ,2 ,1 ,2 ,2 ,2 ,5 ,1970 ,05 ,05 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,100
00113 ,31 ,2 ,02 ,09 ,06 ,1 ,446.7 ,1 ,1 ,1 ,2 ,2 ,2650 ,02 ,100 ,20 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1972 ,06 ,09 ,2 ,4 ,2 ,1 ,250 ,1 ,2 ,1 ,1 ,2 ,2 ,2 ,2 ,446.7
00114 ,29 ,1 ,06 ,09 ,05 ,2 ,114 ,1 ,1 ,2 ,2 ,2 ,86000 ,06 ,25 ,10 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1969 ,05 ,09 ,2 ,4 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,118.39
00115 ,22 ,1 ,08 ,11 ,08 ,4 ,8.2 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
00116 ,02 ,2 ,07 ,11 ,05 ,3 ,50 ,1 ,1 ,2 ,2 ,2 ,132000 ,07 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,15 ,1969 ,05 ,11 ,1 ,1 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,50
00117 ,10 ,1 ,05 ,09 ,05 ,3 ,594.35 ,1 ,1 ,2 ,2 ,2 ,36500 ,05 ,100 ,100 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,05 ,09 ,2 ,4 ,2 ,1 ,5000 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,594.35
00118 ,27 ,2 ,04 ,13 ,05 ,3 ,400 ,1 ,1 ,2 ,2 ,2 ,17250 ,04 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1964 ,05 ,13 ,1 ,2 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,800
00119 ,35 ,2 ,06 ,07 ,04 ,2 ,108.05 ,1 ,1 ,2 ,2 ,2 ,59000 ,06 ,100 ,100 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1953 ,04 ,07 ,2 ,4 ,2 ,1 ,2000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,112.21
00120 ,14 ,2 ,06 ,17 ,06 ,1 ,100 ,2 ,2 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
00121 ,02 ,2 ,07 ,11 ,05 ,3 ,50 ,1 ,2 ,2 ,2 ,2 ,148000 ,07 ,0 ,0 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1966 ,05 ,17 ,2 ,3 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,50
00122 ,35 ,1 ,03 ,07 ,08 ,2 ,36.21 ,1 ,2 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
00123 ,20 ,1 ,04 ,09 ,03 ,4 ,150 ,1 ,1 ,2 ,2 ,2 ,10001 ,04 ,40 ,25 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1945 ,03 ,09 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,150
00124 ,12 ,1 ,05 ,11 ,08 ,2 ,58.08 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
00125 ,25 ,2 ,03 ,15 ,06 ,3 ,400 ,1 ,2 ,2 ,2 ,2 ,5100 ,03 ,15 ,15 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,06 ,15 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,400
00126 ,35 ,1 ,05 ,09 ,01 ,2 ,200 ,1 ,1 ,2 ,2 ,2 ,35500 ,05 ,100 ,25 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,4 ,1889 ,01 ,09 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,207.71
00127 ,31 ,2 ,04 ,13 ,02 ,1 ,1765.76 ,1 ,1 ,1 ,2 ,2 ,11750 ,04 ,100 ,40 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,4 ,9999 ,02 ,13 ,2 ,4 ,1 ,1 ,275 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1765.76
00128 ,29 ,1 ,05 ,14 ,05 ,2 ,230.77 ,1 ,1 ,2 ,2 ,2 ,36000 ,05 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1968 ,05 ,14 ,2 ,4 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,239.67
00129 ,28 ,2 ,06 ,07 ,04 ,1 ,106.56 ,1 ,1 ,2 ,2 ,2 ,60000 ,06 ,100 ,30 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1951 ,04 ,07 ,1 ,2 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,106.56
00130 ,15 ,1 ,03 ,15 ,04 ,1 ,2207.79 ,1 ,1 ,2 ,2 ,2 ,6500 ,03 ,33 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1957 ,04 ,15 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2792.5
00131 ,29 ,2 ,08 ,09 ,05 ,2 ,12.01 ,1 ,1 ,2 ,2 ,2 ,335000 ,08 ,100 ,100 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1961 ,05 ,09 ,2 ,4 ,1 ,1 ,10000 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,12.48
00132 ,25 ,2 ,06 ,11 ,03 ,3 ,103.55 ,1 ,1 ,2 ,2 ,2 ,68000 ,06 ,95 ,95 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,7 ,1923 ,03 ,11 ,1 ,1 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,103.55
00133 ,27 ,1 ,07 ,07 ,08 ,3 ,6.87 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
00134 ,30 ,1 ,03 ,11 ,05 ,4 ,1000 ,1 ,1 ,2 ,2 ,2 ,5300 ,03 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1962 ,05 ,11 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1000
00135 ,24 ,1 ,08 ,11 ,07 ,2 ,6 ,1 ,1 ,1 ,1 ,2 ,270000 ,08 ,100 ,97 ,1 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,11 ,1977 ,07 ,11 ,2 ,3 ,1 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,6.23
00136 ,04 ,1 ,08 ,03 ,07 ,1 ,12 ,1 ,2 ,2 ,2 ,2 ,310000 ,08 ,95 ,95 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,8 ,1974 ,07 ,03 ,1 ,2 ,1 ,1 ,200 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,12.77
00137 ,27 ,1 ,09 ,17 ,08 ,3 ,2.91 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
00138 ,11 ,1 ,08 ,15 ,05 ,4 ,100 ,1 ,1 ,2 ,2 ,2 ,225000 ,08 ,0 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1967 ,05 ,15 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,100
00139 ,35 ,1 ,07 ,03 ,03 ,2 ,107.42 ,1 ,1 ,2 ,2 ,2 ,152000 ,07 ,100 ,5 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,3 ,1931 ,03 ,03 ,2 ,4 ,2 ,1 ,8000 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,111.56
00140 ,13 ,2 ,03 ,07 ,06 ,3 ,1249.36 ,1 ,2 ,2 ,2 ,2 ,9900 ,03 ,100 ,0 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1973 ,06 ,07 ,2 ,4 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1249.36
00141 ,11 ,1 ,02 ,11 ,03 ,4 ,400 ,1 ,1 ,2 ,2 ,2 ,1750 ,02 ,100 ,0 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1925 ,03 ,11 ,2 ,3 ,2 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,426.18
00142 ,32 ,1 ,03 ,02 ,07 ,3 ,500 ,1 ,1 ,2 ,2 ,2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0
00143 ,09 ,1 ,04 ,09 ,04 ,2 ,2065.76 ,1 ,1 ,2 ,2 ,2 ,19750 ,04 ,100 ,50 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1947 ,04 ,09 ,2 ,4 ,2 ,0 ,  ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2210.25
00144 ,08 ,1 ,06 ,02 ,04 ,3 ,500 ,1 ,1 ,2 ,2 ,2 ,74000 ,06 ,100 ,100 ,1 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1958 ,04 ,02 ,1 ,2 ,1 ,0 ,  ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,535.37
00145 ,35 ,1 ,02 ,12 ,03 ,2 ,2277.02 ,1 ,2 ,1 ,2 ,2 ,4950 ,02 ,100 ,0 ,1 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,9999 ,03 ,12 ,2 ,4 ,2 ,1 ,550 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2277.02
