"Table 50.  Year-to-Date Exports of Crude Oil and Petroleum Products by Destination, January-December 2005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,          (Thousand Barrels),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destination,,,Crude Oila,,Liquefied Petroleum Gases,Unfinished Oils,Finished Motor Gasoline,,,Motor Gasoline Blend. Comp.,,,Oxygenates,,,Distillate Fuel Oil,,,,,Kerosene,Finished Aviation Gasoline,Aviation Gasoline Blend. Comp.,Kerosene-Type Jet Fuel,Special Naphthas,Residual Fuel Oil,Petrochemical Feedstocks,,Waxes,"Petroleum
 Coke",Asphalt and Road Oil,Lubricants,Misc. Products,Total Products,Total Crude Oil and Products,Daily Average,,
,,,,Pentanes Plus,,,Reformulated,Conventional,Total,Reform-ulated ,Conven-tional,Total,Fuel Ethanol (FE),Methyl Tertiary Butyl Ether (MTBE),Other Oxygen-ates,15 ppm sulfur and under,Greater than 15 ppm to 500 ppm sulfur,501 to 2000 ppm,Greater than 2000 ppm,Total,,,,,,,Naphtha,Other Oils,,,,,,,,Crude Oil,Products,Total
,Argentina,,0,0,1,0,0,0,0,0,276,276,0,0,36,0,1,"1,275",0,"1,276",4,0,0,362,1,267,0,0,17,1,1,248,0,"2,490","2,490",0,7,7
,Australia,,0,0,1,0,1,0,1,0,5,5,0,4,3,0,1,0,0,1,0,0,0,0,5,27,0,0,4,"3,743",5,173,1,"3,971","3,971",0,11,11
,Bahamas,,0,0,55,0,11,433,445,0,658,658,0,0,603,0,0,443,0,443,162,0,0,226,0,"7,811",0,0,0,0,13,46,60,"10,522","10,522",0,29,29
,Bahrain,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,101,0,1,0,105,105,0,0,0
,Belgium,,0,0,3,0,0,0,0,0,4,4,0,0,145,0,425,451,0,877,0,0,0,288,0,443,0,0,9,"5,332",18,476,0,"7,595","7,595",0,21,21
,Belize,,0,0,0,0,0,229,229,0,0,0,0,0,0,0,0,326,0,326,0,0,0,104,0,0,0,0,0,0,0,5,0,664,664,0,2,2
,Brazil,,0,0,1,0,0,0,0,0,167,167,0,0,785,0,1,925,0,926,0,0,0,606,29,140,0,0,2,"11,269",22,329,4,"14,280","14,280",0,39,39
,Canada,,"15,088","2,383","4,888",0,"1,256","1,723","2,979",0,11,11,0,"4,287",149,0,"2,414","3,501",0,"5,915",89,0,0,"10,162",26,"9,296",0,0,919,"8,608","2,885","2,257",62,"54,914","70,002",41,150,192
,Cayman Islands,,0,0,0,0,0,216,216,0,12,12,0,0,0,0,0,418,0,418,0,0,0,0,0,7,0,0,0,0,0,9,0,661,661,0,2,2
,Chile,,0,0,1,0,150,"1,689","1,839",0,"1,634","1,634",0,0,0,0,"1,271","4,767",0,"6,038",0,0,0,842,1,"2,185",0,0,5,"1,303",6,821,65,"14,740","14,740",0,40,40
,China,,0,7,936,0,1,30,31,0,23,23,0,1,1,0,2,0,0,2,0,0,0,0,4,525,0,0,7,"2,195",120,253,5,"4,110","4,110",0,11,11
,Colombia,,0,1,27,0,0,0,0,0,2,2,0,0,8,0,235,"1,560",0,"1,795",0,0,0,0,0,277,0,0,7,1,2,648,2,"2,769","2,769",0,8,8
,Costa Rica,,0,0,0,0,0,0,0,0,414,414,0,0,8,0,51,357,0,408,1,0,0,292,0,382,0,0,4,310,2,123,1,"1,943","1,943",0,5,5
,Denmark,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,0,2,0,818,818,0,2,2
,Dominican Republic ,,0,0,128,0,0,14,14,0,0,0,0,0,2,0,"1,199","1,852",0,"3,051",2,0,0,0,92,"1,020",0,0,0,608,27,155,1,"5,100","5,100",0,14,14
,Ecuador,,0,0,0,0,0,0,0,0,223,223,0,0,0,0,722,"2,056",0,"2,777",0,0,0,0,78,"2,248",0,0,0,0,0,114,0,"5,442","5,442",0,15,15
,Egypt,,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,10,0,29,29,0,0,0
,El Salvador,,0,0,0,0,0,64,64,0,43,43,0,0,7,0,434,0,0,434,0,0,0,10,0,130,0,0,0,28,0,66,0,782,782,0,2,2
,Finland,,0,0,0,0,0,1,1,0,0,0,0,0,16,0,3,0,0,3,0,0,0,2,0,322,0,0,0,242,3,5,0,593,593,0,2,2
,France,,0,0,27,0,0,2,2,0,53,53,0,0,51,0,0,"1,415",0,"1,415",0,0,0,0,0,1,0,0,7,"3,045",1,120,0,"4,723","4,723",0,13,13
,Germany,,0,0,1,0,1,5,6,0,17,17,0,0,3,0,9,0,0,9,0,0,0,1,0,0,0,0,15,633,24,24,1,736,736,0,2,2
,Ghana,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0
,Gibraltar,,0,0,0,0,0,304,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,0,"1,605",0,0,0,0,0,0,0,"2,552","2,552",0,7,7
,Greece,,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,499",0,9,0,"3,512","3,512",0,10,10
,Guatemala,,0,0,899,0,0,463,463,0,222,222,0,6,0,0,"1,077","1,296",0,"2,373",0,0,0,51,0,"1,460",0,0,1,148,3,126,0,"5,754","5,754",0,16,16
,Honduras,,0,0,524,0,27,935,962,0,851,851,0,0,0,0,46,872,0,917,0,0,0,347,7,"1,331",0,0,0,122,0,77,0,"5,140","5,140",0,14,14
,Hong Kong,,0,0,0,0,0,0,0,0,3,3,0,0,22,0,4,0,0,4,0,0,0,0,1,924,0,0,12,0,5,30,2,"1,003","1,003",0,3,3
,India,,0,0,94,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,"1,033",0,0,9,"2,552",14,236,2,"3,948","3,948",0,11,11
,Indonesia,,0,0,116,0,0,1,1,0,1,1,0,0,84,0,0,0,0,0,0,0,0,0,0,164,0,0,1,87,3,63,0,520,520,0,1,1
,Ireland,,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,"1,539",0,1,5,"1,570","1,570",0,4,4
,Israel,,0,0,2,0,220,0,220,0,744,744,0,0,80,0,1,0,0,1,0,0,0,333,0,6,0,0,0,"1,898",0,27,"1,314","4,625","4,625",0,13,13
,Italy,,0,0,74,0,0,0,0,0,0,0,0,0,0,0,404,0,0,404,0,0,0,2,0,1,0,0,3,"9,511",2,185,0,"10,183","10,183",0,28,28
,Jamaica,,0,0,0,0,0,0,0,0,1,1,0,108,0,0,448,247,0,695,0,0,0,0,0,"8,811",0,0,0,171,7,53,5,"9,853","9,853",0,27,27
,Japan,,0,0,9,0,2,5,7,0,8,8,0,7,827,0,73,295,0,368,0,0,0,0,"1,377",589,0,0,17,"17,149",16,154,14,"20,542","20,542",0,56,56
,"Korea, South",,0,0,126,0,1,13,14,0,2,2,0,0,70,0,0,298,0,298,324,0,0,2,943,"3,318",0,0,5,750,30,120,2,"6,005","6,005",0,16,16
,Lebanon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,"1,356",0,9,0,"1,375","1,375",0,4,4
,Mexico,,1,0,"10,916",0,"2,918","37,055","39,973",0,"1,932","1,932",0,"4,414",200,0,"2,044","6,889",0,"8,933",8,0,0,0,"3,475","10,172",0,0,595,"11,495",635,"4,548",571,"97,868","97,868",0,268,268
,Morocco,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,728",0,0,0,"2,728","2,728",0,7,7
,Mozambique,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,370,370,0,1,1
,Netherlands,,0,0,137,0,0,195,195,0,45,45,0,0,26,0,614,"1,417",0,"2,031",176,0,0,169,16,"1,152",0,0,1,"5,101",3,81,4,"9,139","9,139",0,25,25
,Netherlands Antilles,,0,0,0,0,0,449,449,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,"5,671",0,0,0,0,1,267,0,"6,392","6,392",0,18,18
,New Zealand,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,676,0,21,0,701,701,0,2,2
,Nicaragua,,0,0,0,0,0,24,24,0,0,0,0,0,0,0,84,0,0,84,0,0,0,0,0,24,0,0,0,166,0,52,0,350,350,0,1,1
,Nigeria,,0,0,0,0,0,70,70,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,2,245,0,348,348,0,1,1
,Norway,,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,0,6,0,775,775,0,2,2
,Pakistan,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,1,108,0,3,0,135,135,0,0,0
,Panama,,0,0,23,0,0,282,282,0,185,185,0,0,0,0,834,768,0,"1,602",0,0,0,0,17,"11,175",0,0,0,0,0,86,0,"13,370","13,370",0,37,37
,Peru,,0,0,0,0,0,50,50,0,0,0,0,0,0,0,815,"1,917",0,"2,732",0,0,0,0,5,491,0,0,1,186,2,283,1,"3,752","3,752",0,10,10
,Philippines,,0,0,52,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,6,2,73,73,0,0,0
,Portugal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,694",0,2,0,"2,696","2,696",0,7,7
,Puerto Rico,,0,0,80,0,0,104,104,0,558,558,0,0,0,0,790,697,0,"1,488",0,0,0,0,643,396,0,0,12,0,2,459,1,"3,743","3,743",0,10,10
,Romania,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,1,0,265,265,0,1,1
,Saudi Arabia,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,1,267,0,17,0,342,342,0,1,1
,Serbia and Montenegro,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Singapore,,0,0,83,0,3,49,52,0,1,1,0,9,477,0,240,199,0,439,0,0,0,0,604,"13,550",0,0,1,1,1,542,1,"15,760","15,760",0,43,43
,South Africa,,0,0,0,0,0,30,30,0,0,0,0,0,10,0,0,0,0,0,0,0,0,21,0,0,0,0,26,"1,728",1,100,0,"1,916","1,916",0,5,5
,Spain,,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,3,"1,540",0,0,1,"11,188",0,44,1,"12,793","12,793",0,35,35
,Switzerland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,643,0,3,0,648,648,0,2,2
,Taiwan,,0,0,56,0,0,0,0,0,2,2,0,0,2,0,3,0,0,3,10,0,0,0,1,2,0,0,3,87,7,99,2,275,275,0,1,1
,Thailand,,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,378,0,378,0,0,0,0,1,202,0,0,2,954,11,68,1,"1,623","1,623",0,4,4
,Trinidad and Tobago,,0,0,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,26,1,54,54,0,0,0
,Turkey,,0,1,0,0,0,30,30,0,0,0,0,0,6,0,0,550,0,550,0,0,0,0,2,0,0,0,2,"3,365",0,47,0,"4,003","4,003",0,11,11
,United Arab Emirates,,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,21,9,0,0,0,0,695,3,55,0,789,789,0,2,2
,United Kingdom,,0,0,24,0,7,8,15,0,0,0,0,58,5,0,34,273,0,307,1,0,0,"4,569",0,226,0,0,5,"2,463",10,104,18,"7,806","7,806",0,21,21
,Venezuela,,0,0,0,0,0,0,0,0,7,7,0,"2,515",11,0,6,0,0,6,0,0,0,0,2,812,0,0,1,"1,596",9,211,1,"5,171","5,171",0,14,14
,Other,,0,1,35,0,95,303,397,0,19,19,0,1,86,0,58,746,0,805,5,0,0,68,286,"1,767",0,0,5,"2,265",46,329,25,"6,113","6,114",0,17,17
Total,,,"15,089","2,395","19,338",0,"4,694","44,779","49,473",0,"8,145","8,145",0,"11,434","3,747",0,"14,344","36,188",0,"50,533",785,0,0,"19,203","7,641","91,553",0,0,"1,705","126,819","3,943","14,683","2,175","413,570","428,659",41,"1,133","1,174"
