"Table 52.  Year-to-Date Net Imports of Crude Oil and Petroleum Products into the United States by Country,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,          January-December 2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,          (Thousand Barrels per Day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country of Origin,,,Crude Oila,Pentanes Plus,Liquefied Petroleum Gases,Unfinished Oils,Finished Motor Gasoline,,,Motor Gasoline Blend. Comp.,,,Oxygenates,,,Distillate Fuel Oil,,,,,Kerosene,Finished Aviation Gasoline,Aviation Gasoline Blend. Comp.,Kerosene-Type Jet Fuel,Special Naphthas,Residual Fuel Oil,Petrochemical Feedstocks,,Waxes,"Petroleum
 Coke",Asphalt and Road Oil,Lubricants,Misc. Products,Total Products,Total Crude Oil and Products
,,,,,,,Reformulated,Conventional,Total,Reform-ulated ,Conven-tional,Total,Fuel Ethanol (FE),Methyl Tertiary Butyl Ether (MTBE),Other Oxygen-ates,15 ppm sulfur and under,Greater than 15 ppm to 500 ppm sulfur,501 to 2000 ppm,Greater than 2000 ppm,Total,,,,,,,Naphtha,Other Oils,,,,,,,
OPEC,,,"4,762",35,104,108,22,26,48,15,59,74,0,17,0,0,6,7,40,53,3,0,0,33,1,73,52,104,0,-3,25,-2,0,726,"5,488"
,Algeria,,228,17,51,58,0,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,5,12,102,0,0,0,0,0,248,477
,Indonesia,,19,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22
,Iran,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Iraq,,520,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,522
,Kuwait,,215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,0,2,2,0,0,4,0,0,0,15,231
,Libya,,44,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,0,0,0,0,0,12,56
,Nigeria,,"1,060",5,29,23,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,-1,0,86,"1,146"
,Qatar,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4
,Saudi Arabia,,"1,438",0,19,0,0,7,7,2,10,11,0,11,0,0,0,0,0,0,0,0,0,3,1,0,32,0,0,-1,0,0,0,85,"1,522"
,United Arab Emirates,,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,0,0,0,8,16
,Venezuela,,"1,231",12,3,19,22,19,41,13,32,44,0,-4,0,0,3,7,40,49,0,0,0,23,0,49,3,0,0,-4,25,-1,0,261,"1,491"
Non OPEC,,,"5,252",5,162,453,205,215,420,69,329,398,7,-19,-9,4,105,4,22,135,2,2,0,60,-8,202,88,55,-1,-313,4,-29,-6,"1,612","6,865"
,Angola,,450,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,16,465
