"Table 52.  Year-to-Date Net Imports of Crude Oil and Petroleum Products into the United States by Country,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Argentina,,56,0,8,2,0,8,8,0,14,14,0,0,0,0,0,-3,0,-3,0,0,0,0,0,6,0,0,0,3,0,-1,0,37,93
,Aruba,,0,0,0,81,0,0,0,0,1,1,0,0,0,1,10,5,2,18,0,0,0,6,0,4,3,0,0,9,0,0,0,122,122
,Australia,,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-10,0,0,0,-6,3
,Bahamas,,0,0,0,0,0,0,0,0,-2,-2,0,0,-2,0,0,-1,0,-1,0,0,0,-1,0,9,0,0,0,0,0,0,0,3,3
,Bahrain,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Belgium,,0,0,0,36,9,6,15,2,11,13,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,-15,0,-1,0,52,52
,Brazil,,94,0,1,2,0,1,1,0,3,3,2,3,-2,0,0,-3,0,-3,0,0,0,-2,1,44,0,0,0,-30,0,-1,0,22,116
,Brunei,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
,Cameroon,,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,7
,Canada,,"1,602",-5,131,6,122,20,142,6,17,23,0,-12,0,1,51,24,12,89,2,1,0,-17,7,23,4,3,0,-22,7,-3,0,378,"1,980"
,Chad,,71,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,25,96
,China,,24,0,-3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-3,0,-1,0,-2,21
,Colombia,,156,0,0,4,0,0,0,0,1,1,0,0,0,0,-1,-4,0,-5,0,0,0,1,0,32,0,0,0,0,0,-2,0,32,188
,Denmark,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,0,0,0,-2,0,0,0,4,4
,Dominican Republic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-5,0,-8,0,0,0,0,0,-3,0,0,0,-2,0,0,0,-14,-14
,Ecuador,,276,0,0,1,0,1,1,0,1,1,0,0,0,0,-2,-6,0,-8,0,0,0,0,0,-4,1,0,0,0,0,0,0,-9,267
,Equatorial Guinea,,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,68
,Estonia,,0,0,0,3,0,2,2,1,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,31,31
,Finland,,0,0,0,0,0,4,4,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,12,12
,France,,0,0,1,15,2,14,16,3,21,24,0,0,0,0,0,-4,0,-3,0,0,0,2,0,1,0,0,0,-8,0,0,0,48,48
,Gabon,,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
,Germany,,0,0,0,40,0,12,12,0,16,16,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,-2,0,0,0,72,72
,Guatemala,,11,0,-2,0,0,-1,-1,0,-1,-1,0,0,0,0,-3,-4,0,-7,0,0,0,0,0,-4,0,0,0,0,0,0,0,-16,-5
,Honduras,,0,0,-1,0,0,-3,-3,0,-2,-2,0,0,0,0,0,-2,0,-3,0,0,0,-1,0,-4,0,0,0,0,0,0,0,-14,-14
,India,,0,0,0,8,0,2,2,5,4,8,0,0,0,0,0,2,0,2,0,1,0,3,0,-2,1,0,0,-7,0,-1,0,16,16
,Italy,,0,0,0,3,0,17,17,3,16,18,0,0,0,0,-1,0,0,-1,0,0,0,0,0,2,3,0,0,-26,0,-1,0,16,16
,Japan,,0,0,0,0,0,1,1,0,2,2,0,0,-2,1,1,0,0,2,0,0,0,3,-4,-1,0,0,0,-47,0,0,0,-45,-45
,"Korea, South",,0,0,0,1,0,4,4,0,1,1,0,0,0,0,4,1,0,5,0,0,0,33,-1,-6,0,0,0,-2,0,3,0,37,37
,Latvia,,0,0,0,0,1,0,1,2,16,18,0,0,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24
,Lithuania,,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,20,20
,Malaysia,,10,0,0,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,10,20
,Mexico,,"1,550",2,-28,20,-8,-99,-107,0,-4,-4,0,-12,-1,0,-6,-19,0,-24,0,0,0,5,-10,-7,38,3,-2,-31,-2,-12,-2,-173,"1,378"
,Netherlands,,2,0,0,9,30,38,68,12,34,47,0,1,0,0,7,0,0,6,0,0,0,0,0,1,4,0,0,-14,0,0,0,122,124
,Netherlands Antilles,,0,0,0,1,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,-1,0,13,13
,Norway,,119,0,38,15,0,9,9,1,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,4,8,34,0,-2,0,0,0,109,228
,Oman,,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24
,Panama,,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,-2,-2,0,-4,0,0,0,0,0,-31,0,0,0,0,0,0,0,-37,-37
,Portugal,,0,0,0,0,2,4,6,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,2,2
,Puerto Rico,,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,-2,-2,0,-4,0,0,0,0,-2,-1,0,0,0,0,0,-1,0,-10,-10
,Russia,,193,0,0,67,2,14,16,4,44,48,0,0,0,0,0,4,6,10,0,0,0,1,0,53,4,7,0,0,0,0,0,205,398
,Spain,,0,0,0,0,1,7,8,2,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,-31,0,0,0,-8,-8
,Sweden,,0,0,0,9,1,1,2,1,10,12,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,26,26
,Trinidad and Tobago,,62,7,1,6,0,0,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,47,109
,United Kingdom,,219,0,11,18,2,63,65,11,39,49,0,0,0,0,1,-1,0,0,1,0,0,-13,0,19,0,0,0,-6,0,1,0,146,365
,Vietnam,,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
,"Virgin Islands, U.S.",,0,0,0,40,43,60,103,12,2,13,0,0,0,1,48,48,0,96,0,0,0,32,0,32,0,0,0,8,0,0,0,326,326
,Yemen,,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13
,Other,,72,1,-1,51,-2,8,6,1,26,30,4,1,-2,0,-4,-28,1,-32,-1,0,0,3,1,-39,18,0,0,0,0,0,0,0,0
Total,,,"10,015",40,266,561,228,241,468,84,387,472,7,-2,-9,4,111,12,62,189,5,2,0,93,-7,275,139,159,-1,-317,29,-31,-6,"2,338","12,353"
Persian Gulfb,,,"2,181",0,20,2,0,7,8,2,10,11,0,21,0,0,1,0,0,1,3,0,0,10,1,2,34,0,0,1,0,0,0,114,"2,295"
