"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"2014F","SC","ABICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2014F","SC","ABICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2014F","SC","ARICB"," 10857"," 10663"," 11431"," 12093"," 10504"," 11421"," 12767"," 12800"," 12281"," 13352"," 14732"," 13981"," 14601"," 14541"," 17805"," 16189"," 13619"," 14041"," 14392"," 13079"," 10183"," 9652"," 7981"," 12618"," 8241"," 9071"," 13723"," 16092"," 21877"," 15346"," 13158"," 12881"," 13717"," 15646"," 13228"," 17527"," 15976"," 24743"," 16830"," 14777"," 21443"," 16746"," 14890"," 16812"," 21211"," 21962"," 20771"," 17210"," 13569"," 15126"," 14535"," 13564"," 11186"," 11406"," 11055"
"2014F","SC","ARICP"," 1636"," 1607"," 1723"," 1822"," 1583"," 1721"," 1924"," 1929"," 1851"," 2012"," 2220"," 2107"," 2200"," 2191"," 2683"," 2440"," 2052"," 2116"," 2169"," 1971"," 1535"," 1455"," 1203"," 1901"," 1242"," 1367"," 2068"," 2425"," 3297"," 2313"," 1983"," 1941"," 2067"," 2358"," 1993"," 2641"," 2407"," 3729"," 2536"," 2227"," 3231"," 2524"," 2244"," 2533"," 3196"," 3310"," 3130"," 2593"," 2045"," 2279"," 2190"," 2044"," 1686"," 1719"," 1666"
"2014F","SC","ARTCB"," 10857"," 10663"," 11431"," 12093"," 10504"," 11421"," 12767"," 12800"," 12281"," 13352"," 14732"," 13981"," 14601"," 14541"," 17805"," 16189"," 13619"," 14041"," 14392"," 13079"," 10183"," 9652"," 7981"," 12618"," 8241"," 9071"," 13723"," 16092"," 21877"," 15346"," 13158"," 12881"," 13717"," 15646"," 13228"," 17527"," 15976"," 24743"," 16830"," 14777"," 21443"," 16746"," 14890"," 16812"," 21211"," 21962"," 20771"," 17210"," 13569"," 15126"," 14535"," 13564"," 11186"," 11406"," 11055"
"2014F","SC","ARTCP"," 1636"," 1607"," 1723"," 1822"," 1583"," 1721"," 1924"," 1929"," 1851"," 2012"," 2220"," 2107"," 2200"," 2191"," 2683"," 2440"," 2052"," 2116"," 2169"," 1971"," 1535"," 1455"," 1203"," 1901"," 1242"," 1367"," 2068"," 2425"," 3297"," 2313"," 1983"," 1941"," 2067"," 2358"," 1993"," 2641"," 2407"," 3729"," 2536"," 2227"," 3231"," 2524"," 2244"," 2533"," 3196"," 3310"," 3130"," 2593"," 2045"," 2279"," 2190"," 2044"," 1686"," 1719"," 1666"
"2014F","SC","ARTXB"," 10857"," 10663"," 11431"," 12093"," 10504"," 11421"," 12767"," 12800"," 12281"," 13352"," 14732"," 13981"," 14601"," 14541"," 17805"," 16189"," 13619"," 14041"," 14392"," 13079"," 10183"," 9652"," 7981"," 12618"," 8241"," 9071"," 13723"," 16092"," 21877"," 15346"," 13158"," 12881"," 13717"," 15646"," 13228"," 17527"," 15976"," 24743"," 16830"," 14777"," 21443"," 16746"," 14890"," 16812"," 21211"," 21962"," 20771"," 17210"," 13569"," 15126"," 14535"," 13564"," 11186"," 11406"," 11055"
"2014F","SC","ARTXP"," 1636"," 1607"," 1723"," 1822"," 1583"," 1721"," 1924"," 1929"," 1851"," 2012"," 2220"," 2107"," 2200"," 2191"," 2683"," 2440"," 2052"," 2116"," 2169"," 1971"," 1535"," 1455"," 1203"," 1901"," 1242"," 1367"," 2068"," 2425"," 3297"," 2313"," 1983"," 1941"," 2067"," 2358"," 1993"," 2641"," 2407"," 3729"," 2536"," 2227"," 3231"," 2524"," 2244"," 2533"," 3196"," 3310"," 3130"," 2593"," 2045"," 2279"," 2190"," 2044"," 1686"," 1719"," 1666"
"2014F","SC","AVACB"," 1086"," 862"," 1614"," 1497"," 1551"," 1787"," 1975"," 1836"," 1477"," 1277"," 1151"," 1014"," 1117"," 921"," 738"," 716"," 829"," 713"," 804"," 784"," 751"," 676"," 602"," 673"," 615"," 686"," 788"," 603"," 641"," 608"," 511"," 910"," 1141"," 853"," 574"," 618"," 300"," 323"," 279"," 507"," 383"," 361"," 439"," 470"," 419"," 490"," 550"," 545"," 358"," 474"," 406"," 355"," 211"," 188"," 262"
"2014F","SC","AVACP"," 215"," 171"," 320"," 297"," 307"," 354"," 391"," 364"," 293"," 253"," 228"," 201"," 221"," 182"," 146"," 142"," 164"," 141"," 159"," 155"," 149"," 134"," 119"," 133"," 122"," 136"," 156"," 119"," 127"," 120"," 101"," 180"," 226"," 169"," 114"," 123"," 59"," 64"," 55"," 100"," 76"," 72"," 87"," 93"," 83"," 97"," 109"," 108"," 71"," 94"," 80"," 70"," 42"," 37"," 52"
"2014F","SC","AVTCB"," 1086"," 862"," 1614"," 1497"," 1551"," 1787"," 1975"," 1836"," 1477"," 1277"," 1151"," 1014"," 1117"," 921"," 738"," 716"," 829"," 713"," 804"," 784"," 751"," 676"," 602"," 673"," 615"," 686"," 788"," 603"," 641"," 608"," 511"," 910"," 1141"," 853"," 574"," 618"," 300"," 323"," 279"," 507"," 383"," 361"," 439"," 470"," 419"," 490"," 550"," 545"," 358"," 474"," 406"," 355"," 211"," 188"," 262"
"2014F","SC","AVTCP"," 215"," 171"," 320"," 297"," 307"," 354"," 391"," 364"," 293"," 253"," 228"," 201"," 221"," 182"," 146"," 142"," 164"," 141"," 159"," 155"," 149"," 134"," 119"," 133"," 122"," 136"," 156"," 119"," 127"," 120"," 101"," 180"," 226"," 169"," 114"," 123"," 59"," 64"," 55"," 100"," 76"," 72"," 87"," 93"," 83"," 97"," 109"," 108"," 71"," 94"," 80"," 70"," 42"," 37"," 52"
"2014F","SC","AVTXB"," 1086"," 862"," 1614"," 1497"," 1551"," 1787"," 1975"," 1836"," 1477"," 1277"," 1151"," 1014"," 1117"," 921"," 738"," 716"," 829"," 713"," 804"," 784"," 751"," 676"," 602"," 673"," 615"," 686"," 788"," 603"," 641"," 608"," 511"," 910"," 1141"," 853"," 574"," 618"," 300"," 323"," 279"," 507"," 383"," 361"," 439"," 470"," 419"," 490"," 550"," 545"," 358"," 474"," 406"," 355"," 211"," 188"," 262"
"2014F","SC","AVTXP"," 215"," 171"," 320"," 297"," 307"," 354"," 391"," 364"," 293"," 253"," 228"," 201"," 221"," 182"," 146"," 142"," 164"," 141"," 159"," 155"," 149"," 134"," 119"," 133"," 122"," 136"," 156"," 119"," 127"," 120"," 101"," 180"," 226"," 169"," 114"," 123"," 59"," 64"," 55"," 100"," 76"," 72"," 87"," 93"," 83"," 97"," 109"," 108"," 71"," 94"," 80"," 70"," 42"," 37"," 52"
"2014F","SC","BMTCB"," 43120"," 41795"," 41078"," 41805"," 41995"," 40588"," 40510"," 38488"," 41283"," 40978"," 41000"," 42053"," 42334"," 43286"," 43813"," 41879"," 47935"," 49054"," 50645"," 50545"," 39763"," 39171"," 44240"," 42818"," 47108"," 47429"," 76676"," 72957"," 76282"," 76500"," 72214"," 75093"," 76301"," 79694"," 83212"," 88934"," 100228"," 101635"," 93417"," 79554"," 76662"," 57739"," 66314"," 66449"," 72671"," 75768"," 82165"," 81918"," 95150"," 98392"," 101716"," 111632"," 117091"," 113934"," 122321"
"2014F","SC","CLACB"," 768"," 208"," 176"," 173"," 153"," 151"," 134"," 91"," 69"," 60"," 71"," 47"," 32"," 20"," 16"," 5"," 3"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2014F","SC","CLACP"," 30"," 8"," 7"," 7"," 6"," 6"," 5"," 4"," 3"," 2"," 3"," 2"," 1"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2014F","SC","CLCCB"," 3395"," 2656"," 2955"," 2836"," 2752"," 2419"," 3114"," 2641"," 2631"," 3153"," 2572"," 2777"," 2744"," 3632"," 3910"," 3969"," 2473"," 2042"," 791"," 937"," 3800"," 2079"," 2363"," 3585"," 2301"," 1272"," 4209"," 2320"," 2463"," 339"," 128"," 457"," 627"," 2224"," 1299"," 374"," 412"," 20"," 532"," 5495"," 0"," 0"," 1"," 0"," 0"," 0"," 1949"," 0"," 328"," 94"," 51"," 0"," 3"," 0"," 0"
"2014F","SC","CLCCP"," 137"," 107"," 119"," 115"," 111"," 98"," 127"," 108"," 108"," 130"," 108"," 118"," 117"," 154"," 169"," 169"," 104"," 87"," 33"," 39"," 156"," 86"," 96"," 145"," 93"," 51"," 169"," 93"," 98"," 14"," 5"," 18"," 25"," 89"," 52"," 15"," 17"," 1"," 20"," 209"," 0"," 0"," 0"," 0"," 0"," 0"," 80"," 0"," 12"," 3"," 2"," 0"," 0"," 0"," 0"
"2014F","SC","CLEIB"," 42680"," 50837"," 57197"," 64907"," 60627"," 69465"," 80574"," 90371"," 86331"," 89133"," 89999"," 110341"," 139044"," 134032"," 117736"," 106322"," 135211"," 154067"," 157033"," 169376"," 196919"," 213554"," 212496"," 175154"," 186119"," 198235"," 196963"," 228151"," 233465"," 239716"," 231034"," 234606"," 232718"," 266441"," 270749"," 258954"," 301978"," 310888"," 323666"," 349329"," 381956"," 361309"," 353822"," 367719"," 387239"," 392255"," 393028"," 411139"," 415401"," 348711"," 381051"," 342946"," 285684"," 244053"," 291282"
"2014F","SC","CLEIP"," 1596"," 1893"," 2151"," 2465"," 2320"," 2690"," 3178"," 3582"," 3410"," 3586"," 3708"," 4543"," 5701"," 5519"," 4894"," 4401"," 5551"," 6455"," 6495"," 6848"," 7927"," 8679"," 8581"," 6989"," 7428"," 7888"," 7777"," 9019"," 9210"," 9472"," 9131"," 9218"," 9078"," 10410"," 10597"," 10074"," 11832"," 12096"," 12664"," 13666"," 15034"," 14382"," 14341"," 14714"," 15557"," 15793"," 15761"," 16524"," 16879"," 14071"," 15411"," 13970"," 11658"," 9973"," 11797"
"2014F","SC","CLICB"," 44686"," 45974"," 43919"," 46408"," 41374"," 46233"," 44919"," 37744"," 31611"," 35635"," 44202"," 36182"," 31044"," 28091"," 31765"," 28174"," 32345"," 32658"," 34260"," 36214"," 44041"," 50434"," 56140"," 54434"," 55080"," 62787"," 61514"," 64162"," 65157"," 62011"," 58028"," 55788"," 54843"," 60292"," 58535"," 55125"," 50133"," 50475"," 49104"," 46580"," 50239"," 53150"," 50633"," 51944"," 46628"," 38831"," 37050"," 32907"," 29725"," 23176"," 23865"," 23214"," 12885"," 13265"," 14375"
"2014F","SC","CLICP"," 1758"," 1810"," 1731"," 1833"," 1637"," 1835"," 1794"," 1520"," 1274"," 1454"," 1861"," 1544"," 1332"," 1203"," 1370"," 1200"," 1356"," 1384"," 1450"," 1503"," 1805"," 2074"," 2292"," 2200"," 2226"," 2525"," 2465"," 2562"," 2602"," 2491"," 2310"," 2212"," 2177"," 2395"," 2334"," 2188"," 2000"," 2012"," 1962"," 1861"," 1912"," 2038"," 1923"," 1983"," 1794"," 1504"," 1439"," 1270"," 1149"," 896"," 923"," 911"," 506"," 504"," 549"
"2014F","SC","CLKCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
