"Table 52.  Year-to-Date Net Imports of Crude Oil and Petroleum Products into the United States by Country,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,          January-September 2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,          (Thousand Barrels per Day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country of Origin,,,Crude Oila,Pentanes Plus,Liquefied Petroleum Gases,Unfinished Oils,Finished Motor Gasoline,,,Motor Gasoline Blend. Comp.,,,Oxygenates,,,Distillate Fuel Oil,,,,,Kerosene,Finished Aviation Gasoline,Aviation Gasoline Blend. Comp.,Kerosene-Type Jet Fuel,Special Naphthas,Residual Fuel Oil,Petrochemical Feedstocks,,Waxes,"Petroleum
 Coke",Asphalt and Road Oil,Lubricants,Misc. Products,Total Products,Total Crude Oil and Products
,,,,,,,Reformulated,Conventional,Total,Reform-ulated ,Conven-tional,Total,Fuel Ethanol (FE),Methyl Tertiary Butyl Ether (MTBE),Other Oxygen-ates,15 ppm sulfur and under,Greater than 15 ppm to 500 ppm sulfur,501 to 2000 ppm,Greater than 2000 ppm,Total,,,,,,,Naphtha,Other Oils,,,,,,,
OPEC,,,"4,825",37,86,111,22,25,47,15,63,78,0,18,0,0,6,6,41,53,0,0,0,19,1,64,65,104,0,-4,25,-1,0,704,"5,530"
,Algeria,,228,20,53,59,0,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,3,13,102,0,0,0,0,0,253,481
,Indonesia,,15,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,18
,Iran,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Iraq,,524,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,525
,Kuwait,,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,4,0,0,0,9,206
,Libya,,43,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,10,53
,Nigeria,,"1,032",4,27,29,0,0,0,1,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,-1,0,87,"1,119"
,Qatar,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,Saudi Arabia,,"1,485",0,5,0,0,7,7,2,12,14,0,12,0,0,0,1,0,1,0,0,0,1,0,0,43,0,0,0,0,0,0,82,"1,568"
