"Table 51.  Net Imports of Crude Oil and Petroleum Products into the United States by Country,  September 2005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Canada,,"1,655",-3,122,1,121,11,133,9,36,45,0,-19,0,1,43,17,7,67,-1,3,0,2,7,35,2,11,-1,-6,14,-3,0,407,"2,062"
,Chad,,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
,China,,23,0,0,0,0,1,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,2,-12,0,0,0,-11,11
,Colombia,,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,-6,0,0,0,14,0,31,0,0,0,0,0,-1,0,39,151
,Denmark,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dominican Republic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,-9,0,0,0,0,0,0,0,0,0,0,-1,0,0,-11,-11
,Ecuador,,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-9,0,0,0,0,0,-1,0,0,0,0,0,0,0,-11,181
,Equatorial Guinea,,113,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,122
,Estonia,,0,0,0,0,0,9,9,5,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28
,Finland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,France,,0,0,1,21,0,12,12,11,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,73,73
,Gabon,,192,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,193
,Germany,,0,0,0,51,0,11,11,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,101,101
,Guatemala,,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4
,Honduras,,0,0,-1,0,0,-3,-3,0,0,0,0,0,0,0,0,-7,0,-7,0,0,0,-1,0,-8,0,0,0,0,0,0,0,-20,-20
,India,,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,-14,0,0,0,21,21
,Italy,,0,0,0,15,0,21,21,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,-16,0,0,0,52,52
,Japan,,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,8,0,8,0,0,0,3,0,0,0,0,0,-51,0,0,0,-41,-41
,"Korea, South",,0,0,0,0,0,16,16,0,4,4,0,0,-1,0,5,0,0,5,0,0,0,57,0,9,0,0,0,0,0,0,0,90,90
,Latvia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lithuania,,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
,Malaysia,,11,0,0,16,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26
,Mexico,,"1,249",0,-25,22,-17,-69,-86,0,-2,-2,0,-9,-1,0,-14,-9,0,-23,0,0,0,8,-13,18,21,0,-2,-26,-3,-11,-1,-131,"1,119"
,Netherlands,,0,0,0,8,47,66,113,5,50,56,0,4,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,-13,0,0,0,187,187
,Netherlands Antilles,,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,11,0,0,0,0,0,0,0,23,23
,Norway,,125,0,69,23,0,9,9,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,119,244
,Oman,,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23
,Panama,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-3,0,-11,0,0,0,0,0,-7,0,0,0,0,0,0,0,-18,-18
,Portugal,,0,0,0,0,11,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,11,11
,Puerto Rico,,0,0,0,0,0,0,0,0,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,-3,-6,0,0,0,0,0,-1,0,-15,-15
,Russia,,150,0,0,105,0,4,4,0,67,67,0,0,0,0,0,2,3,6,0,0,0,0,0,125,0,10,0,0,0,0,0,316,466
,Spain,,0,0,0,0,0,4,4,5,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,-6,0,0,0,14,14
,Sweden,,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
,Trinidad and Tobago,,25,11,0,11,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,75,99
,United Kingdom,,209,0,0,28,5,88,93,0,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,-8,0,0,0,193,402
,Vietnam,,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
,"Virgin Islands, U.S.",,0,0,0,25,63,54,117,0,0,0,0,0,0,0,24,47,0,71,0,0,0,46,0,20,2,0,0,7,0,0,0,289,289
,Yemen,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
,Other,,56,0,2,109,-1,12,10,3,49,50,0,1,-1,0,-1,-19,0,-21,4,0,0,11,-7,28,27,0,0,-59,-1,-9,-11,135,192
Total,,,"9,054",50,299,802,270,299,569,77,476,554,0,12,-11,10,73,27,47,156,3,3,0,190,-16,506,125,132,-1,-234,45,-29,-12,"3,157","12,211"
Persian Gulfb,,,"1,921",0,9,10,0,11,11,0,15,15,0,39,0,0,0,0,0,0,0,0,0,15,0,0,27,0,0,-1,0,0,0,125,"2,047"
