"Table 51.  Net Imports of Crude Oil and Petroleum Products into the United States by Country,  September 2005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,          (Thousand Barrels per Day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country of Origin,,,Crude Oila,Pentanes Plus,Liquefied Petroleum Gases,Unfinished Oils,Finished Motor Gasoline,,,Motor Gasoline Blend. Comp.,,,Oxygenates,,,Distillate Fuel Oil,,,,,Kerosene,Finished Aviation Gasoline,Aviation Gasoline Blend. Comp.,Kerosene-Type Jet Fuel,Special Naphthas,Residual Fuel Oil,Petrochemical Feedstocks,,Waxes,"Petroleum
 Coke",Asphalt and Road Oil,Lubricants,Misc. Products,Total Products,Total Crude Oil and Products
,,,,,,,Reformulated,Conventional,Total,Reform-ulated ,Conven-tional,Total,Fuel Ethanol (FE),Methyl Tertiary Butyl Ether (MTBE),Other Oxygen-ates,15 ppm sulfur and under,Greater than 15 ppm to 500 ppm sulfur,501 to 2000 ppm,Greater than 2000 ppm,Total,,,,,,,Naphtha,Other Oils,,,,,,,
OPEC,,,"4,184",42,116,134,30,34,64,16,55,71,0,32,0,0,26,8,37,71,0,0,0,24,0,68,27,85,0,-1,36,-1,0,781,"4,965"
,Algeria,,218,24,68,53,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,78,0,0,0,0,0,229,447
,Indonesia,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,33
,Iran,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Iraq,,443,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,453
,Kuwait,,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,12,195
,Libya,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,16,37
,Nigeria,,942,9,37,38,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,106,"1,047"
,Qatar,,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
,Saudi Arabia,,"1,269",0,9,0,0,11,11,0,15,15,0,21,0,0,0,0,0,0,0,0,0,5,0,0,27,0,0,0,0,0,0,88,"1,357"
,United Arab Emirates,,26,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,8,33
,Venezuela,,"1,073",9,2,33,30,24,54,16,30,46,0,-7,0,0,3,8,37,48,0,0,0,10,0,52,0,0,0,0,36,0,0,282,"1,355"
Non OPEC,,,"4,870",8,182,668,240,265,505,61,422,483,0,-20,-11,10,47,19,10,85,3,3,0,165,-16,438,98,47,-1,-233,9,-28,-12,"2,376","7,246"
,Angola,,451,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,23,473
,Argentina,,48,0,0,7,0,0,0,5,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,41,89
,Aruba,,0,0,0,130,0,0,0,0,3,3,0,0,0,9,3,0,0,12,0,0,0,6,0,15,5,0,0,15,0,0,0,187,187
,Australia,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,-9,0,0,0,14,35
,Bahamas,,0,0,0,0,0,-1,-1,0,2,2,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,5,0,0,0,0,0,0,0,4,4
,Bahrain,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Belgium,,0,0,0,37,11,4,15,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,-2,0,85,85
,Brazil,,83,0,7,2,0,0,0,0,14,14,0,2,-4,0,0,0,0,0,0,0,0,0,0,50,0,0,0,-30,0,-1,0,40,123
,Brunei,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
,Cameroon,,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
