"Table 14.  PAD District 3--Year-to-Date Supply, Disposition, and Ending Stocks of Crude Oil and Petroleum Products, ",,,,,,,,,,,,
,,          January-September 2005,,,,,,,,,,
,,          (Thousand Barrels),,,,,,,,,,
Commodity,,,Supply,,,,,Disposition,,,,Ending Stockse
,,,Field Production,Refinery and Blender Net Production,Imports (PADD of Entry)a,Net Receipts,Adjust-mentsb,Stock Changec,Refinery and Blender Net Inputs,Exports,Products Suppliedd,
Crude Oil,,,"796,524",-,"1,671,958","-501,327","65,732","38,678","1,994,208",1,0,"859,881"
,Commercial,,"796,524",-,"1,657,941",-,"65,732","20,619","1,994,208",1,-,"166,222"
,Strategic Petroleum Reserve (SPR),,-,-,"14,017",-,-,"18,059",-,-,-,"693,659"
,,Imports by SPR,-,-,0,-,-,-,-,-,-,-
,,Imports into SPR by Others,-,-,"14,017",-,-,-,-,-,-,-
Natural Gas Liquids and LRGs,,,"317,156","111,530","48,940","13,298",-,"32,675","60,451","5,775","392,023","100,342"
,Pentanes Plus,,"45,837",-,"13,341","-1,144",-,"2,837","28,195",1,"27,001","7,625"
,Liquefied Petroleum Gases,,"271,319","111,530","35,599","14,442",-,"29,838","32,256","5,774","365,022","92,717"
,,Ethane/Ethylene,"127,896","5,520",10,"39,027",-,"5,851",0,0,"166,602","23,050"
,,Propane/Propylene,"90,209","90,816","15,624","-24,642",-,"9,666",0,"5,241","157,100","38,682"
,,Normal Butane/Butylene,"19,740","17,035","13,533","1,459",-,"13,553","10,805",533,"26,876","26,816"
,,Isobutane/Isobutylene,"33,474","-1,841","6,432","-1,402",-,768,"21,451",0,"14,444","4,169"
Other Liquids,,,-,-,"127,147","-58,292","41,670","2,859","105,374","14,884","-12,592","68,049"
,Other Hydrocarbons/Oxygenates,,-,-,"1,458",0,"35,178","-1,234","29,482","8,388",0,"2,482"
,Unfinished Oils,,-,-,"104,963","-8,246",-,"3,883","105,420",0,"-12,586","46,751"
,Motor Gasoline Blend. Comp. (MGBC),,-,-,"20,726","-50,046","6,492",212,"-29,536","6,496",0,"18,813"
,,Reformulated,-,-,358,"-34,990","5,250",-292,"-29,090",0,0,"1,317"
,,Conventional,-,-,"20,368","-15,056","1,242",504,-446,"6,496",0,"17,496"
,Aviation Gasoline Blend. Comp.,,-,-,0,0,-,-2,8,0,-6,3
Finished Petroleum Products,,,-,"2,189,117","116,314","-1,089,929","-5,937","-11,946",-,"205,901","1,015,610","113,624"
,Finished Motor Gasoline,,-,"970,231","5,928","-592,480","-5,937","-6,915",-,"33,582","351,075","37,873"
,,Reformulated,-,"176,535",114,"-84,010","-5,121","-2,434",-,"1,725","88,227","6,841"
,,Conventional,-,"793,696","5,814","-508,470",-816,"-4,481",-,"31,857","262,848","31,032"
,Finished Aviation Gasoline,,-,"3,010",0,"-1,567",-,-49,-,0,"1,492",458
,Kerosene-Type Jet Fuel,,-,"214,327",657,"-177,182",-,"-1,470",-,"8,343","30,929","11,854"
,Kerosene,,-,"12,077",0,-127,-,383,-,715,"10,852",966
,Distillate Fuel Oil,,-,"512,598",487,"-287,948",-,"-3,037",-,"33,089","195,085","26,818"
,,15 ppm sulfur and under,-,"3,696",0,"-1,109",-,0,-,0,"2,587",124
,,Greater than 15 ppm to 500 ppm sulfur,-,"366,967",311,"-202,207",-,"-2,235",-,"8,736","158,570","18,531"
,,Greater than 500 ppm sulfur,-,"141,935",176,"-84,632",-,-802,-,"24,352","33,929","8,163"
,Residual Fuel Oile,,-,"82,246","21,131","-10,581",-,"-1,277",-,"52,614","41,459","14,880"
,,Less than 0.31 percent sulfur,-,"5,459","2,607","-2,372",-,331,-,-,-,"1,293"
,,0.31 to 1.00 percent sulfur,-,"9,318","9,427","-1,568",-,-686,-,-,-,"4,065"
,,Greater than 1.00 percent sulfur,-,"67,469","9,097","-6,641",-,-922,-,-,-,"9,521"
,Petrochemical Feedstocks,,-,"94,470","81,885","-1,044",-,173,-,-,"175,138","2,267"
,,Naphtha for Petro. Feed. Use,-,"50,808","40,880",-468,-,69,-,-,"91,151","1,110"
,,Other Oils for Petro. Feed. Use,-,"43,662","41,005",-576,-,104,-,-,"83,987","1,157"
,Special Naphthas,,-,"7,869","1,287",-842,-,-488,-,"2,587","6,215",982
,Lubricants,,-,"32,732","1,434","-9,669",-,183,-,"7,591","16,723","6,166"
,Waxes,,-,"2,530",18,0,-,-135,-,489,"2,194",224
,Petroleum Coke,,-,"124,151","3,241",-,-,"1,185",-,"64,994","61,213","6,056"
,,Marketable,-,"92,968","3,241",-,-,"1,185",-,"64,994","30,030","6,056"
,,Catalyst,-,"31,183",-,-,-,-,-,-,"31,183",-
,Asphalt and Road Oil,,-,"34,248",246,"-7,944",-,-617,-,274,"26,893","4,087"
,Still Gas,,-,"88,933",-,-,-,-,-,-,"88,933",-
,Miscellaneous Products,,-,"9,695",0,-545,-,118,-,"1,622","7,410",993
Total,,,"1,113,680","2,300,647","1,964,359","-1,636,250","101,465","62,266","2,160,033","226,561","1,395,041","1,141,896"
