,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Thousands of Units,"9,217,000","9,305,000","9,744,000","10,021,000","10,913,000","11,135,000","11,077,000","10,402,000","9,310,000","8,397,000","9,369,000"
