date,time,Bonneville load (kW),"interchange (net transfers out of Bonneville system, kW)"
30-May-11,3:10,4726,7404
30-May-11,3:15,4724,7365
30-May-11,3:20,4718,7415
30-May-11,3:25,4714,7412
30-May-11,3:30,4706,7423
30-May-11,3:35,4705,7483
30-May-11,3:40,4711,7420
30-May-11,3:45,4718,7415
30-May-11,3:50,4713,7407
30-May-11,3:55,4803,7317
30-May-11,4:00,4786,7421
30-May-11,4:05,4822,7440
30-May-11,4:10,4834,7381
30-May-11,4:15,4848,7398
30-May-11,4:20,4852,7383
30-May-11,4:25,4865,7394
30-May-11,4:30,4875,7342
30-May-11,4:35,4782,7373
30-May-11,4:40,4833,7370
30-May-11,4:45,4841,7383
30-May-11,4:50,4844,7356
30-May-11,4:55,4932,7291
30-May-11,5:00,4857,7343
30-May-11,5:05,4852,7350
30-May-11,5:10,4947,7275
30-May-11,5:15,4921,7243
30-May-11,5:20,5010,7201
30-May-11,5:25,5020,7190
30-May-11,5:30,5030,7209
30-May-11,5:35,5020,7178
30-May-11,5:40,4955,7238
30-May-11,5:45,4990,7215
30-May-11,5:50,5064,7178
30-May-11,5:55,5009,7215
30-May-11,6:00,5128,7139
30-May-11,6:05,5069,7298
30-May-11,6:10,5122,7330
30-May-11,6:15,5195,7353
30-May-11,6:20,5151,7433
30-May-11,6:25,5175,7460
30-May-11,6:30,5251,7459
30-May-11,6:35,5272,7416
30-May-11,6:40,5233,7518
30-May-11,6:45,5337,7504
30-May-11,6:50,5345,7496
30-May-11,6:55,5352,7729
30-May-11,7:00,5365,7838
30-May-11,7:05,5344,8041
30-May-11,7:10,5403,8184
30-May-11,7:15,5422,8176
30-May-11,7:20,5426,8226
30-May-11,7:25,5506,8175
30-May-11,7:30,5562,8229
30-May-11,7:35,5514,8228
30-May-11,7:40,5519,8205
30-May-11,7:45,5618,8095
30-May-11,7:50,5555,8256
30-May-11,7:55,5639,8230
30-May-11,8:00,5681,8361
30-May-11,8:05,5661,8496
30-May-11,8:10,5789,8512
30-May-11,8:15,5735,8604
30-May-11,8:20,5759,8568
30-May-11,8:25,5861,8586
30-May-11,8:30,5804,8597
30-May-11,8:35,5795,8643
30-May-11,8:40,5845,8629
30-May-11,8:45,5923,8602
30-May-11,8:50,5982,8560
30-May-11,8:55,5932,8595
30-May-11,9:00,5915,8604
30-May-11,9:05,5969,8657
30-May-11,9:10,6018,8580
30-May-11,9:15,5985,8515
30-May-11,9:20,6084,8510
30-May-11,9:25,6100,8466
30-May-11,9:30,6109,8384
30-May-11,9:35,6108,8428
30-May-11,9:40,5988,8492
30-May-11,9:45,5935,8539
30-May-11,9:50,5928,8443
30-May-11,9:55,6108,8379
30-May-11,10:00,6098,8382
30-May-11,10:05,6117,8378
30-May-11,10:10,6140,8304
30-May-11,10:15,6146,8300
30-May-11,10:20,6131,8327
30-May-11,10:25,6160,8146
30-May-11,10:30,6160,8169
30-May-11,10:35,6125,8203
30-May-11,10:40,6147,8217
30-May-11,10:45,6062,8247
30-May-11,10:50,6123,8196
30-May-11,10:55,6057,8177
30-May-11,11:00,6069,8120
30-May-11,11:05,6030,8023
30-May-11,11:10,6031,8014
30-May-11,11:15,6038,7961
30-May-11,11:20,6049,7828
30-May-11,11:25,6088,7780
30-May-11,11:30,6072,7800
30-May-11,11:35,6001,7791
30-May-11,11:40,6018,7789
30-May-11,11:45,6057,7790
30-May-11,11:50,6057,7781
30-May-11,11:55,6027,7938
30-May-11,12:00,6003,7930
30-May-11,12:05,6011,7936
30-May-11,12:10,6013,7890
30-May-11,12:15,6018,7806
30-May-11,12:20,6003,7797
30-May-11,12:25,5911,7818
30-May-11,12:30,5892,7885
30-May-11,12:35,5886,7851
30-May-11,12:40,5871,7843
30-May-11,12:45,5935,7838
30-May-11,12:50,5860,7944
30-May-11,12:55,5831,7930
30-May-11,13:00,5907,7869
30-May-11,13:05,5833,7880
30-May-11,13:10,5882,7804
30-May-11,13:15,5870,7799
30-May-11,13:20,5851,7747
30-May-11,13:25,5819,7781
30-May-11,13:30,5761,7817
30-May-11,13:35,5732,7836
30-May-11,13:40,5773,7789
30-May-11,13:45,5693,7868
30-May-11,13:50,5713,7859
30-May-11,13:55,5669,7775
30-May-11,14:00,5674,7751
30-May-11,14:05,5727,7742
30-May-11,14:10,5678,7760
30-May-11,14:15,5678,7750
30-May-11,14:20,5727,7667
30-May-11,14:25,5674,7684
30-May-11,14:30,5727,7623
30-May-11,14:35,5736,7605
30-May-11,14:40,5713,7576
30-May-11,14:45,5688,7642
30-May-11,14:50,5701,7624
30-May-11,14:55,5683,7776
30-May-11,15:00,5600,7860
30-May-11,15:05,5589,7980
30-May-11,15:10,5607,7968
30-May-11,15:15,5707,7918
30-May-11,15:20,5605,7995
30-May-11,15:25,5681,7917
30-May-11,15:30,5688,7941
30-May-11,15:35,5685,7912
30-May-11,15:40,5686,7917
30-May-11,15:45,5696,7915
30-May-11,15:50,5605,7987
30-May-11,15:55,5620,7948
30-May-11,16:00,5646,7815
30-May-11,16:05,5712,7688
30-May-11,16:10,5667,7642
30-May-11,16:15,5662,7637
30-May-11,16:20,5660,7640
30-May-11,16:25,5720,7576
30-May-11,16:30,5668,7606
30-May-11,16:35,5750,7595
30-May-11,16:40,5741,7545
30-May-11,16:45,5753,7546
30-May-11,16:50,5692,7578
30-May-11,16:55,5775,7495
30-May-11,17:00,5679,7567
30-May-11,17:05,5725,7490
30-May-11,17:10,5772,7454
30-May-11,17:15,5826,7352
30-May-11,17:20,5782,7417
30-May-11,17:25,5856,7348
30-May-11,17:30,5764,7381
30-May-11,17:35,5794,7391
30-May-11,17:40,5800,7393
30-May-11,17:45,5811,7349
30-May-11,17:50,5804,7344
30-May-11,17:55,5844,7439
30-May-11,18:00,5807,7441
30-May-11,18:05,5852,7382
30-May-11,18:10,5892,7338
30-May-11,18:15,5933,7314
30-May-11,18:20,5869,7420
30-May-11,18:25,5942,7348
30-May-11,18:30,5945,7355
30-May-11,18:35,5874,7370
30-May-11,18:40,5860,7390
30-May-11,18:45,5892,7424
30-May-11,18:50,5864,7555
30-May-11,18:55,5885,7414
30-May-11,19:00,5845,7411
30-May-11,19:05,5866,7374
30-May-11,19:10,5850,7399
30-May-11,19:15,5867,7311
30-May-11,19:20,5864,7335
30-May-11,19:25,5861,7372
30-May-11,19:30,5846,7457
30-May-11,19:35,5905,7508
30-May-11,19:40,5892,7602
30-May-11,19:45,5937,7646
30-May-11,19:50,5932,7678
30-May-11,19:55,5906,7413
30-May-11,20:00,5930,7544
30-May-11,20:05,6010,7603
30-May-11,20:10,6019,7772
30-May-11,20:15,6022,7830
30-May-11,20:20,6059,7769
30-May-11,20:25,6043,7745
30-May-11,20:30,5976,7785
30-May-11,20:35,6012,7654
30-May-11,20:40,5991,7617
30-May-11,20:45,6063,7703
30-May-11,20:50,6094,7695
30-May-11,20:55,6124,7733
30-May-11,21:00,6032,7701
30-May-11,21:05,6028,7698
30-May-11,21:10,6059,7658
30-May-11,21:15,6083,7499
30-May-11,21:20,6057,7538
30-May-11,21:25,6014,7453
30-May-11,21:30,6050,7347
30-May-11,21:35,6032,7336
30-May-11,21:40,6016,7246
30-May-11,21:45,5975,7337
30-May-11,21:50,5927,7374
30-May-11,21:55,5856,7568
30-May-11,22:00,5799,7573
30-May-11,22:05,5760,7680
30-May-11,22:10,5735,7786
30-May-11,22:15,5676,7787
30-May-11,22:20,5684,7768
30-May-11,22:25,5615,7809
30-May-11,22:30,5649,7759
30-May-11,22:35,5594,7792
30-May-11,22:40,5489,7889
30-May-11,22:45,5448,7961
30-May-11,22:50,5391,7994
30-May-11,22:55,5404,7843
30-May-11,23:00,5347,7757
30-May-11,23:05,5365,7705
30-May-11,23:10,5305,7691
30-May-11,23:15,5264,7665
30-May-11,23:20,5210,7610
30-May-11,23:25,5206,7640
30-May-11,23:30,5182,7632
30-May-11,23:35,5118,7668
30-May-11,23:40,5050,7724
30-May-11,23:45,5055,7667
30-May-11,23:50,5052,7625
30-May-11,23:55,4985,7564
,0:00,4985,7564
,,,
