"Daily electric load curve in ISO-New England,",,,,,
"January 1, 2011-October 31, 2011 ",,,,,
megawatts ,,,,,
Year,Month,Day,Hour,Week Day,Load
11,3,23,4,Wednesday,11181
11,3,23,5,Wednesday,11491
11,3,23,6,Wednesday,12663
11,3,23,7,Wednesday,14784
11,3,23,8,Wednesday,15926
11,3,23,9,Wednesday,16177
11,3,23,10,Wednesday,16173
11,3,23,11,Wednesday,16183
11,3,23,12,Wednesday,16128
11,3,23,13,Wednesday,16075
11,3,23,14,Wednesday,16026
11,3,23,15,Wednesday,15847
11,3,23,16,Wednesday,15809
11,3,23,17,Wednesday,16023
11,3,23,18,Wednesday,16452
11,3,23,19,Wednesday,16784
11,3,23,20,Wednesday,17273
11,3,23,21,Wednesday,16800
11,3,23,22,Wednesday,15723
11,3,23,23,Wednesday,14248
11,3,23,24,Wednesday,12877
11,3,24,1,Thursday,11985
11,3,24,2,Thursday,11507
11,3,24,3,Thursday,11313
11,3,24,4,Thursday,11326
11,3,24,5,Thursday,11642
11,3,24,6,Thursday,12779
11,3,24,7,Thursday,14891
11,3,24,8,Thursday,16037
11,3,24,9,Thursday,16341
11,3,24,10,Thursday,16500
11,3,24,11,Thursday,16495
11,3,24,12,Thursday,16331
11,3,24,13,Thursday,16098
11,3,24,14,Thursday,15956
11,3,24,15,Thursday,15684
11,3,24,16,Thursday,15488
11,3,24,17,Thursday,15447
11,3,24,18,Thursday,15629
11,3,24,19,Thursday,15906
11,3,24,20,Thursday,16719
11,3,24,21,Thursday,16543
11,3,24,22,Thursday,15616
11,3,24,23,Thursday,14180
11,3,24,24,Thursday,12879
11,3,25,1,Friday,12047
11,3,25,2,Friday,11620
11,3,25,3,Friday,11450
11,3,25,4,Friday,11458
11,3,25,5,Friday,11767
11,3,25,6,Friday,12893
11,3,25,7,Friday,14920
11,3,25,8,Friday,16009
11,3,25,9,Friday,16183
11,3,25,10,Friday,16119
11,3,25,11,Friday,16077
11,3,25,12,Friday,15943
11,3,25,13,Friday,15692
11,3,25,14,Friday,15477
11,3,25,15,Friday,15174
11,3,25,16,Friday,14945
11,3,25,17,Friday,14915
11,3,25,18,Friday,15045
11,3,25,19,Friday,15228
11,3,25,20,Friday,16016
11,3,25,21,Friday,15929
11,3,25,22,Friday,15242
11,3,25,23,Friday,14166
11,3,25,24,Friday,13031
11,3,26,1,Saturday,12186
11,3,26,2,Saturday,11708
11,3,26,3,Saturday,11463
11,3,26,4,Saturday,11420
11,3,26,5,Saturday,11551
11,3,26,6,Saturday,12048
11,3,26,7,Saturday,12876
11,3,26,8,Saturday,13732
11,3,26,9,Saturday,14659
11,3,26,10,Saturday,15206
11,3,26,11,Saturday,15386
11,3,26,12,Saturday,15252
11,3,26,13,Saturday,14953
11,3,26,14,Saturday,14565
11,3,26,15,Saturday,14173
11,3,26,16,Saturday,13978
11,3,26,17,Saturday,14013
11,3,26,18,Saturday,14260
11,3,26,19,Saturday,14582
11,3,26,20,Saturday,15483
11,3,26,21,Saturday,15431
11,3,26,22,Saturday,14826
11,3,26,23,Saturday,13859
11,3,26,24,Saturday,12870
11,3,27,1,Sunday,12092
11,3,27,2,Sunday,11622
11,3,27,3,Sunday,11401
11,3,27,4,Sunday,11322
11,3,27,5,Sunday,11400
11,3,27,6,Sunday,11716
11,3,27,7,Sunday,12201
11,3,27,8,Sunday,12866
11,3,27,9,Sunday,13736
11,3,27,10,Sunday,14347
11,3,27,11,Sunday,14583
11,3,27,12,Sunday,14645
11,3,27,13,Sunday,14535
11,3,27,14,Sunday,14229
11,3,27,15,Sunday,13898
11,3,27,16,Sunday,13735
11,3,27,17,Sunday,13836
11,3,27,18,Sunday,14231
11,3,27,19,Sunday,14695
11,3,27,20,Sunday,15774
11,3,27,21,Sunday,15792
11,3,27,22,Sunday,14898
11,3,27,23,Sunday,13645
11,3,27,24,Sunday,12523
11,3,28,1,Monday,11819
11,3,28,2,Monday,11455
11,3,28,3,Monday,11360
11,3,28,4,Monday,11424
11,3,28,5,Monday,11797
11,3,28,6,Monday,13041
11,3,28,7,Monday,15168
11,3,28,8,Monday,16286
11,3,28,9,Monday,16483
11,3,28,10,Monday,16522
11,3,28,11,Monday,16526
11,3,28,12,Monday,16402
11,3,28,13,Monday,16163
11,3,28,14,Monday,15924
11,3,28,15,Monday,15526
11,3,28,16,Monday,15244
11,3,28,17,Monday,15243
11,3,28,18,Monday,15520
11,3,28,19,Monday,15795
11,3,28,20,Monday,16695
11,3,28,21,Monday,16568
11,3,28,22,Monday,15506
11,3,28,23,Monday,13976
11,3,28,24,Monday,12661
11,3,29,1,Tuesday,11823
11,3,29,2,Tuesday,11379
11,3,29,3,Tuesday,11212
11,3,29,4,Tuesday,11255
11,3,29,5,Tuesday,11621
11,3,29,6,Tuesday,12840
11,3,29,7,Tuesday,14953
11,3,29,8,Tuesday,16026
11,3,29,9,Tuesday,16136
11,3,29,10,Tuesday,16084
11,3,29,11,Tuesday,16049
11,3,29,12,Tuesday,15906
11,3,29,13,Tuesday,15667
11,3,29,14,Tuesday,15480
11,3,29,15,Tuesday,15185
11,3,29,16,Tuesday,14983
11,3,29,17,Tuesday,15052
11,3,29,18,Tuesday,15299
11,3,29,19,Tuesday,15549
11,3,29,20,Tuesday,16477
11,3,29,21,Tuesday,16424
11,3,29,22,Tuesday,15419
11,3,29,23,Tuesday,13907
11,3,29,24,Tuesday,12565
11,3,30,1,Wednesday,11735
11,3,30,2,Wednesday,11338
11,3,30,3,Wednesday,11132
11,3,30,4,Wednesday,11159
11,3,30,5,Wednesday,11518
11,3,30,6,Wednesday,12672
11,3,30,7,Wednesday,14751
11,3,30,8,Wednesday,15819
11,3,30,9,Wednesday,15857
11,3,30,10,Wednesday,15751
11,3,30,11,Wednesday,15690
11,3,30,12,Wednesday,15541
11,3,30,13,Wednesday,15293
11,3,30,14,Wednesday,15135
11,3,30,15,Wednesday,14867
11,3,30,16,Wednesday,14642
11,3,30,17,Wednesday,14622
11,3,30,18,Wednesday,14803
11,3,30,19,Wednesday,15066
11,3,30,20,Wednesday,15996
11,3,30,21,Wednesday,15890
11,3,30,22,Wednesday,14849
11,3,30,23,Wednesday,13442
11,3,30,24,Wednesday,12084
11,3,31,1,Thursday,11261
11,3,31,2,Thursday,10805
11,3,31,3,Thursday,10616
11,3,31,4,Thursday,10617
11,3,31,5,Thursday,10922
11,3,31,6,Thursday,12044
11,3,31,7,Thursday,14171
11,3,31,8,Thursday,15363
11,3,31,9,Thursday,15611
11,3,31,10,Thursday,15690
11,3,31,11,Thursday,15771
11,3,31,12,Thursday,15700
11,3,31,13,Thursday,15505
11,3,31,14,Thursday,15460
11,3,31,15,Thursday,15297
11,3,31,16,Thursday,15234
11,3,31,17,Thursday,15423
11,3,31,18,Thursday,15882
11,3,31,19,Thursday,16266
11,3,31,20,Thursday,16790
11,3,31,21,Thursday,16446
11,3,31,22,Thursday,15400
11,3,31,23,Thursday,14022
11,3,31,24,Thursday,12692
11,4,1,1,Friday,11872
11,4,1,2,Friday,11416
11,4,1,3,Friday,11206
11,4,1,4,Friday,11202
11,4,1,5,Friday,11479
11,4,1,6,Friday,12486
11,4,1,7,Friday,14386
11,4,1,8,Friday,15603
11,4,1,9,Friday,16158
11,4,1,10,Friday,16448
11,4,1,11,Friday,16589
11,4,1,12,Friday,16590
11,4,1,13,Friday,16446
11,4,1,14,Friday,16266
11,4,1,15,Friday,15965
11,4,1,16,Friday,15727
11,4,1,17,Friday,15722
11,4,1,18,Friday,15883
11,4,1,19,Friday,15973
11,4,1,20,Friday,16312
11,4,1,21,Friday,15965
11,4,1,22,Friday,15126
11,4,1,23,Friday,13946
11,4,1,24,Friday,12746
11,4,2,1,Saturday,11851
11,4,2,2,Saturday,11319
11,4,2,3,Saturday,11029
11,4,2,4,Saturday,10900
11,4,2,5,Saturday,10992
11,4,2,6,Saturday,11408
11,4,2,7,Saturday,12085
11,4,2,8,Saturday,12920
11,4,2,9,Saturday,13797
11,4,2,10,Saturday,14332
11,4,2,11,Saturday,14505
11,4,2,12,Saturday,14395
11,4,2,13,Saturday,14155
11,4,2,14,Saturday,13829
11,4,2,15,Saturday,13534
11,4,2,16,Saturday,13339
11,4,2,17,Saturday,13382
11,4,2,18,Saturday,13568
11,4,2,19,Saturday,13753
11,4,2,20,Saturday,14497
11,4,2,21,Saturday,14592
11,4,2,22,Saturday,13994
11,4,2,23,Saturday,13098
11,4,2,24,Saturday,12129
11,4,3,1,Sunday,11292
11,4,3,2,Sunday,10797
11,4,3,3,Sunday,10525
11,4,3,4,Sunday,10420
11,4,3,5,Sunday,10475
11,4,3,6,Sunday,10790
11,4,3,7,Sunday,11207
11,4,3,8,Sunday,11851
11,4,3,9,Sunday,12718
11,4,3,10,Sunday,13348
11,4,3,11,Sunday,13626
11,4,3,12,Sunday,13712
11,4,3,13,Sunday,13614
11,4,3,14,Sunday,13371
11,4,3,15,Sunday,13113
11,4,3,16,Sunday,13011
11,4,3,17,Sunday,13127
11,4,3,18,Sunday,13480
11,4,3,19,Sunday,13828
11,4,3,20,Sunday,14735
11,4,3,21,Sunday,14892
11,4,3,22,Sunday,14017
11,4,3,23,Sunday,12799
11,4,3,24,Sunday,11673
11,4,4,1,Monday,10885
11,4,4,2,Monday,10465
11,4,4,3,Monday,10301
11,4,4,4,Monday,10319
11,4,4,5,Monday,10684
11,4,4,6,Monday,11853
11,4,4,7,Monday,13949
11,4,4,8,Monday,15305
11,4,4,9,Monday,15740
11,4,4,10,Monday,15938
11,4,4,11,Monday,16185
11,4,4,12,Monday,16275
11,4,4,13,Monday,16171
11,4,4,14,Monday,16114
11,4,4,15,Monday,15991
11,4,4,16,Monday,15936
11,4,4,17,Monday,15999
11,4,4,18,Monday,16170
11,4,4,19,Monday,16177
11,4,4,20,Monday,16497
11,4,4,21,Monday,16131
11,4,4,22,Monday,15002
11,4,4,23,Monday,13526
11,4,4,24,Monday,12187
11,4,5,1,Tuesday,11201
11,4,5,2,Tuesday,10702
11,4,5,3,Tuesday,10446
11,4,5,4,Tuesday,10398
11,4,5,5,Tuesday,10664
11,4,5,6,Tuesday,11723
11,4,5,7,Tuesday,13688
11,4,5,8,Tuesday,14907
11,4,5,9,Tuesday,15352
11,4,5,10,Tuesday,15555
11,4,5,11,Tuesday,15737
11,4,5,12,Tuesday,15734
11,4,5,13,Tuesday,15686
11,4,5,14,Tuesday,15612
11,4,5,15,Tuesday,15452
11,4,5,16,Tuesday,15464
11,4,5,17,Tuesday,15633
11,4,5,18,Tuesday,15824
11,4,5,19,Tuesday,15878
11,4,5,20,Tuesday,16299
11,4,5,21,Tuesday,16203
11,4,5,22,Tuesday,15185
11,4,5,23,Tuesday,13721
11,4,5,24,Tuesday,12379
11,4,6,1,Wednesday,11518
11,4,6,2,Wednesday,11079
11,4,6,3,Wednesday,10899
11,4,6,4,Wednesday,10903
11,4,6,5,Wednesday,11241
11,4,6,6,Wednesday,12445
11,4,6,7,Wednesday,14387
11,4,6,8,Wednesday,15474
11,4,6,9,Wednesday,15628
11,4,6,10,Wednesday,15640
11,4,6,11,Wednesday,15608
11,4,6,12,Wednesday,15514
11,4,6,13,Wednesday,15295
11,4,6,14,Wednesday,15174
11,4,6,15,Wednesday,14959
11,4,6,16,Wednesday,14808
11,4,6,17,Wednesday,14952
11,4,6,18,Wednesday,15241
11,4,6,19,Wednesday,15502
11,4,6,20,Wednesday,16164
11,4,6,21,Wednesday,16044
11,4,6,22,Wednesday,15061
11,4,6,23,Wednesday,13587
11,4,6,24,Wednesday,12261
11,4,7,1,Thursday,11414
11,4,7,2,Thursday,10984
11,4,7,3,Thursday,10805
11,4,7,4,Thursday,10792
11,4,7,5,Thursday,11122
11,4,7,6,Thursday,12285
11,4,7,7,Thursday,14222
11,4,7,8,Thursday,15366
11,4,7,9,Thursday,15507
11,4,7,10,Thursday,15556
11,4,7,11,Thursday,15555
11,4,7,12,Thursday,15429
11,4,7,13,Thursday,15195
11,4,7,14,Thursday,15026
11,4,7,15,Thursday,14741
11,4,7,16,Thursday,14483
11,4,7,17,Thursday,14414
11,4,7,18,Thursday,14505
11,4,7,19,Thursday,14636
11,4,7,20,Thursday,15451
11,4,7,21,Thursday,15706
11,4,7,22,Thursday,14823
11,4,7,23,Thursday,13411
11,4,7,24,Thursday,12094
11,4,8,1,Friday,11240
11,4,8,2,Friday,10851
11,4,8,3,Friday,10686
11,4,8,4,Friday,10692
11,4,8,5,Friday,11038
11,4,8,6,Friday,12181
11,4,8,7,Friday,14103
11,4,8,8,Friday,15197
11,4,8,9,Friday,15336
11,4,8,10,Friday,15336
11,4,8,11,Friday,15323
11,4,8,12,Friday,15185
11,4,8,13,Friday,14950
11,4,8,14,Friday,14819
11,4,8,15,Friday,14622
11,4,8,16,Friday,14449
11,4,8,17,Friday,14439
11,4,8,18,Friday,14506
11,4,8,19,Friday,14575
11,4,8,20,Friday,15177
11,4,8,21,Friday,15181
11,4,8,22,Friday,14460
11,4,8,23,Friday,13311
11,4,8,24,Friday,12088
11,4,9,1,Saturday,11221
11,4,9,2,Saturday,10755
11,4,9,3,Saturday,10543
11,4,9,4,Saturday,10478
11,4,9,5,Saturday,10590
11,4,9,6,Saturday,11055
11,4,9,7,Saturday,11769
11,4,9,8,Saturday,12681
11,4,9,9,Saturday,13495
11,4,9,10,Saturday,13905
11,4,9,11,Saturday,13981
11,4,9,12,Saturday,13812
11,4,9,13,Saturday,13567
11,4,9,14,Saturday,13241
11,4,9,15,Saturday,12920
11,4,9,16,Saturday,12735
11,4,9,17,Saturday,12769
11,4,9,18,Saturday,12963
11,4,9,19,Saturday,13112
11,4,9,20,Saturday,13749
11,4,9,21,Saturday,13978
11,4,9,22,Saturday,13374
11,4,9,23,Saturday,12416
11,4,9,24,Saturday,11398
11,4,10,1,Sunday,10618
11,4,10,2,Sunday,10162
11,4,10,3,Sunday,9932
11,4,10,4,Sunday,9847
11,4,10,5,Sunday,9910
11,4,10,6,Sunday,10229
11,4,10,7,Sunday,10647
11,4,10,8,Sunday,11404
11,4,10,9,Sunday,12280
11,4,10,10,Sunday,12898
11,4,10,11,Sunday,13130
11,4,10,12,Sunday,13223
11,4,10,13,Sunday,13167
11,4,10,14,Sunday,12960
11,4,10,15,Sunday,12777
11,4,10,16,Sunday,12737
11,4,10,17,Sunday,12932
11,4,10,18,Sunday,13341
11,4,10,19,Sunday,13821
11,4,10,20,Sunday,14583
11,4,10,21,Sunday,14456
11,4,10,22,Sunday,13468
11,4,10,23,Sunday,12220
11,4,10,24,Sunday,11055
11,4,11,1,Monday,10254
11,4,11,2,Monday,9823
11,4,11,3,Monday,9656
11,4,11,4,Monday,9630
11,4,11,5,Monday,9939
11,4,11,6,Monday,11050
11,4,11,7,Monday,13092
11,4,11,8,Monday,14465
11,4,11,9,Monday,14931
11,4,11,10,Monday,15194
11,4,11,11,Monday,15420
11,4,11,12,Monday,15472
11,4,11,13,Monday,15324
11,4,11,14,Monday,15242
11,4,11,15,Monday,15036
11,4,11,16,Monday,14868
11,4,11,17,Monday,14845
11,4,11,18,Monday,14903
11,4,11,19,Monday,14932
11,4,11,20,Monday,15541
11,4,11,21,Monday,15553
11,4,11,22,Monday,14421
11,4,11,23,Monday,12885
11,4,11,24,Monday,11493
11,4,12,1,Tuesday,10597
11,4,12,2,Tuesday,10121
11,4,12,3,Tuesday,9875
11,4,12,4,Tuesday,9807
11,4,12,5,Tuesday,10057
11,4,12,6,Tuesday,11086
11,4,12,7,Tuesday,12887
11,4,12,8,Tuesday,14190
11,4,12,9,Tuesday,14650
11,4,12,10,Tuesday,14899
11,4,12,11,Tuesday,15069
11,4,12,12,Tuesday,15078
11,4,12,13,Tuesday,15005
11,4,12,14,Tuesday,14970
11,4,12,15,Tuesday,14790
11,4,12,16,Tuesday,14645
11,4,12,17,Tuesday,14665
11,4,12,18,Tuesday,14804
11,4,12,19,Tuesday,14949
11,4,12,20,Tuesday,15558
11,4,12,21,Tuesday,15423
11,4,12,22,Tuesday,14371
11,4,12,23,Tuesday,12858
11,4,12,24,Tuesday,11512
11,4,13,1,Wednesday,10662
11,4,13,2,Wednesday,10216
11,4,13,3,Wednesday,9967
11,4,13,4,Wednesday,9949
11,4,13,5,Wednesday,10253
11,4,13,6,Wednesday,11348
11,4,13,7,Wednesday,13435
11,4,13,8,Wednesday,14901
11,4,13,9,Wednesday,15418
11,4,13,10,Wednesday,15709
11,4,13,11,Wednesday,15979
11,4,13,12,Wednesday,16048
11,4,13,13,Wednesday,15964
11,4,13,14,Wednesday,15890
11,4,13,15,Wednesday,15669
11,4,13,16,Wednesday,15555
11,4,13,17,Wednesday,15771
11,4,13,18,Wednesday,16066
11,4,13,19,Wednesday,16102
11,4,13,20,Wednesday,16291
11,4,13,21,Wednesday,15961
11,4,13,22,Wednesday,14898
11,4,13,23,Wednesday,13366
11,4,13,24,Wednesday,11986
11,4,14,1,Thursday,11071
11,4,14,2,Thursday,10599
11,4,14,3,Thursday,10359
11,4,14,4,Thursday,10318
11,4,14,5,Thursday,10592
11,4,14,6,Thursday,11680
11,4,14,7,Thursday,13538
11,4,14,8,Thursday,14681
11,4,14,9,Thursday,14948
11,4,14,10,Thursday,15036
11,4,14,11,Thursday,15074
11,4,14,12,Thursday,15013
11,4,14,13,Thursday,14865
11,4,14,14,Thursday,14826
11,4,14,15,Thursday,14644
11,4,14,16,Thursday,14472
11,4,14,17,Thursday,14401
11,4,14,18,Thursday,14395
11,4,14,19,Thursday,14357
11,4,14,20,Thursday,14981
11,4,14,21,Thursday,15326
11,4,14,22,Thursday,14428
11,4,14,23,Thursday,12968
11,4,14,24,Thursday,11598
11,4,15,1,Friday,10702
11,4,15,2,Friday,10240
11,4,15,3,Friday,10029
11,4,15,4,Friday,10044
11,4,15,5,Friday,10347
11,4,15,6,Friday,11443
11,4,15,7,Friday,13241
11,4,15,8,Friday,14481
11,4,15,9,Friday,14841
11,4,15,10,Friday,14970
11,4,15,11,Friday,15040
11,4,15,12,Friday,14941
11,4,15,13,Friday,14715
11,4,15,14,Friday,14571
11,4,15,15,Friday,14320
11,4,15,16,Friday,14069
11,4,15,17,Friday,13977
11,4,15,18,Friday,13930
11,4,15,19,Friday,13963
11,4,15,20,Friday,14594
11,4,15,21,Friday,14925
11,4,15,22,Friday,14226
11,4,15,23,Friday,13146
11,4,15,24,Friday,11974
11,4,16,1,Saturday,11079
11,4,16,2,Saturday,10640
11,4,16,3,Saturday,10406
11,4,16,4,Saturday,10355
11,4,16,5,Saturday,10443
11,4,16,6,Saturday,10859
11,4,16,7,Saturday,11444
11,4,16,8,Saturday,12397
11,4,16,9,Saturday,13361
11,4,16,10,Saturday,13934
11,4,16,11,Saturday,14128
11,4,16,12,Saturday,14147
11,4,16,13,Saturday,14091
11,4,16,14,Saturday,13998
11,4,16,15,Saturday,13922
11,4,16,16,Saturday,13915
11,4,16,17,Saturday,14145
11,4,16,18,Saturday,14533
11,4,16,19,Saturday,14718
11,4,16,20,Saturday,14984
11,4,16,21,Saturday,14741
11,4,16,22,Saturday,14022
11,4,16,23,Saturday,12989
11,4,16,24,Saturday,11947
11,4,17,1,Sunday,11114
11,4,17,2,Sunday,10596
11,4,17,3,Sunday,10276
11,4,17,4,Sunday,10115
11,4,17,5,Sunday,10075
11,4,17,6,Sunday,10292
11,4,17,7,Sunday,10629
11,4,17,8,Sunday,11289
11,4,17,9,Sunday,12179
11,4,17,10,Sunday,12853
11,4,17,11,Sunday,13206
11,4,17,12,Sunday,13354
11,4,17,13,Sunday,13287
11,4,17,14,Sunday,13043
11,4,17,15,Sunday,12777
11,4,17,16,Sunday,12641
11,4,17,17,Sunday,12733
11,4,17,18,Sunday,12990
11,4,17,19,Sunday,13211
11,4,17,20,Sunday,13838
11,4,17,21,Sunday,14156
11,4,17,22,Sunday,13408
11,4,17,23,Sunday,12310
11,4,17,24,Sunday,11230
11,4,18,1,Monday,10454
11,4,18,2,Monday,10054
11,4,18,3,Monday,9863
11,4,18,4,Monday,9864
11,4,18,5,Monday,10195
11,4,18,6,Monday,11073
11,4,18,7,Monday,12397
11,4,18,8,Monday,13664
11,4,18,9,Monday,14402
11,4,18,10,Monday,14802
11,4,18,11,Monday,15000
11,4,18,12,Monday,14968
11,4,18,13,Monday,14814
11,4,18,14,Monday,14680
11,4,18,15,Monday,14444
11,4,18,16,Monday,14285
11,4,18,17,Monday,14382
11,4,18,18,Monday,14591
11,4,18,19,Monday,14705
11,4,18,20,Monday,15129
11,4,18,21,Monday,15111
11,4,18,22,Monday,14135
11,4,18,23,Monday,12786
11,4,18,24,Monday,11508
11,4,19,1,Tuesday,10643
11,4,19,2,Tuesday,10153
11,4,19,3,Tuesday,9904
11,4,19,4,Tuesday,9869
11,4,19,5,Tuesday,10124
11,4,19,6,Tuesday,11084
11,4,19,7,Tuesday,12578
11,4,19,8,Tuesday,13930
11,4,19,9,Tuesday,14645
11,4,19,10,Tuesday,15024
11,4,19,11,Tuesday,15304
11,4,19,12,Tuesday,15373
11,4,19,13,Tuesday,15301
11,4,19,14,Tuesday,15206
11,4,19,15,Tuesday,15052
11,4,19,16,Tuesday,14953
11,4,19,17,Tuesday,15078
11,4,19,18,Tuesday,15329
11,4,19,19,Tuesday,15423
11,4,19,20,Tuesday,15711
11,4,19,21,Tuesday,15500
11,4,19,22,Tuesday,14527
11,4,19,23,Tuesday,13181
11,4,19,24,Tuesday,11849
11,4,20,1,Wednesday,10962
11,4,20,2,Wednesday,10469
11,4,20,3,Wednesday,10212
11,4,20,4,Wednesday,10203
11,4,20,5,Wednesday,10477
11,4,20,6,Wednesday,11423
11,4,20,7,Wednesday,12971
11,4,20,8,Wednesday,14374
11,4,20,9,Wednesday,15124
11,4,20,10,Wednesday,15523
11,4,20,11,Wednesday,15789
11,4,20,12,Wednesday,15838
11,4,20,13,Wednesday,15707
11,4,20,14,Wednesday,15582
11,4,20,15,Wednesday,15386
11,4,20,16,Wednesday,15171
11,4,20,17,Wednesday,15181
11,4,20,18,Wednesday,15241
11,4,20,19,Wednesday,15194
11,4,20,20,Wednesday,15474
11,4,20,21,Wednesday,15554
11,4,20,22,Wednesday,14663
11,4,20,23,Wednesday,13327
11,4,20,24,Wednesday,11983
11,4,21,1,Thursday,11049
11,4,21,2,Thursday,10553
11,4,21,3,Thursday,10291
11,4,21,4,Thursday,10239
11,4,21,5,Thursday,10512
11,4,21,6,Thursday,11456
11,4,21,7,Thursday,12842
11,4,21,8,Thursday,14024
11,4,21,9,Thursday,14608
11,4,21,10,Thursday,14942
11,4,21,11,Thursday,15102
11,4,21,12,Thursday,15120
11,4,21,13,Thursday,14960
11,4,21,14,Thursday,14831
11,4,21,15,Thursday,14611
11,4,21,16,Thursday,14401
11,4,21,17,Thursday,14351
11,4,21,18,Thursday,14445
11,4,21,19,Thursday,14482
11,4,21,20,Thursday,14922
11,4,21,21,Thursday,15365
11,4,21,22,Thursday,14618
11,4,21,23,Thursday,13327
11,4,21,24,Thursday,12057
11,4,22,1,Friday,11177
11,4,22,2,Friday,10719
11,4,22,3,Friday,10480
11,4,22,4,Friday,10459
11,4,22,5,Friday,10710
11,4,22,6,Friday,11523
11,4,22,7,Friday,12677
11,4,22,8,Friday,13765
11,4,22,9,Friday,14331
11,4,22,10,Friday,14723
11,4,22,11,Friday,14864
11,4,22,12,Friday,14717
11,4,22,13,Friday,14401
11,4,22,14,Friday,14191
11,4,22,15,Friday,13903
11,4,22,16,Friday,13612
11,4,22,17,Friday,13548
11,4,22,18,Friday,13654
11,4,22,19,Friday,13716
11,4,22,20,Friday,14141
11,4,22,21,Friday,14458
11,4,22,22,Friday,13827
11,4,22,23,Friday,12808
11,4,22,24,Friday,11649
11,4,23,1,Saturday,10734
11,4,23,2,Saturday,10231
11,4,23,3,Saturday,9947
11,4,23,4,Saturday,9851
11,4,23,5,Saturday,9922
11,4,23,6,Saturday,10288
11,4,23,7,Saturday,10921
11,4,23,8,Saturday,11912
11,4,23,9,Saturday,13127
11,4,23,10,Saturday,14127
11,4,23,11,Saturday,14718
11,4,23,12,Saturday,14978
11,4,23,13,Saturday,14906
11,4,23,14,Saturday,14642
11,4,23,15,Saturday,14332
11,4,23,16,Saturday,14118
11,4,23,17,Saturday,14169
11,4,23,18,Saturday,14321
11,4,23,19,Saturday,14322
11,4,23,20,Saturday,14471
11,4,23,21,Saturday,14456
11,4,23,22,Saturday,13815
11,4,23,23,Saturday,12807
11,4,23,24,Saturday,11681
11,4,24,1,Sunday,10703
11,4,24,2,Sunday,10073
11,4,24,3,Sunday,9718
11,4,24,4,Sunday,9529
11,4,24,5,Sunday,9520
11,4,24,6,Sunday,9740
11,4,24,7,Sunday,10062
11,4,24,8,Sunday,10916
11,4,24,9,Sunday,11892
11,4,24,10,Sunday,12632
11,4,24,11,Sunday,12945
11,4,24,12,Sunday,13027
11,4,24,13,Sunday,12880
11,4,24,14,Sunday,12462
11,4,24,15,Sunday,12047
11,4,24,16,Sunday,11831
11,4,24,17,Sunday,11863
11,4,24,18,Sunday,12070
11,4,24,19,Sunday,12406
11,4,24,20,Sunday,13170
11,4,24,21,Sunday,13578
11,4,24,22,Sunday,12867
11,4,24,23,Sunday,11679
11,4,24,24,Sunday,10641
11,4,25,1,Monday,9890
11,4,25,2,Monday,9480
11,4,25,3,Monday,9275
11,4,25,4,Monday,9279
11,4,25,5,Monday,9568
11,4,25,6,Monday,10577
11,4,25,7,Monday,12334
11,4,25,8,Monday,13806
11,4,25,9,Monday,14443
11,4,25,10,Monday,14831
11,4,25,11,Monday,15089
11,4,25,12,Monday,15149
11,4,25,13,Monday,15072
11,4,25,14,Monday,15046
11,4,25,15,Monday,14887
11,4,25,16,Monday,14751
11,4,25,17,Monday,14756
11,4,25,18,Monday,14834
11,4,25,19,Monday,14782
11,4,25,20,Monday,15128
11,4,25,21,Monday,15332
11,4,25,22,Monday,14285
11,4,25,23,Monday,12823
11,4,25,24,Monday,11377
11,4,26,1,Tuesday,10480
11,4,26,2,Tuesday,9973
11,4,26,3,Tuesday,9745
11,4,26,4,Tuesday,9696
11,4,26,5,Tuesday,9946
11,4,26,6,Tuesday,10944
11,4,26,7,Tuesday,12773
11,4,26,8,Tuesday,14159
11,4,26,9,Tuesday,14640
11,4,26,10,Tuesday,14874
11,4,26,11,Tuesday,15158
11,4,26,12,Tuesday,15253
11,4,26,13,Tuesday,15240
11,4,26,14,Tuesday,15332
11,4,26,15,Tuesday,15230
11,4,26,16,Tuesday,15098
11,4,26,17,Tuesday,15050
11,4,26,18,Tuesday,15029
11,4,26,19,Tuesday,14964
11,4,26,20,Tuesday,15334
11,4,26,21,Tuesday,15572
11,4,26,22,Tuesday,14551
11,4,26,23,Tuesday,13039
11,4,26,24,Tuesday,11610
11,4,27,1,Wednesday,10679
11,4,27,2,Wednesday,10163
11,4,27,3,Wednesday,9894
11,4,27,4,Wednesday,9829
11,4,27,5,Wednesday,10066
11,4,27,6,Wednesday,11079
11,4,27,7,Wednesday,12839
11,4,27,8,Wednesday,14316
11,4,27,9,Wednesday,14826
11,4,27,10,Wednesday,15142
11,4,27,11,Wednesday,15463
11,4,27,12,Wednesday,15599
11,4,27,13,Wednesday,15645
11,4,27,14,Wednesday,15749
11,4,27,15,Wednesday,15694
11,4,27,16,Wednesday,15556
11,4,27,17,Wednesday,15485
11,4,27,18,Wednesday,15432
11,4,27,19,Wednesday,15324
11,4,27,20,Wednesday,15729
11,4,27,21,Wednesday,15847
11,4,27,22,Wednesday,14803
11,4,27,23,Wednesday,13329
11,4,27,24,Wednesday,11904
11,4,28,1,Thursday,10931
11,4,28,2,Thursday,10420
11,4,28,3,Thursday,10144
11,4,28,4,Thursday,10084
11,4,28,5,Thursday,10329
11,4,28,6,Thursday,11315
11,4,28,7,Thursday,13100
