U.S. working natural gas in underground storage at end of first quarter,
billion cubic feet,
Year,BCF
2000,"1,153"
2001,742
2002,"1,518"
2002,730
2004,"1,058"
2005,"1,284"
2006,"1,692"
2007,"1,603"
2008,"1,266"
2009,"1,660"
2010,"1,652"
2011,"1,581"
2012,"2,066"
