,summer,winter
2001,18.02888889,12.24106667
2002,19.48464052,11.8564
2003,17.07183007,11.7922
2004,18.05176471,12.3464
2005,20.67078431,12.253
2006,22.13222222,13.91686667
2007,23.1951634,15.64353333
2008,21.49464052,15.72326667
2009,22.65973856,16.23793333
2010,24.91169935,16.93286667
