SO2 and NOX emissions allowance prices ,,
dollars per short ton,,
,SO2,NOX
2007,534.4300478,776.0406699
2008,278.4956522,807.3320158
2009,81.10968379,304.3280632
2010,16.51758893,44.66403162
2011,2.124015748,15.89224409
