"Top 10 sources of U.S. crude oil and petroleum product imports, 2010",
thousand barrels per day,
Canada,2535
Mexico,1284
Saudi Arabia,1096
Nigeria,1023
Venezuela,988
Russia,612
Algeria,510
Iraq,415
Angola,393
Colombia,365
,
,
,
,
