"State","MSN","2014"
"US","WWEID",2.69
"US","WWEIV",1426.80
"US","WWICB",1514979.00
"US","WWICD",3.08
"US","WWICV",3980.90
"US","WWTCB",2745489.00
"US","WWTCD",4.12
"US","WWTCV",8844.90
"UT","WDRCB",1200.00
"UT","WDRCD",16.31
"UT","WDRCP",60.00
"UT","WDRCV",8.20
"UT","WWCCB",142.00
"UT","WWCCD",16.31
"UT","WWCCV",1.00
"UT","WWEIB",1515.00
"UT","WWEID",2.70
"UT","WWEIV",4.10
"UT","WWICB",118.00
"UT","WWICD",2.41
"UT","WWICV",0.10
"UT","WWTCB",2974.00
"UT","WWTCD",6.29
"UT","WWTCV",13.50
"VA","WDRCB",18596.00
"VA","WDRCD",12.12
"VA","WDRCP",930.00
"VA","WDRCV",88.10
"VA","WWCCB",7343.00
"VA","WWCCD",3.03
"VA","WWCCV",18.20
"VA","WWEIB",32981.00
"VA","WWEID",3.42
"VA","WWEIV",112.90
"VA","WWICB",56177.00
"VA","WWICD",3.24
"VA","WWICV",163.40
"VA","WWTCB",115098.00
"VA","WWTCD",3.96
"VA","WWTCV",382.70
"VT","WDRCB",9832.00
"VT","WDRCD",9.71
"VT","WDRCP",492.00
"VT","WDRCV",57.90
"VT","WWCCB",1375.00
"VT","WWCCD",8.23
"VT","WWCCV",7.50
"VT","WWEIB",6359.00
"VT","WWEID",2.70
"VT","WWEIV",17.20
"VT","WWICB",280.00
"VT","WWICD",2.04
"VT","WWICV",0.40
"VT","WWTCB",17845.00
"VT","WWTCD",6.19
"VT","WWTCV",83.00
"WA","WDRCB",20191.00
"WA","WDRCD",16.31
"WA","WDRCP",1010.00
"WA","WDRCV",138.60
"WA","WWCCB",2560.00
"WA","WWCCD",14.17
"WA","WWCCV",16.70
"WA","WWEIB",7770.00
"WA","WWEID",2.33
"WA","WWEIV",18.10
"WA","WWICB",70727.00
"WA","WWICD",3.13
"WA","WWICV",198.40
"WA","WWTCB",101249.00
"WA","WWTCD",4.61
"WA","WWTCV",371.80
"WI","WDRCB",23438.00
"WI","WDRCD",12.24
"WI","WDRCP",1172.00
"WI","WDRCV",90.70
"WI","WWCCB",3205.00
"WI","WWCCD",8.72
"WI","WWCCV",11.40
"WI","WWEIB",17642.00
"WI","WWEID",3.04
"WI","WWEIV",53.60
"WI","WWICB",41913.00
"WI","WWICD",3.09
"WI","WWICV",82.60
"WI","WWTCB",86197.00
"WI","WWTCD",4.49
"WI","WWTCV",238.20
"WV","WDRCB",20613.00
"WV","WDRCD",12.12
"WV","WDRCP",1031.00
"WV","WDRCV",97.70
"WV","WWCCB",2441.00
"WV","WWCCD",12.12
"WV","WWCCV",11.60
"WV","WWEIB",54.00
"WV","WWEID",2.70
"WV","WWEIV",0.10
"WV","WWICB",656.00
"WV","WWICD",2.41
"WV","WWICV",0.80
"WV","WWTCB",23764.00
"WV","WWTCD",11.74
"WV","WWTCV",110.10
"WY","WDRCB",1297.00
"WY","WDRCD",16.31
"WY","WDRCP",65.00
"WY","WDRCV",8.90
"WY","WWCCB",154.00
"WY","WWCCD",16.31
"WY","WWCCV",1.10
"WY","WWEIB",0.00
"WY","WWEID",0.00
"WY","WWEIV",0.00
"WY","WWICB",61.00
"WY","WWICD",2.41
"WY","WWICV",0.10
"WY","WWTCB",1512.00
"WY","WWTCD",15.63
"WY","WWTCV",10.00
