"State","MSN","2015"
"ND","JFACV",75.00
"ND","JFTCB",6310.00
"ND","JFTCD",11.88
"ND","JFTCP",1113.00
"ND","JFTCV",75.00
"NE","JFACB",6479.00
"NE","JFACD",11.88
"NE","JFACP",1143.00
"NE","JFACV",77.00
"NE","JFTCB",6479.00
"NE","JFTCD",11.88
"NE","JFTCP",1143.00
"NE","JFTCV",77.00
"NH","JFACB",1978.00
"NH","JFACD",12.79
"NH","JFACP",349.00
"NH","JFACV",25.30
"NH","JFTCB",1978.00
"NH","JFTCD",12.79
"NH","JFTCP",349.00
"NH","JFTCV",25.30
"NJ","JFACB",220632.00
"NJ","JFACD",11.95
"NJ","JFACP",38912.00
"NJ","JFACV",2636.10
"NJ","JFTCB",220632.00
"NJ","JFTCD",11.95
"NJ","JFTCP",38912.00
"NJ","JFTCV",2636.10
"NM","JFACB",7253.00
"NM","JFACD",11.79
"NM","JFACP",1279.00
"NM","JFACV",85.50
"NM","JFTCB",7253.00
"NM","JFTCD",11.79
"NM","JFTCP",1279.00
"NM","JFTCV",85.50
"NV","JFACB",30326.00
"NV","JFACD",12.41
"NV","JFACP",5348.00
"NV","JFACV",376.50
"NV","JFTCB",30326.00
"NV","JFTCD",12.41
"NV","JFTCP",5348.00
"NV","JFTCV",376.50
"NY","JFACB",177608.00
"NY","JFACD",11.99
"NY","JFACP",31324.00
"NY","JFACV",2130.00
"NY","JFTCB",177608.00
"NY","JFTCD",11.99
"NY","JFTCP",31324.00
"NY","JFTCV",2130.00
"OH","JFACB",70799.00
"OH","JFACD",11.85
"OH","JFACP",12487.00
"OH","JFACV",839.10
"OH","JFTCB",70799.00
"OH","JFTCD",11.85
"OH","JFTCP",12487.00
"OH","JFTCV",839.10
"OK","JFACB",48167.00
"OK","JFACD",12.01
"OK","JFACP",8495.00
"OK","JFACV",578.70
"OK","JFTCB",48167.00
"OK","JFTCD",12.01
"OK","JFTCP",8495.00
"OK","JFTCV",578.70
"OR","JFACB",26803.00
"OR","JFACD",12.23
"OR","JFACP",4727.00
"OR","JFACV",327.80
"OR","JFTCB",26803.00
"OR","JFTCD",12.23
"OR","JFTCP",4727.00
"OR","JFTCV",327.80
"PA","JFACB",42599.00
"PA","JFACD",11.99
"PA","JFACP",7513.00
"PA","JFACV",510.90
"PA","JFTCB",42599.00
"PA","JFTCD",11.99
"PA","JFTCP",7513.00
"PA","JFTCV",510.90
"RI","JFACB",3789.00
"RI","JFACD",12.79
"RI","JFACP",668.00
"RI","JFACV",48.50
"RI","JFTCB",3789.00
"RI","JFTCD",12.79
"RI","JFTCP",668.00
"RI","JFTCV",48.50
"SC","JFACB",12119.00
"SC","JFACD",12.24
"SC","JFACP",2137.00
"SC","JFACV",148.40
"SC","JFTCB",12119.00
"SC","JFTCD",12.24
"SC","JFTCP",2137.00
"SC","JFTCV",148.40
"SD","JFACB",4845.00
"SD","JFACD",13.12
"SD","JFACP",854.00
"SD","JFACV",63.60
"SD","JFTCB",4845.00
"SD","JFTCD",13.12
"SD","JFTCP",854.00
"SD","JFTCV",63.60
"TN","JFACB",67699.00
"TN","JFACD",11.88
"TN","JFACP",11940.00
"TN","JFACV",804.40
"TN","JFTCB",67699.00
"TN","JFTCD",11.88
"TN","JFTCP",11940.00
"TN","JFTCV",804.40
"TX","JFACB",448448.00
"TX","JFACD",11.86
"TX","JFACP",79091.00
"TX","JFACV",5318.30
"TX","JFTCB",448448.00
"TX","JFTCD",11.86
"TX","JFTCP",79091.00
"TX","JFTCV",5318.30
"US","JFACB",3204168.00
"US","JFACD",12.05
"US","JFACP",565109.00
"US","JFACV",38595.80
"US","JFTCB",3204168.00
"US","JFTCD",12.05
"US","JFTCP",565109.00
"US","JFTCV",38595.80
"UT","JFACB",35174.00
"UT","JFACD",12.64
"UT","JFACP",6204.00
"UT","JFACV",444.80
"UT","JFTCB",35174.00
"UT","JFTCD",12.64
"UT","JFTCP",6204.00
"UT","JFTCV",444.80
"VA","JFACB",63468.00
"VA","JFACD",12.24
"VA","JFACP",11194.00
"VA","JFACV",777.10
"VA","JFTCB",63468.00
"VA","JFTCD",12.24
"VA","JFTCP",11194.00
"VA","JFTCV",777.10
"VT","JFACB",1456.00
"VT","JFACD",12.79
"VT","JFACP",257.00
"VT","JFACV",18.60
"VT","JFTCB",1456.00
"VT","JFTCD",12.79
"VT","JFTCP",257.00
"VT","JFTCV",18.60
"WA","JFACB",106268.00
"WA","JFACD",12.16
"WA","JFACP",18742.00
"WA","JFACV",1292.50
"WA","JFTCB",106268.00
"WA","JFTCD",12.16
