"State","MSN","2014"
"OR","SOHCB",3357.00
"OR","SOICB",0.00
"OR","SOTCB",3585.00
"PA","SOCCB",37.00
"PA","SOEGB",479.00
"PA","SOEGP",50.00
"PA","SOHCB",4193.00
"PA","SOICB",78.00
"PA","SOTCB",4786.00
"RI","SOCCB",0.00
"RI","SOEGB",93.00
"RI","SOEGP",10.00
"RI","SOHCB",104.00
"RI","SOICB",0.00
"RI","SOTCB",197.00
"SC","SOCCB",0.00
"SC","SOEGB",46.00
"SC","SOEGP",5.00
"SC","SOHCB",154.00
"SC","SOICB",0.00
"SC","SOTCB",199.00
"SD","SOCCB",0.00
"SD","SOEGB",0.00
"SD","SOEGP",0.00
"SD","SOHCB",10.00
"SD","SOICB",0.00
"SD","SOTCB",10.00
"TN","SOCCB",26.00
"TN","SOEGB",235.00
"TN","SOEGP",25.00
"TN","SOHCB",512.00
"TN","SOICB",0.00
"TN","SOTCB",774.00
"TX","SOCCB",22.00
"TX","SOEGB",2664.00
"TX","SOEGP",280.00
"TX","SOHCB",2865.00
"TX","SOICB",0.00
"TX","SOTCB",5550.00
"US","SOCCB",3524.00
"US","SOEGB",164562.00
"US","SOEGP",17304.00
"US","SOHCB",251828.00
"US","SOICB",156.00
"US","SOTCB",420070.00
"UT","SOCCB",0.00
"UT","SOEGB",21.00
"UT","SOEGP",2.00
"UT","SOHCB",515.00
"UT","SOICB",0.00
"UT","SOTCB",536.00
"VA","SOCCB",0.00
"VA","SOEGB",0.00
"VA","SOEGP",0.00
"VA","SOHCB",1206.00
"VA","SOICB",0.00
"VA","SOTCB",1206.00
"VT","SOCCB",0.00
"VT","SOEGB",224.00
"VT","SOEGP",24.00
"VT","SOHCB",710.00
"VT","SOICB",0.00
"VT","SOTCB",934.00
"WA","SOCCB",0.00
"WA","SOEGB",7.00
"WA","SOEGP",1.00
"WA","SOHCB",868.00
"WA","SOICB",0.00
"WA","SOTCB",875.00
"WI","SOCCB",0.00
"WI","SOEGB",11.00
"WI","SOEGP",1.00
"WI","SOHCB",821.00
"WI","SOICB",0.00
"WI","SOTCB",833.00
"WV","SOCCB",0.00
"WV","SOEGB",0.00
"WV","SOEGP",0.00
"WV","SOHCB",127.00
"WV","SOICB",0.00
"WV","SOTCB",127.00
"WY","SOCCB",0.00
"WY","SOEGB",0.00
"WY","SOEGP",0.00
"WY","SOHCB",19.00
"WY","SOICB",0.00
"WY","SOTCB",19.00
