"State","MSN","2014"
"ND","NUETP",0.00
"ND","NUETV",0.00
"NE","NUEGB",105655.00
"NE","NUEGD",0.77
"NE","NUEGP",10102.00
"NE","NUEGV",81.00
"NE","NUETB",105655.00
"NE","NUETD",0.77
"NE","NUETP",10102.00
"NE","NUETV",81.00
"NH","NUEGB",106350.00
"NH","NUEGD",0.72
"NH","NUEGP",10168.00
"NH","NUEGV",77.10
"NH","NUETB",106350.00
"NH","NUETD",0.72
"NH","NUETP",10168.00
"NH","NUETV",77.10
"NJ","NUEGB",329533.00
"NJ","NUEGD",0.76
"NJ","NUEGP",31507.00
"NJ","NUEGV",250.30
"NJ","NUETB",329533.00
"NJ","NUETD",0.76
"NJ","NUETP",31507.00
"NJ","NUETV",250.30
"NM","NUEGB",0.00
"NM","NUEGD",0.00
"NM","NUEGP",0.00
"NM","NUEGV",0.00
"NM","NUETB",0.00
"NM","NUETD",0.00
"NM","NUETP",0.00
"NM","NUETV",0.00
"NV","NUEGB",0.00
"NV","NUEGD",0.00
"NV","NUEGP",0.00
"NV","NUEGV",0.00
"NV","NUETB",0.00
"NV","NUETD",0.00
"NV","NUETP",0.00
"NV","NUETV",0.00
"NY","NUEGB",450141.00
"NY","NUEGD",0.76
"NY","NUEGP",43039.00
"NY","NUEGV",342.10
"NY","NUETB",450141.00
"NY","NUETD",0.76
"NY","NUETP",43039.00
"NY","NUETV",342.10
"OH","NUEGB",170319.00
"OH","NUEGD",0.77
"OH","NUEGP",16284.00
"OH","NUEGV",131.30
"OH","NUETB",170319.00
"OH","NUETD",0.77
"OH","NUETP",16284.00
"OH","NUETV",131.30
"OK","NUEGB",0.00
"OK","NUEGD",0.00
"OK","NUEGP",0.00
"OK","NUEGV",0.00
"OK","NUETB",0.00
"OK","NUETD",0.00
"OK","NUETP",0.00
"OK","NUETV",0.00
"OR","NUEGB",0.00
"OR","NUEGD",0.00
"OR","NUEGP",0.00
"OR","NUEGV",0.00
"OR","NUETB",0.00
"OR","NUETD",0.00
"OR","NUETP",0.00
"OR","NUETV",0.00
"PA","NUEGB",823277.00
"PA","NUEGD",0.78
"PA","NUEGP",78715.00
"PA","NUEGV",639.30
"PA","NUETB",823277.00
"PA","NUETD",0.78
"PA","NUETP",78715.00
"PA","NUETV",639.30
"RI","NUEGB",0.00
"RI","NUEGD",0.00
"RI","NUEGP",0.00
"RI","NUEGV",0.00
"RI","NUETB",0.00
"RI","NUETD",0.00
