"State","MSN","2015"
"LA","AVTCV",7.60
"MA","AVACB",379.00
"MA","AVACD",24.86
"MA","AVACP",75.00
"MA","AVACV",9.40
"MA","AVTCB",379.00
"MA","AVTCD",24.86
"MA","AVTCP",75.00
"MA","AVTCV",9.40
"MD","AVACB",185.00
"MD","AVACD",24.86
"MD","AVACP",37.00
"MD","AVACV",4.60
"MD","AVTCB",185.00
"MD","AVTCD",24.86
"MD","AVTCP",37.00
"MD","AVTCV",4.60
"ME","AVACB",156.00
"ME","AVACD",24.86
"ME","AVACP",31.00
"ME","AVACV",3.90
"ME","AVTCB",156.00
"ME","AVTCD",24.86
"ME","AVTCP",31.00
"ME","AVTCV",3.90
"MI","AVACB",413.00
"MI","AVACD",24.86
"MI","AVACP",82.00
"MI","AVACV",10.30
"MI","AVTCB",413.00
"MI","AVTCD",24.86
"MI","AVTCP",82.00
"MI","AVTCV",10.30
"MN","AVACB",272.00
"MN","AVACD",24.86
"MN","AVACP",54.00
"MN","AVACV",6.80
"MN","AVTCB",272.00
"MN","AVTCD",24.86
"MN","AVTCP",54.00
"MN","AVTCV",6.80
"MO","AVACB",366.00
"MO","AVACD",24.86
"MO","AVACP",73.00
"MO","AVACV",9.10
"MO","AVTCB",366.00
"MO","AVTCD",24.86
"MO","AVTCP",73.00
"MO","AVTCV",9.10
"MS","AVACB",220.00
"MS","AVACD",24.86
"MS","AVACP",44.00
"MS","AVACV",5.50
"MS","AVTCB",220.00
"MS","AVTCD",24.86
"MS","AVTCP",44.00
"MS","AVTCV",5.50
"MT","AVACB",209.00
"MT","AVACD",24.86
"MT","AVACP",41.00
"MT","AVACV",5.20
"MT","AVTCB",209.00
"MT","AVTCD",24.86
"MT","AVTCP",41.00
"MT","AVTCV",5.20
"NC","AVACB",426.00
"NC","AVACD",24.86
"NC","AVACP",84.00
"NC","AVACV",10.60
"NC","AVTCB",426.00
"NC","AVTCD",24.86
"NC","AVTCP",84.00
"NC","AVTCV",10.60
"ND","AVACB",186.00
"ND","AVACD",24.86
"ND","AVACP",37.00
"ND","AVACV",4.60
"ND","AVTCB",186.00
"ND","AVTCD",24.86
"ND","AVTCP",37.00
"ND","AVTCV",4.60
"NE","AVACB",170.00
"NE","AVACD",24.86
"NE","AVACP",34.00
"NE","AVACV",4.20
"NE","AVTCB",170.00
"NE","AVTCD",24.86
"NE","AVTCP",34.00
"NE","AVTCV",4.20
"NH","AVACB",100.00
"NH","AVACD",24.86
"NH","AVACP",20.00
"NH","AVACV",2.50
"NH","AVTCB",100.00
"NH","AVTCD",24.86
"NH","AVTCP",20.00
"NH","AVTCV",2.50
"NJ","AVACB",241.00
"NJ","AVACD",24.86
"NJ","AVACP",48.00
"NJ","AVACV",6.00
"NJ","AVTCB",241.00
"NJ","AVTCD",24.86
"NJ","AVTCP",48.00
"NJ","AVTCV",6.00
"NM","AVACB",183.00
"NM","AVACD",24.86
"NM","AVACP",36.00
"NM","AVACV",4.60
"NM","AVTCB",183.00
"NM","AVTCD",24.86
"NM","AVTCP",36.00
"NM","AVTCV",4.60
"NV","AVACB",172.00
"NV","AVACD",24.86
"NV","AVACP",34.00
"NV","AVACV",4.30
"NV","AVTCB",172.00
"NV","AVTCD",24.86
"NV","AVTCP",34.00
"NV","AVTCV",4.30
"NY","AVACB",421.00
"NY","AVACD",24.86
"NY","AVACP",83.00
"NY","AVACV",10.50
"NY","AVTCB",421.00
"NY","AVTCD",24.86
"NY","AVTCP",83.00
"NY","AVTCV",10.50
"OH","AVACB",423.00
"OH","AVACD",24.86
"OH","AVACP",84.00
"OH","AVACV",10.50
"OH","AVTCB",423.00
"OH","AVTCD",24.86
"OH","AVTCP",84.00
"OH","AVTCV",10.50
"OK","AVACB",293.00
"OK","AVACD",24.86
"OK","AVACP",58.00
"OK","AVACV",7.30
"OK","AVTCB",293.00
"OK","AVTCD",24.86
"OK","AVTCP",58.00
"OK","AVTCV",7.30
"OR","AVACB",509.00
"OR","AVACD",24.86
"OR","AVACP",101.00
"OR","AVACV",12.60
"OR","AVTCB",509.00
"OR","AVTCD",24.86
"OR","AVTCP",101.00
"OR","AVTCV",12.60
"PA","AVACB",539.00
"PA","AVACD",24.86
"PA","AVACP",107.00
"PA","AVACV",13.40
"PA","AVTCB",539.00
"PA","AVTCD",24.86
"PA","AVTCP",107.00
"PA","AVTCV",13.40
"RI","AVACB",46.00
"RI","AVACD",24.86
"RI","AVACP",9.00
"RI","AVACV",1.10
"RI","AVTCB",46.00
"RI","AVTCD",24.86
"RI","AVTCP",9.00
"RI","AVTCV",1.10
"SC","AVACB",318.00
"SC","AVACD",24.86
"SC","AVACP",63.00
"SC","AVACV",7.90
"SC","AVTCB",318.00
"SC","AVTCD",24.86
"SC","AVTCP",63.00
"SC","AVTCV",7.90
"SD","AVACB",132.00
"SD","AVACD",24.86
"SD","AVACP",26.00
"SD","AVACV",3.30
"SD","AVTCB",132.00
"SD","AVTCD",24.86
"SD","AVTCP",26.00
"SD","AVTCV",3.30
"TN","AVACB",353.00
"TN","AVACD",24.86
"TN","AVACP",70.00
"TN","AVACV",8.80
"TN","AVTCB",353.00
"TN","AVTCD",24.86
"TN","AVTCP",70.00
"TN","AVTCV",8.80
"TX","AVACB",1841.00
"TX","AVACD",24.86
"TX","AVACP",365.00
"TX","AVACV",45.80
"TX","AVTCB",1841.00
"TX","AVTCD",24.86
"TX","AVTCP",365.00
"TX","AVTCV",45.80
"US","AVACB",21141.00
"US","AVACD",24.86
"US","AVACP",4188.00
"US","AVACV",525.60
"US","AVTCB",21141.00
"US","AVTCD",24.86
"US","AVTCP",4188.00
"US","AVTCV",525.60
"UT","AVACB",290.00
"UT","AVACD",24.86
"UT","AVACP",57.00
"UT","AVACV",7.20
"UT","AVTCB",290.00
"UT","AVTCD",24.86
"UT","AVTCP",57.00
"UT","AVTCV",7.20
"VA","AVACB",311.00
"VA","AVACD",24.86
"VA","AVACP",62.00
"VA","AVACV",7.70
"VA","AVTCB",311.00
"VA","AVTCD",24.86
"VA","AVTCP",62.00
"VA","AVTCV",7.70
"VT","AVACB",49.00
"VT","AVACD",24.86
"VT","AVACP",10.00
"VT","AVACV",1.20
"VT","AVTCB",49.00
"VT","AVTCD",24.86
"VT","AVTCP",10.00
"VT","AVTCV",1.20
"WA","AVACB",495.00
"WA","AVACD",24.86
"WA","AVACP",98.00
"WA","AVACV",12.30
"WA","AVTCB",495.00
"WA","AVTCD",24.86
"WA","AVTCP",98.00
"WA","AVTCV",12.30
"WI","AVACB",353.00
"WI","AVACD",24.86
"WI","AVACP",70.00
"WI","AVACV",8.80
"WI","AVTCB",353.00
"WI","AVTCD",24.86
"WI","AVTCP",70.00
"WI","AVTCV",8.80
"WV","AVACB",60.00
"WV","AVACD",24.86
"WV","AVACP",12.00
"WV","AVACV",1.50
"WV","AVTCB",60.00
"WV","AVTCD",24.86
"WV","AVTCP",12.00
"WV","AVTCV",1.50
"WY","AVACB",100.00
"WY","AVACD",24.86
"WY","AVACP",20.00
"WY","AVACV",2.50
"WY","AVTCB",100.00
"WY","AVTCD",24.86
"WY","AVTCP",20.00
"WY","AVTCV",2.50
