"State","MSN","2014"
"AK","NGACB",320.00
"AK","NGACD",8.28
"AK","NGACP",319.00
"AK","NGACV",0.10
"AK","NGCCB",17962.00
"AK","NGCCD",8.28
"AK","NGCCP",17925.00
"AK","NGCCV",148.80
"AK","NGEIB",31986.00
"AK","NGEID",5.05
"AK","NGEIP",31944.00
"AK","NGEIV",161.60
"AK","NGICB",261545.00
"AK","NGICD",7.95
"AK","NGICP",261005.00
"AK","NGICV",8.80
"AK","NGRCB",17771.00
"AK","NGRCD",9.09
"AK","NGRCP",17734.00
"AK","NGRCV",161.60
"AK","NGTCB",329585.00
"AK","NGTCD",6.99
"AK","NGTCP",328927.00
"AK","NGTCV",480.80
"AL","NGACB",19359.00
"AL","NGACD",9.87
"AL","NGACP",18912.00
"AL","NGACV",2.30
"AL","NGCCB",28165.00
"AL","NGCCD",11.64
"AL","NGCCP",27515.00
"AL","NGCCV",328.00
"AL","NGEIB",355113.00
"AL","NGEID",4.62
"AL","NGEIP",346065.00
"AL","NGEIV",1640.30
"AL","NGICB",209003.00
"AL","NGICD",5.36
"AL","NGICP",204178.00
"AL","NGICV",982.00
"AL","NGRCB",39892.00
"AL","NGRCD",14.25
"AL","NGRCP",38971.00
"AL","NGRCV",568.60
"AL","NGTCB",651532.00
"AL","NGTCD",5.81
"AL","NGTCP",635641.00
"AL","NGTCV",3521.20
"AR","NGACB",11853.00
"AR","NGACD",10.71
"AR","NGACP",11611.00
"AR","NGACV",0.30
"AR","NGCCB",51730.00
"AR","NGCCD",7.72
"AR","NGCCP",50673.00
"AR","NGCCV",399.30
"AR","NGEIB",74137.00
"AR","NGEID",6.46
"AR","NGEIP",71796.00
"AR","NGEIV",479.20
"AR","NGICB",98125.00
"AR","NGICD",6.85
"AR","NGICP",96120.00
"AR","NGICV",574.40
"AR","NGRCB",38922.00
"AR","NGRCD",10.18
"AR","NGRCP",38127.00
"AR","NGRCV",396.10
"AR","NGTCB",274767.00
"AR","NGTCD",7.44
"AR","NGTCP",268327.00
"AR","NGTCV",1849.40
"AZ","NGACB",15969.00
"AZ","NGACD",11.57
"AZ","NGACP",15516.00
"AZ","NGACV",24.20
"AZ","NGCCB",31346.00
"AZ","NGCCD",10.05
"AZ","NGCCP",30456.00
"AZ","NGCCV",314.90
"AZ","NGEIB",211640.00
"AZ","NGEID",5.15
"AZ","NGEIP",205697.00
"AZ","NGEIV",1090.20
"AZ","NGICB",23149.00
"AZ","NGICD",7.31
"AZ","NGICP",22492.00
"AZ","NGICV",169.10
"AZ","NGRCB",33344.00
"AZ","NGRCD",16.71
"AZ","NGRCP",32397.00
"AZ","NGRCV",557.20
"AZ","NGTCB",315448.00
"AZ","NGTCD",7.15
"AZ","NGTCP",306558.00
"AZ","NGTCV",2155.70
"CA","NGACB",40475.00
"CA","NGACD",9.19
"CA","NGACP",39478.00
"CA","NGACV",156.20
"CA","NGCCB",243679.00
"CA","NGCCD",8.83
"CA","NGCCP",237675.00
"CA","NGCCV",2151.00
"CA","NGEIB",858977.00
"CA","NGEID",5.06
"CA","NGEIP",831522.00
"CA","NGEIV",4348.90
"CA","NGICB",866822.00
"CA","NGICD",7.46
"CA","NGICP",845466.00
"CA","NGICV",4896.90
"CA","NGRCB",407530.00
"CA","NGRCD",11.23
"CA","NGRCP",397489.00
"CA","NGRCV",4575.10
"CA","NGTCB",2417476.00
"CA","NGTCD",7.39
"CA","NGTCP",2351630.00
"CA","NGTCV",16127.90
"CO","NGACB",9119.00
"CO","NGACD",11.74
"CO","NGACP",8767.00
"CO","NGACV",3.90
"CO","NGCCB",60334.00
"CO","NGCCD",7.84
"CO","NGCCP",58008.00
"CO","NGCCV",472.80
"CO","NGEIB",101851.00
"CO","NGEID",5.21
