"State","MSN","2014"
"AK","PEEID",6.40
"AK","PEEIV",291.60
"AK","TEACB",163042.00
"AK","TEACD",25.46
"AK","TEACV",4142.70
"AK","TECCB",63207.00
"AK","TECCD",19.78
"AK","TECCV",885.30
"AK","TEEIB",61634.00
"AK","TEICB",329021.00
"AK","TEICD",26.33
"AK","TEICV",1099.00
"AK","TERCB",47848.00
"AK","TERCD",23.25
"AK","TERCV",763.60
"AK","TETCB",603119.00
"AK","TETCD",24.43
"AK","TETCV",6890.60
"AL","PEEID",2.60
"AL","PEEIV",3336.00
"AL","TEACB",468728.00
"AL","TEACD",25.94
"AL","TEACV",11661.70
"AL","TECCB",262362.00
"AL","TECCD",26.06
"AL","TECCV",2943.40
"AL","TEEIB",1371221.00
"AL","TEICB",848409.00
"AL","TEICD",8.74
"AL","TEICV",5006.20
"AL","TERCB",378722.00
"AL","TERCD",28.34
"AL","TERCV",4535.10
"AL","TETCB",1958221.00
"AL","TETCD",18.64
"AL","TETCV",24146.50
"AR","PEEID",2.53
"AR","PEEIV",1420.70
"AR","TEACB",278665.00
"AR","TEACD",26.55
"AR","TEACV",7085.60
"AR","TECCB",182540.00
"AR","TECCD",15.12
"AR","TECCV",1486.00
"AR","TEEIB",587323.00
"AR","TEICB",406241.00
"AR","TEICD",11.40
"AR","TEICV",2961.40
"AR","TERCB",246964.00
"AR","TERCD",21.21
"AR","TERCV",2352.00
"AR","TETCB",1114409.00
"AR","TETCD",18.87
"AR","TETCV",13884.90
"AZ","PEEID",2.33
"AZ","PEEIV",2322.80
"AZ","TEACB",464298.00
"AZ","TEACD",27.12
"AZ","TEACV",12213.70
"AZ","TECCB",337511.00
"AZ","TECCD",24.91
"AZ","TECCV",3469.10
"AZ","TEEIB",1089027.00
"AZ","TEICB",234462.00
"AZ","TEICD",17.79
"AZ","TEICV",2363.10
"AZ","TERCB",386319.00
"AZ","TERCD",30.64
"AZ","TERCV",4563.60
"AZ","TETCB",1422590.00
"AZ","TETCD",25.94
"AZ","TETCV",22609.60
"CA","PEEID",4.52
"CA","PEEIV",5262.10
"CA","TEACB",2948255.00
"CA","TEACD",27.34
"CA","TEACV",79838.50
"CA","TECCB",1418499.00
"CA","TECCD",31.04
"CA","TECCV",21589.30
"CA","TEEIB",1653635.00
"CA","TEICB",1855925.00
"CA","TEICD",15.10
"CA","TEICV",16276.30
"CA","TERCB",1397411.00
"CA","TERCD",26.72
"CA","TERCV",20015.60
"CA","TETCB",7620082.00
"CA","TETCD",25.31
"CA","TETCV",137719.80
"CO","PEEID",2.69
"CO","PEEIV",1197.10
"CO","TEACB",410803.00
"CO","TEACD",26.84
"CO","TEACV",10779.60
"CO","TECCB",281985.00
"CO","TECCD",19.52
"CO","TECCV",2672.20
"CO","TEEIB",533753.00
"CO","TEICB",429144.00
"CO","TEICD",14.91
"CO","TEICV",2791.90
"CO","TERCB",355245.00
"CO","TERCD",17.43
"CO","TERCV",3750.60
"CO","TETCB",1477177.00
"CO","TETCD",21.25
"CO","TETCV",19994.40
"CT","PEEID",3.34
"CT","PEEIV",995.50
"CT","TEACB",226663.00
"CT","TEACD",28.85
"CT","TEACV",6370.60
"CT","TECCB",190873.00
"CT","TECCD",26.00
"CT","TECCV",2891.80
"CT","TEEIB",302231.00
"CT","TEICB",83091.00
"CT","TEICD",18.49
"CT","TEICV",1101.00
"CT","TERCB",249393.00
"CT","TERCD",31.12
"CT","TERCV",5120.00
"CT","TETCB",750019.00
"CT","TETCD",27.84
"CT","TETCV",15483.40
"DC","PEEID",0.00
"DC","PEEIV",0.00
"DC","TEACB",20733.00
"DC","TEACD",28.29
"DC","TEACV",477.80
"DC","TECCB",112332.00
"DC","TECCD",26.48
"DC","TECCV",1270.10
"DC","TEEIB",0.00
"DC","TEICB",7253.00
"DC","TEICD",18.32
"DC","TEICV",99.50
"DC","TERCB",38611.00
"DC","TERCD",20.86
"DC","TERCV",472.90
"DC","TETCB",178929.00
"DC","TETCD",24.96
"DC","TETCV",2320.30
"DE","PEEID",4.58
"DE","PEEIV",277.40
"DE","TEACB",62628.00
"DE","TEACD",27.44
"DE","TEACV",1688.70
"DE","TECCB",57258.00
"DE","TECCD",21.55
"DE","TECCV",634.00
"DE","TEEIB",60963.00
"DE","TEICB",87226.00
"DE","TEICD",15.50
"DE","TEICV",568.90
"DE","TERCB",66902.00
"DE","TERCD",27.94
"DE","TERCV",956.90
"DE","TETCB",274013.00
"DE","TETCD",23.77
"DE","TETCV",3848.50
"FL","PEEID",4.10
"FL","PEEIV",8071.00
"FL","TEACB",1480344.00
"FL","TEACD",25.17
"FL","TEACV",37151.20
"FL","TECCB",974148.00
"FL","TECCD",25.61
"FL","TECCV",10461.90
"FL","TEEIB",1973234.00
"FL","TEICB",468035.00
"FL","TEICD",12.12
"FL","TEICV",4308.00
"FL","TERCB",1199153.00
"FL","TERCD",33.98
"FL","TERCV",14492.60
"FL","TETCB",4121680.00
"FL","TETCD",24.91
"FL","TETCV",66413.60
"GA","PEEID",2.91
"GA","PEEIV",3234.50
"GA","TEACB",789809.00
"GA","TEACD",25.22
"GA","TEACV",19712.60
"GA","TECCB",548785.00
"GA","TECCD",24.41
"GA","TECCV",5689.60
"GA","TEEIB",1139667.00
"GA","TEICB",769642.00
"GA","TEICD",10.05
"GA","TEICV",5373.20
"GA","TERCB",742753.00
"GA","TERCD",25.81
"GA","TERCV",8952.40
"GA","TETCB",2850990.00
"GA","TETCD",20.95
"GA","TETCV",39727.80
"HI","PEEID",16.46
"HI","PEEIV",1373.60
"HI","TEACB",141357.00
"HI","TEACD",26.51
"HI","TEACV",3746.80
"HI","TECCB",38836.00
"HI","TECCD",62.89
"HI","TECCV",1278.50
"HI","TEEIB",92152.00
"HI","TEICB",64381.00
"HI","TEICD",51.86
"HI","TEICV",1314.60
"HI","TERCB",36631.00
"HI","TERCD",100.45
"HI","TERCV",1038.70
"HI","TETCB",281206.00
"HI","TETCD",37.38
"HI","TETCV",7378.60
"IA","PEEID",1.73
"IA","PEEIV",683.70
"IA","TEACB",309008.00
"IA","TEACD",27.24
"IA","TEACV",8060.10
"IA","TECCB",213305.00
"IA","TECCD",15.98
"IA","TECCV",2015.50
"IA","TEEIB",556904.00
"IA","TEICB",766514.00
"IA","TEICD",12.07
"IA","TEICV",5046.30
"IA","TERCB",253072.00
"IA","TERCD",19.56
"IA","TERCV",2900.00
"IA","TETCB",1541900.00
"IA","TETCD",18.24
"IA","TETCV",18021.80
"ID","PEEID",4.45
"ID","PEEIV",124.40
"ID","TEACB",135215.00
"ID","TEACD",28.46
"ID","TEACV",3735.10
"ID","TECCB",87019.00
"ID","TECCD",16.55
"ID","TECCV",699.30
"ID","TEEIB",140885.00
"ID","TEICB",177725.00
"ID","TEICD",12.89
"ID","TEICV",1406.70
"ID","TERCB",119976.00
"ID","TERCD",19.31
"ID","TERCV",1139.10
"ID","TETCB",519935.00
"ID","TETCD",20.43
"ID","TETCV",6980.20
"IL","PEEID",1.46
"IL","PEEIV",2887.40
"IL","TEACB",966836.00
"IL","TEACD",26.48
"IL","TEACV",24668.00
"IL","TECCB",820066.00
"IL","TECCD",16.30
"IL","TECCV",7152.80
"IL","TEEIB",2078388.00
"IL","TEICB",1224981.00
