"State","MSN","2014"
"FL","CLICD",4.29
"FL","CLICP",618.00
"FL","CLICV",68.70
"FL","CLRCB",0.00
"FL","CLRCD",0.00
"FL","CLRCP",0.00
"FL","CLRCV",0.00
"FL","CLTCB",557882.00
"FL","CLTCD",3.33
"FL","CLTCP",23630.00
"FL","CLTCV",1857.50
"GA","CLACB",0.00
"GA","CLACD",0.00
"GA","CLACP",0.00
"GA","CLACV",0.00
"GA","CLCCB",99.00
"GA","CLCCD",5.09
"GA","CLCCP",4.00
"GA","CLCCV",0.50
"GA","CLEIB",461406.00
"GA","CLEID",3.10
"GA","CLEIP",22660.00
"GA","CLEIV",1430.20
"GA","CLICB",21152.00
"GA","CLICD",4.27
"GA","CLICP",817.00
"GA","CLICV",90.40
"GA","CLRCB",0.00
"GA","CLRCD",0.00
"GA","CLRCP",0.00
"GA","CLRCV",0.00
"GA","CLTCB",482657.00
"GA","CLTCD",3.15
"GA","CLTCP",23481.00
"GA","CLTCV",1521.10
"HI","CLACB",0.00
"HI","CLACD",0.00
"HI","CLACP",0.00
"HI","CLACV",0.00
"HI","CLCCB",0.00
"HI","CLCCD",0.00
"HI","CLCCP",0.00
"HI","CLCCV",0.00
"HI","CLEIB",15873.00
"HI","CLEID",2.49
"HI","CLEIP",769.00
"HI","CLEIV",39.50
"HI","CLICB",1368.00
"HI","CLICD",3.78
"HI","CLICP",61.00
"HI","CLICV",5.20
"HI","CLRCB",0.00
"HI","CLRCD",0.00
"HI","CLRCP",0.00
"HI","CLRCV",0.00
"HI","CLTCB",17241.00
"HI","CLTCD",2.59
"HI","CLTCP",831.00
"HI","CLTCV",44.70
"IA","CLACB",0.00
"IA","CLACD",0.00
"IA","CLACP",0.00
"IA","CLACV",0.00
"IA","CLCCB",4778.00
"IA","CLCCD",2.67
"IA","CLCCP",209.00
"IA","CLCCV",12.70
"IA","CLEIB",337689.00
"IA","CLEID",1.67
"IA","CLEIP",19705.00
"IA","CLEIV",563.70
"IA","CLICB",58685.00
"IA","CLICD",2.49
"IA","CLICP",3094.00
"IA","CLICV",146.20
"IA","CLRCB",0.00
"IA","CLRCD",0.00
"IA","CLRCP",0.00
"IA","CLRCV",0.00
"IA","CLTCB",401151.00
"IA","CLTCD",1.80
"IA","CLTCP",23008.00
"IA","CLTCV",722.70
"ID","CLACB",0.00
"ID","CLACD",0.00
"ID","CLACP",0.00
"ID","CLACV",0.00
"ID","CLCCB",45.00
"ID","CLCCD",3.84
"ID","CLCCP",2.00
"ID","CLCCV",0.20
"ID","CLEIB",0.00
"ID","CLEID",0.00
"ID","CLEIP",0.00
"ID","CLEIV",0.00
"ID","CLICB",7427.00
"ID","CLICD",3.26
"ID","CLICP",350.00
"ID","CLICV",24.20
"ID","CLRCB",0.00
"ID","CLRCD",0.00
"ID","CLRCP",0.00
"ID","CLRCV",0.00
"ID","CLTCB",7472.00
"ID","CLTCD",3.26
"ID","CLTCP",352.00
"ID","CLTCV",24.40
"IL","CLACB",0.00
"IL","CLACD",0.00
"IL","CLACP",0.00
"IL","CLACV",0.00
"IL","CLCCB",2752.00
"IL","CLCCD",2.59
"IL","CLCCP",123.00
"IL","CLCCV",7.10
"IL","CLEIB",905508.00
"IL","CLEID",1.99
"IL","CLEIP",51563.00
"IL","CLEIV",1798.20
"IL","CLICB",109595.00
"IL","CLICD",3.19
"IL","CLICP",4623.00
"IL","CLICV",349.20
"IL","CLRCB",0.00
"IL","CLRCD",0.00
"IL","CLRCP",0.00
"IL","CLRCV",0.00
"IL","CLTCB",1017855.00
"IL","CLTCD",2.12
"IL","CLTCP",56309.00
"IL","CLTCV",2154.50
"IN","CLACB",0.00
"IN","CLACD",0.00
"IN","CLACP",0.00
"IN","CLACV",0.00
"IN","CLCCB",3138.00
"IN","CLCCD",3.20
"IN","CLCCP",139.00
"IN","CLCCV",10.10
"IN","CLEIB",1033621.00
"IN","CLEID",2.56
"IN","CLEIP",48582.00
"IN","CLEIV",2649.10
"IN","CLICB",184732.00
"IN","CLICD",4.63
"IN","CLICP",6622.00
"IN","CLICV",854.80
"IN","CLRCB",0.00
"IN","CLRCD",0.00
"IN","CLRCP",0.00
"IN","CLRCV",0.00
"IN","CLTCB",1221492.00
"IN","CLTCD",2.88
"IN","CLTCP",55344.00
"IN","CLTCV",3513.90
"KS","CLACB",0.00
"KS","CLACD",0.00
"KS","CLACP",0.00
"KS","CLACV",0.00
"KS","CLCCB",0.00
"KS","CLCCD",0.00
"KS","CLCCP",0.00
"KS","CLCCV",0.00
"KS","CLEIB",313624.00
"KS","CLEID",1.79
"KS","CLEIP",18199.00
"KS","CLEIV",561.30
"KS","CLICB",2948.00
"KS","CLICD",2.46
"KS","CLICP",121.00
"KS","CLICV",7.30
"KS","CLRCB",0.00
"KS","CLRCD",0.00
"KS","CLRCP",0.00
"KS","CLRCV",0.00
"KS","CLTCB",316572.00
"KS","CLTCD",1.80
"KS","CLTCP",18320.00
"KS","CLTCV",568.50
"KY","CLACB",0.00
"KY","CLACD",0.00
"KY","CLACP",0.00
"KY","CLACV",0.00
"KY","CLCCB",490.00
"KY","CLCCD",4.72
"KY","CLCCP",19.00
"KY","CLCCV",2.30
"KY","CLEIB",886357.00
"KY","CLEID",2.34
"KY","CLEIP",39214.00
"KY","CLEIV",2077.70
"KY","CLICB",26605.00
"KY","CLICD",3.68
"KY","CLICP",1030.00
"KY","CLICV",97.90
"KY","CLRCB",0.00
"KY","CLRCD",0.00
"KY","CLRCP",0.00
"KY","CLRCV",0.00
"KY","CLTCB",913452.00
"KY","CLTCD",2.38
"KY","CLTCP",40262.00
"KY","CLTCV",2177.90
"LA","CLACB",0.00
"LA","CLACD",0.00
"LA","CLACP",0.00
"LA","CLACV",0.00
"LA","CLCCB",0.00
"LA","CLCCD",0.00
"LA","CLCCP",0.00
"LA","CLCCV",0.00
"LA","CLEIB",207043.00
"LA","CLEID",2.95
"LA","CLEIP",12632.00
"LA","CLEIV",611.40
"LA","CLICB",2931.00
"LA","CLICD",5.20
"LA","CLICP",189.00
"LA","CLICV",15.20
"LA","CLRCB",0.00
"LA","CLRCD",0.00
"LA","CLRCP",0.00
"LA","CLRCV",0.00
"LA","CLTCB",209973.00
"LA","CLTCD",2.98
"LA","CLTCP",12821.00
"LA","CLTCV",626.60
"MA","CLACB",0.00
"MA","CLACD",0.00
"MA","CLACP",0.00
"MA","CLACV",0.00
"MA","CLCCB",0.00
"MA","CLCCD",0.00
"MA","CLCCP",0.00
"MA","CLCCV",0.00
"MA","CLEIB",28327.00
"MA","CLEID",4.27
"MA","CLEIP",1244.00
"MA","CLEIV",120.90
"MA","CLICB",1544.00
"MA","CLICD",5.48
"MA","CLICP",57.00
