"State","MSN","2015"
"AK","ESACB",0.00
"AK","ESACD",0.00
"AK","ESACP",0.00
"AK","ESACV",0.00
"AK","ESCCB",9429.00
"AK","ESCCD",51.10
"AK","ESCCP",2763.00
"AK","ESCCV",481.80
"AK","ESICB",4611.00
"AK","ESICD",42.57
"AK","ESICP",1352.00
"AK","ESICV",187.00
"AK","ESRCB",6975.00
"AK","ESRCD",58.11
"AK","ESRCP",2044.00
"AK","ESRCV",405.30
"AK","ESTCB",21015.00
"AK","ESTCD",51.65
"AK","ESTCP",6159.00
"AK","ESTCV",1074.10
"AL","ESACB",0.00
"AL","ESACD",0.00
"AL","ESACP",0.00
"AL","ESACV",0.00
"AL","ESCCB",79970.00
"AL","ESCCD",31.75
"AL","ESCCP",23438.00
"AL","ESCCV",2538.60
"AL","ESICB",114299.00
"AL","ESICD",17.68
"AL","ESICP",33499.00
"AL","ESICV",2000.20
"AL","ESRCB",108872.00
"AL","ESRCD",34.28
"AL","ESRCP",31909.00
"AL","ESRCV",3731.80
"AL","ESTCB",303141.00
"AL","ESTCD",27.39
"AL","ESTCP",88846.00
"AL","ESTCV",8270.70
"AR","ESACB",1.00
"AR","ESACD",32.86
"AR","ESACP",0.00
"AR","ESACV",0.00
"AR","ESCCB",41467.00
"AR","ESCCD",24.39
"AR","ESCCP",12153.00
"AR","ESCCV",1011.20
"AR","ESICB",54722.00
"AR","ESICD",18.25
"AR","ESICP",16038.00
"AR","ESICV",983.80
"AR","ESRCB",62349.00
"AR","ESRCD",28.78
"AR","ESRCP",18273.00
"AR","ESRCV",1794.30
"AR","ESTCB",158539.00
"AR","ESTCD",24.03
"AR","ESTCP",46465.00
"AR","ESTCV",3789.40
"AZ","ESACB",21.00
"AZ","ESACD",27.54
"AZ","ESACP",6.00
"AZ","ESACV",0.60
"AZ","ESCCB",99918.00
"AZ","ESCCD",30.45
"AZ","ESCCP",29284.00
"AZ","ESCCV",3042.90
"AZ","ESICB",50810.00
"AZ","ESICD",18.36
"AZ","ESICP",14892.00
"AZ","ESICV",932.70
"AZ","ESRCB",113167.00
"AZ","ESRCD",35.55
"AZ","ESRCP",33167.00
"AZ","ESRCV",4023.30
"AZ","ESTCB",263916.00
"AZ","ESTCD",30.31
"AZ","ESTCP",77349.00
"AZ","ESTCV",7999.50
"CA","ESACB",2858.00
"CA","ESACD",26.36
"CA","ESACP",838.00
"CA","ESACV",75.30
"CA","ESCCB",403927.00
"CA","ESCCD",46.12
"CA","ESCCP",118384.00
"CA","ESCCV",18627.10
"CA","ESICB",179342.00
"CA","ESICD",35.65
"CA","ESICP",52562.00
"CA","ESICV",6089.00
"CA","ESRCB",304986.00
"CA","ESRCD",49.80
"CA","ESRCP",89386.00
"CA","ESRCV",15187.80
"CA","ESTCB",891114.00
"CA","ESTCD",45.30
"CA","ESTCP",261170.00
"CA","ESTCV",39979.20
"CO","ESACB",219.00
"CO","ESACD",29.54
"CO","ESACP",64.00
"CO","ESACV",6.50
"CO","ESCCB",69632.00
"CO","ESCCD",28.96
"CO","ESCCP",20408.00
"CO","ESCCV",2016.60
"CO","ESICB",52063.00
"CO","ESICD",21.69
"CO","ESICP",15259.00
"CO","ESICV",1105.30
"CO","ESRCB",62729.00
"CO","ESRCD",35.52
"CO","ESRCP",18385.00
"CO","ESRCV",2228.00
"CO","ESTCB",184644.00
"CO","ESTCD",29.18
"CO","ESTCP",54116.00
"CO","ESTCV",5356.30
"CT","ESACB",658.00
"CT","ESACD",38.63
"CT","ESACP",193.00
"CT","ESACV",25.40
"CT","ESCCB",44215.00
"CT","ESCCD",46.81
"CT","ESCCP",12959.00
"CT","ESCCV",2069.60
"CT","ESICB",11710.00
"CT","ESICD",37.97
"CT","ESICP",3432.00
"CT","ESICV",444.60
"CT","ESRCB",43990.00
"CT","ESRCD",61.36
"CT","ESRCP",12893.00
"CT","ESRCV",2699.30
"CT","ESTCB",100573.00
"CT","ESTCD",52.09
"CT","ESTCP",29476.00
"CT","ESTCV",5238.90
"DC","ESACB",1139.00
"DC","ESACD",26.38
"DC","ESACP",334.00
"DC","ESACV",30.00
"DC","ESCCB",28052.00
"DC","ESCCD",35.19
"DC","ESCCP",8222.00
"DC","ESCCV",987.10
"DC","ESICB",813.00
"DC","ESICD",25.75
"DC","ESICP",238.00
"DC","ESICV",20.90
"DC","ESRCB",8522.00
"DC","ESRCD",38.06
"DC","ESRCP",2498.00
"DC","ESRCV",324.30
"DC","ESTCB",38526.00
"DC","ESTCD",35.36
"DC","ESTCP",11291.00
"DC","ESTCV",1362.40
"DE","ESACB",0.00
"DE","ESACD",0.00
"DE","ESACP",0.00
"DE","ESACV",0.00
"DE","ESCCB",14396.00
"DE","ESCCD",30.05
"DE","ESCCP",4219.00
"DE","ESCCV",432.60
"DE","ESICB",8292.00
"DE","ESICD",24.27
"DE","ESICP",2430.00
"DE","ESICV",177.50
"DE","ESRCB",16545.00
"DE","ESRCD",39.34
"DE","ESRCP",4849.00
"DE","ESRCV",650.80
"DE","ESTCB",39232.00
"DE","ESTCD",32.96
"DE","ESTCP",11498.00
"DE","ESTCV",1260.90
"FL","ESACB",326.00
"FL","ESACD",26.14
"FL","ESACP",95.00
"FL","ESACV",8.50
"FL","ESCCB",327030.00
"FL","ESCCD",27.85
"FL","ESCCP",95847.00
"FL","ESCCV",9106.20
"FL","ESICB",57654.00
"FL","ESICD",24.08
"FL","ESICP",16897.00
"FL","ESICV",1388.10
"FL","ESRCB",418855.00
