"State","MSN","2014"
"AK","ARICB",12335.00
"AK","ARICD",16.33
"AK","ARICP",1859.00
"AK","ARICV",201.40
"AK","ARTCB",12335.00
"AK","ARTCD",16.33
"AK","ARTCP",1859.00
"AK","ARTCV",201.40
"AL","ARICB",16483.00
"AL","ARICD",15.69
"AL","ARICP",2484.00
"AL","ARICV",258.60
"AL","ARTCB",16483.00
"AL","ARTCD",15.69
"AL","ARTCP",2484.00
"AL","ARTCV",258.60
"AR","ARICB",12504.00
"AR","ARICD",15.29
"AR","ARICP",1884.00
"AR","ARICV",191.20
"AR","ARTCB",12504.00
"AR","ARTCD",15.29
"AR","ARTCP",1884.00
"AR","ARTCV",191.20
"AZ","ARICB",16284.00
"AZ","ARICD",14.69
"AZ","ARICP",2454.00
"AZ","ARICV",239.10
"AZ","ARTCB",16284.00
"AZ","ARTCD",14.69
"AZ","ARTCP",2454.00
"AZ","ARTCV",239.10
"CA","ARICB",57377.00
"CA","ARICD",15.97
"CA","ARICP",8646.00
"CA","ARICV",916.30
"CA","ARTCB",57377.00
"CA","ARTCD",15.97
"CA","ARTCP",8646.00
"CA","ARTCV",916.30
"CO","ARICB",15914.00
"CO","ARICD",15.57
"CO","ARICP",2398.00
"CO","ARICV",247.80
"CO","ARTCB",15914.00
"CO","ARTCD",15.57
"CO","ARTCP",2398.00
"CO","ARTCV",247.80
"CT","ARICB",10486.00
"CT","ARICD",15.69
"CT","ARICP",1580.00
"CT","ARICV",164.60
"CT","ARTCB",10486.00
"CT","ARTCD",15.69
"CT","ARTCP",1580.00
"CT","ARTCV",164.60
"DC","ARICB",4222.00
"DC","ARICD",15.93
"DC","ARICP",636.00
"DC","ARICV",67.20
"DC","ARTCB",4222.00
"DC","ARTCD",15.93
"DC","ARTCP",636.00
"DC","ARTCV",67.20
"DE","ARICB",2815.00
"DE","ARICD",15.89
"DE","ARICP",424.00
"DE","ARICV",44.70
"DE","ARTCB",2815.00
"DE","ARTCD",15.89
"DE","ARTCP",424.00
"DE","ARTCV",44.70
"FL","ARICB",25576.00
"FL","ARICD",15.52
"FL","ARICP",3854.00
"FL","ARICV",396.90
"FL","ARTCB",25576.00
"FL","ARTCD",15.52
"FL","ARTCP",3854.00
"FL","ARTCV",396.90
"GA","ARICB",10231.00
"GA","ARICD",15.85
"GA","ARICP",1542.00
"GA","ARICV",162.20
"GA","ARTCB",10231.00
"GA","ARTCD",15.85
"GA","ARTCP",1542.00
"GA","ARTCV",162.20
"HI","ARICB",4495.00
"HI","ARICD",21.78
"HI","ARICP",677.00
"HI","ARICV",97.90
"HI","ARTCB",4495.00
"HI","ARTCD",21.78
"HI","ARTCP",677.00
"HI","ARTCV",97.90
"IA","ARICB",8810.00
"IA","ARICD",15.60
"IA","ARICP",1328.00
"IA","ARICV",137.40
"IA","ARTCB",8810.00
"IA","ARTCD",15.60
"IA","ARTCP",1328.00
"IA","ARTCV",137.40
"ID","ARICB",6423.00
"ID","ARICD",15.93
"ID","ARICP",968.00
"ID","ARICV",102.30
"ID","ARTCB",6423.00
"ID","ARTCD",15.93
"ID","ARTCP",968.00
"ID","ARTCV",102.30
"IL","ARICB",28418.00
"IL","ARICD",15.60
"IL","ARICP",4282.00
"IL","ARICV",443.30
"IL","ARTCB",28418.00
"IL","ARTCD",15.60
"IL","ARTCP",4282.00
"IL","ARTCV",443.30
"IN","ARICB",18472.00
