"State","MSN","2015"
"MO","DFCCB",5496.00
"MO","DFCCD",13.28
"MO","DFCCP",953.00
"MO","DFCCV",73.00
"MO","DFEIB",912.00
"MO","DFEID",12.88
"MO","DFEIP",158.00
"MO","DFEIV",11.70
"MO","DFICB",25869.00
"MO","DFICD",14.77
"MO","DFICP",4485.00
"MO","DFICV",382.10
"MO","DFRCB",156.00
"MO","DFRCD",17.58
"MO","DFRCP",27.00
"MO","DFRCV",2.70
"MO","DFTCB",185463.00
"MO","DFTCD",17.70
"MO","DFTCP",32154.00
"MO","DFTCV",3282.10
"MS","DFACB",100497.00
"MS","DFACD",18.45
"MS","DFACP",17423.00
"MS","DFACV",1853.90
"MS","DFCCB",3755.00
"MS","DFCCD",13.23
"MS","DFCCP",651.00
"MS","DFCCV",49.70
"MS","DFEIB",168.00
"MS","DFEID",12.71
"MS","DFEIP",29.00
"MS","DFEIV",2.10
"MS","DFICB",14497.00
"MS","DFICD",14.01
"MS","DFICP",2513.00
"MS","DFICV",201.90
"MS","DFRCB",1.00
"MS","DFRCD",16.03
"MS","DFRCP",0.00
"MS","DFRCV",0.00
"MS","DFTCB",118918.00
"MS","DFTCD",17.74
"MS","DFTCP",20617.00
"MS","DFTCV",2107.60
"MT","DFACB",38451.00
"MT","DFACD",20.08
"MT","DFACP",6666.00
"MT","DFACV",772.10
"MT","DFCCB",306.00
"MT","DFCCD",12.86
"MT","DFCCP",53.00
"MT","DFCCV",3.90
"MT","DFEIB",69.00
"MT","DFEID",14.70
"MT","DFEIP",12.00
"MT","DFEIV",1.00
"MT","DFICB",9565.00
"MT","DFICD",14.04
"MT","DFICP",1658.00
"MT","DFICV",134.10
"MT","DFRCB",404.00
"MT","DFRCD",13.84
"MT","DFRCP",70.00
"MT","DFRCV",5.60
"MT","DFTCB",48796.00
"MT","DFTCD",18.79
"MT","DFTCP",8460.00
"MT","DFTCV",916.80
"NC","DFACB",151240.00
"NC","DFACD",19.38
"NC","DFACP",26220.00
"NC","DFACV",2931.70
"NC","DFCCB",7391.00
"NC","DFCCD",13.68
"NC","DFCCP",1281.00
"NC","DFCCV",101.10
"NC","DFEIB",4562.00
"NC","DFEID",13.22
"NC","DFEIP",791.00
"NC","DFEIV",60.30
"NC","DFICB",19440.00
"NC","DFICD",15.21
"NC","DFICP",3370.00
"NC","DFICV",295.70
"NC","DFRCB",9061.00
"NC","DFRCD",17.67
"NC","DFRCP",1571.00
"NC","DFRCV",160.10
"NC","DFTCB",191694.00
"NC","DFTCD",18.51
"NC","DFTCP",33234.00
"NC","DFTCV",3549.00
"ND","DFACB",59179.00
"ND","DFACD",20.06
"ND","DFACP",10260.00
"ND","DFACV",1186.80
"ND","DFCCB",1765.00
"ND","DFCCD",13.38
"ND","DFCCP",306.00
"ND","DFCCV",23.60
"ND","DFEIB",282.00
"ND","DFEID",12.65
"ND","DFEIP",49.00
"ND","DFEIV",3.60
"ND","DFICB",45422.00
"ND","DFICD",14.88
"ND","DFICP",7875.00
"ND","DFICV",675.70
"ND","DFRCB",743.00
"ND","DFRCD",17.71
"ND","DFRCP",129.00
"ND","DFRCV",13.20
"ND","DFTCB",107390.00
"ND","DFTCD",17.72
"ND","DFTCP",18618.00
"ND","DFTCV",1902.90
"NE","DFACB",83301.00
"NE","DFACD",19.39
"NE","DFACP",14442.00
"NE","DFACV",1615.60
"NE","DFCCB",1875.00
"NE","DFCCD",13.45
"NE","DFCCP",325.00
"NE","DFCCV",25.20
"NE","DFEIB",92.00
"NE","DFEID",18.25
"NE","DFEIP",16.00
"NE","DFEIV",1.70
"NE","DFICB",26400.00
"NE","DFICD",14.95
"NE","DFICP",4577.00
"NE","DFICV",394.70
"NE","DFRCB",83.00
"NE","DFRCD",17.80
"NE","DFRCP",14.00
"NE","DFRCV",1.50
"NE","DFTCB",111751.00
"NE","DFTCD",18.24
"NE","DFTCP",19374.00
"NE","DFTCV",2038.60
"NH","DFACB",13956.00
"NH","DFACD",20.15
"NH","DFACP",2420.00
"NH","DFACV",281.30
"NH","DFCCB",5272.00
"NH","DFCCD",14.61
"NH","DFCCP",914.00
"NH","DFCCV",77.00
"NH","DFEIB",457.00
"NH","DFEID",13.55
"NH","DFEIP",79.00
"NH","DFEIV",6.20
"NH","DFICB",2283.00
"NH","DFICD",14.71
"NH","DFICP",396.00
"NH","DFICV",33.60
"NH","DFRCB",21068.00
"NH","DFRCD",17.72
"NH","DFRCP",3653.00
"NH","DFRCV",373.30
"NH","DFTCB",43037.00
"NH","DFTCD",17.92
"NH","DFTCP",7461.00
"NH","DFTCV",771.40
"NJ","DFACB",119667.00
"NJ","DFACD",19.55
"NJ","DFACP",20747.00
"NJ","DFACV",2339.80
"NJ","DFCCB",10993.00
"NJ","DFCCD",14.72
"NJ","DFCCP",1906.00
"NJ","DFCCV",161.80
"NJ","DFEIB",697.00
"NJ","DFEID",14.70
"NJ","DFEIP",121.00
"NJ","DFEIV",10.30
"NJ","DFICB",12326.00
"NJ","DFICD",14.66
"NJ","DFICP",2137.00
"NJ","DFICV",179.70
"NJ","DFRCB",28357.00
"NJ","DFRCD",19.81
"NJ","DFRCP",4916.00
"NJ","DFRCV",561.80
"NJ","DFTCB",172040.00
"NJ","DFTCD",18.92
"NJ","DFTCP",29827.00
"NJ","DFTCV",3253.50
"NM","DFACB",80048.00
"NM","DFACD",19.41
"NM","DFACP",13878.00
"NM","DFACV",1553.60
"NM","DFCCB",1719.00
"NM","DFCCD",13.00
"NM","DFCCP",298.00
"NM","DFCCV",22.30
"NM","DFEIB",728.00
"NM","DFEID",15.53
"NM","DFEIP",126.00
"NM","DFEIV",11.30
"NM","DFICB",8813.00
"NM","DFICD",13.77
"NM","DFICP",1528.00
"NM","DFICV",120.90
"NM","DFRCB",9.00
"NM","DFRCD",15.75
"NM","DFRCP",2.00
"NM","DFRCV",0.10
"NM","DFTCB",91316.00
"NM","DFTCD",18.71
"NM","DFTCP",15831.00
"NM","DFTCV",1708.20
"NV","DFACB",41298.00
"NV","DFACD",19.06
"NV","DFACP",7160.00
"NV","DFACV",787.00
"NV","DFCCB",2372.00
"NV","DFCCD",15.02
"NV","DFCCP",411.00
"NV","DFCCV",35.60
"NV","DFEIB",179.00
"NV","DFEID",16.50
"NV","DFEIP",31.00
"NV","DFEIV",3.00
"NV","DFICB",3503.00
"NV","DFICD",15.19
"NV","DFICP",607.00
"NV","DFICV",53.20
"NV","DFRCB",189.00
"NV","DFRCD",20.12
"NV","DFRCP",33.00
"NV","DFRCV",3.80
"NV","DFTCB",47541.00
"NV","DFTCD",18.56
"NV","DFTCP",8242.00
"NV","DFTCV",882.60
"NY","DFACB",169179.00
"NY","DFACD",21.02
"NY","DFACP",29331.00
"NY","DFACV",3556.50
"NY","DFCCB",55567.00
"NY","DFCCD",14.49
"NY","DFCCP",9634.00
"NY","DFCCV",805.20
"NY","DFEIB",4818.00
"NY","DFEID",14.70
"NY","DFEIP",835.00
"NY","DFEIV",70.80
"NY","DFICB",11713.00
"NY","DFICD",15.04
"NY","DFICP",2031.00
"NY","DFICV",176.10
"NY","DFRCB",121938.00
"NY","DFRCD",19.26
"NY","DFRCP",21140.00
"NY","DFRCV",2348.20
"NY","DFTCB",363216.00
"NY","DFTCD",19.15
"NY","DFTCP",62971.00
"NY","DFTCV",6956.90
"OH","DFACB",244596.00
"OH","DFACD",19.37
"OH","DFACP",42406.00
"OH","DFACV",4736.80
"OH","DFCCB",11825.00
"OH","DFCCD",13.34
"OH","DFCCP",2050.00
"OH","DFCCV",157.70
"OH","DFEIB",2397.00
"OH","DFEID",13.54
"OH","DFEIP",416.00
"OH","DFEIV",32.50
"OH","DFICB",35502.00
"OH","DFICD",14.99
"OH","DFICP",6155.00
"OH","DFICV",531.30
"OH","DFRCB",8189.00
"OH","DFRCD",17.84
"OH","DFRCP",1420.00
"OH","DFRCV",146.10
"OH","DFTCB",302509.00
"OH","DFTCD",18.53
"OH","DFTCP",52446.00
"OH","DFTCV",5604.40
"OK","DFACB",151358.00
"OK","DFACD",18.23
"OK","DFACP",26241.00
"OK","DFACV",2758.70
"OK","DFCCB",4824.00
"OK","DFCCD",13.32
"OK","DFCCP",836.00
"OK","DFCCV",64.30
"OK","DFEIB",98.00
"OK","DFEID",13.81
"OK","DFEIP",17.00
"OK","DFEIV",1.40
"OK","DFICB",21877.00
"OK","DFICD",14.81
"OK","DFICP",3793.00
"OK","DFICV",323.40
"OK","DFRCB",6.00
"OK","DFRCD",17.63
"OK","DFRCP",1.00
"OK","DFRCV",0.10
"OK","DFTCB",178164.00
"OK","DFTCD",17.67
"OK","DFTCP",30888.00
"OK","DFTCV",3147.80
"OR","DFACB",83460.00
"OR","DFACD",19.85
"OR","DFACP",14469.00
"OR","DFACV",1656.30
"OR","DFCCB",2219.00
"OR","DFCCD",14.11
"OR","DFCCP",385.00
"OR","DFCCV",31.30
"OR","DFEIB",61.00
"OR","DFEID",11.19
"OR","DFEIP",11.00
"OR","DFEIV",0.70
"OR","DFICB",14393.00
"OR","DFICD",14.22
"OR","DFICP",2495.00
"OR","DFICV",204.60
"OR","DFRCB",1693.00
"OR","DFRCD",18.83
"OR","DFRCP",294.00
"OR","DFRCV",31.90
"OR","DFTCB",101826.00
"OR","DFTCD",18.90
"OR","DFTCP",17654.00
"OR","DFTCV",1924.90
"PA","DFACB",214633.00
"PA","DFACD",21.27
"PA","DFACP",37211.00
"PA","DFACV",4565.70
"PA","DFCCB",18785.00
"PA","DFCCD",14.12
"PA","DFCCP",3257.00
"PA","DFCCV",265.20
"PA","DFEIB",6014.00
"PA","DFEID",14.70
"PA","DFEIP",1043.00
"PA","DFEIV",88.40
"PA","DFICB",51154.00
"PA","DFICD",14.58
"PA","DFICP",8869.00
"PA","DFICV",744.50
"PA","DFRCB",86879.00
"PA","DFRCD",19.63
"PA","DFRCP",15062.00
"PA","DFRCV",1705.30
"PA","DFTCB",377466.00
"PA","DFTCD",19.53
"PA","DFTCP",65441.00
"PA","DFTCV",7369.00
"RI","DFACB",9496.00
"RI","DFACD",20.96
"RI","DFACP",1646.00
"RI","DFACV",199.10
"RI","DFCCB",3124.00
"RI","DFCCD",15.64
"RI","DFCCP",542.00
"RI","DFCCV",48.90
"RI","DFEIB",825.00
"RI","DFEID",16.73
"RI","DFEIP",143.00
"RI","DFEIV",13.80
"RI","DFICB",546.00
"RI","DFICD",15.74
"RI","DFICP",95.00
"RI","DFICV",8.60
"RI","DFRCB",17289.00
"RI","DFRCD",18.96
