"STUB_1","2","3","4","5","1","3","4","5","1","2","4","5","1","2","3","5","1","2","3","4"
"Crude Oil","0","0","0","0","135,169","29,296","0","50,063","0","0","0","1,847","7,238","1,356","28,971","4,116","0","0","0","0"
"Fuel Ethanol","0","0","0","0","97,976","52,529","3,623","45,017","0","0","0","4,291","0","0","0","0","0","0","0","0"
"Biodiesel","0","0","0","0","1,554","1,536","379","1,101","0","68","0","380","0","0","5","0","0","0","0","0"
