"Table 24.  Imports of Crude Oil and Petroleum Products into the United States by Country of Origin,  2005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,          (Thousand Barrels),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country of Origin,,,Crude Oila,,Liquefied Petroleum Gases,Unfinished Oilsa,Finished Motor Gasoline,,,Motor Gasoline Blend. Comp.,,,Oxygenates,,,Distillate Fuel Oil,,,,,Kerosene,Finished Aviation Gasoline,Aviation Gasoline Blend. Comp.,Kerosene-Type Jet Fuel,Special Naphthas,Residual Fuel Oil,,,,Petrochemical Feedstocks,,Waxes,"Petrol-
eum
 Coke",Asphalt and Road Oil,"Lubri-
cants",Misc. Products,Total Products,Total Crude Oil and Products,Daily Average,,
,,,,Pentanes Plus,,,Reformulated,Conventional,Total,Reform-ulated ,Conven-tional,Total,Fuel Ethanol (FE),Methyl Tertiary Butyl Ether (MTBE),Other Oxygen-ates,15 ppm sulfur and under,Greater than 15 ppm to 500 ppm sulfur,501 to 2000 ppm,Greater than 2000 ppm,Total,,,,,,Less than  0.31 % sulfur,0.31 to 1.00     % sulfur,Greater than 1.00 % sulfur,Total,Naphtha,Other Oils,,,,,,,,Crude Oil,Products,Total
OPEC,,,"1,757,714","12,642","38,399","39,838","8,191","9,574","17,765","5,625","21,596","27,221",0,"9,002",0,0,"2,328","2,689","14,550","19,567",977,0,0,"19,196",689,"8,286","3,424","16,194","27,904","18,898","38,066",0,"1,801","9,091",0,0,"281,574","2,039,288","4,816",771,"5,587"
,Algeria,,"83,359","6,256","18,622","21,281",0,0,0,0,899,899,0,0,0,0,342,0,0,342,0,0,0,532,0,"1,285",215,261,"1,761","4,524","37,076",0,0,0,0,0,"91,293","174,652",228,250,478
,Indonesia,,"6,816",0,0,989,0,0,0,0,108,108,0,0,0,0,682,0,0,682,0,0,0,0,0,69,0,0,69,0,0,0,0,0,0,0,"1,848","8,664",19,5,24
,Iran,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Iraq,,"192,524",0,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,0,0,0,0,0,0,0,0,0,0,0,0,"1,463","193,987",527,4,531
,Kuwait,,"82,730",0,0,0,0,0,0,0,50,50,0,0,0,0,231,0,0,231,0,0,0,"2,618",0,0,0,629,629,695,0,0,"1,776",0,0,0,"5,999","88,729",227,16,243
,Libya,,"15,934",0,449,"1,053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,"1,499",309,0,"1,808",51,990,0,0,0,0,0,"4,586","20,520",44,13,56
,Nigeria,,"393,038","1,991","10,775","8,351",32,7,39,276,"5,294","5,570",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,868","1,498",400,"4,766",561,0,0,0,0,0,0,"32,402","425,440","1,077",89,"1,166"
,Qatar,,0,0,525,0,26,5,31,9,0,9,0,515,0,0,0,0,0,0,489,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,"1,594","1,594",0,4,4
,Saudi Arabia,,"527,287",0,"6,807",312,94,"2,630","2,724",628,"3,508","4,136",0,"4,170",0,0,0,176,0,176,0,0,0,"2,947",454,0,0,0,0,"11,810",0,0,0,0,0,0,"33,536","560,823","1,445",92,"1,537"
,United Arab Emirates,,"3,112",0,97,0,0,0,0,0,0,0,0,"3,025",0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,610","6,722",9,10,18
,Venezuela,,"452,914","4,395","1,124","7,105","8,039","6,932","14,971","4,712","11,737","16,449",0,"1,292",0,0,"1,073","2,513","14,550","18,136",0,0,0,"12,358",0,"2,565","1,402","14,904","18,871","1,257",0,0,25,"9,091",0,0,"105,243","558,157","1,241",288,"1,529"
Non OPEC,,,"1,938,257","4,376","81,256","172,714","78,933","123,273","202,206","27,319","131,732","159,051","3,234","2,099",352,"1,474","52,991","37,895","8,082","100,442","1,562",713,0,"50,267","4,579","25,538","60,448","79,404","165,390","36,216","19,977","1,471","9,923","6,491","4,092",66,"1,027,996","2,966,253","5,310","2,816","8,127"
,Angola,,"166,404",10,"1,979","2,023",0,0,0,0,147,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,406",328,"1,734",312,0,0,0,0,0,0,"6,205","172,609",456,17,473
,Argentina,,"20,608",1,"2,831",788,0,"3,353","3,353",150,"5,293","5,443",0,0,0,0,0,0,0,0,0,0,0,268,0,859,"1,373",241,"2,473",179,0,0,"1,121",0,0,0,"16,457","37,065",56,45,102
,Aruba,,0,0,0,"29,630",0,0,0,0,326,326,0,0,0,460,"3,804","1,654",584,"6,502",0,0,0,"3,271",0,0,0,"1,370","1,370","1,136",0,0,"3,413",0,0,0,"45,648","45,648",0,125,125
,Australia,,"3,507",0,44,192,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,430",0,0,0,0,0,"1,706","5,213",10,5,14
,Bahamas,,0,0,0,0,0,422,422,0,107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,355","4,611","5,198","11,164",0,0,0,0,0,0,0,"11,693","11,693",0,32,32
,Bahrain,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Belgium,,0,0,0,"13,576","3,915","2,227","6,142",623,"4,343","4,966",0,0,0,0,473,395,0,868,0,0,0,574,13,788,573,205,"1,566",187,0,0,0,0,42,7,"27,941","27,941",0,77,77
,Brazil,,"34,459",0,251,785,45,483,528,0,"1,140","1,140",822,"1,298",125,0,0,0,0,0,0,0,0,0,477,"2,282","13,053","1,007","16,342",160,0,0,398,0,0,0,"22,422","56,881",94,61,156
,Brunei,,"5,215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,215",14,0,14
,Cameroon,,"1,224",0,0,"1,023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,159,0,636,0,0,0,0,40,0,0,"1,699","2,923",3,5,8
,Canada,,"596,183",704,"55,491","2,201","45,809","9,246","55,055","2,359","6,258","8,617",77,0,227,303,"21,221","12,383","4,631","38,538",729,217,0,"4,168","2,692",560,"4,397","13,414","18,371","2,276",941,773,476,"6,451","1,907",59,"200,036","796,219","1,633",548,"2,181"
,Chad,,"26,948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,348","4,362",916,"8,626",0,0,0,0,0,0,0,"8,626","35,574",74,24,97
,China,,"8,597",0,0,0,0,645,645,0,186,186,0,25,0,0,0,0,0,0,0,0,0,103,0,831,146,0,977,0,0,415,992,0,0,0,"3,343","11,940",24,9,33
,Colombia,,"57,002",0,0,"1,428",0,0,0,0,538,538,0,0,0,0,0,0,0,0,0,0,0,431,0,"2,811","5,203","4,119","12,133",0,0,0,0,0,0,0,"14,530","71,532",156,40,196
,Congo (Brazzaville),,"9,216",0,0,0,0,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,695",541,13,"2,249",0,0,0,0,0,0,0,"2,376","11,592",25,7,32
,Denmark,,0,0,0,0,0,831,831,0,23,23,0,0,0,0,757,0,0,757,0,0,0,0,0,276,689,0,965,0,0,0,0,0,0,0,"2,576","2,576",0,7,7
,Ecuador,,"100,730",0,0,348,0,190,190,0,795,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,827,263,0,0,0,0,0,0,"2,423","103,153",276,7,283
,Egypt,,"1,363",0,0,327,0,608,608,200,"1,721","1,921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,186,937,0,0,0,0,0,0,"3,979","5,342",4,11,15
,Equatorial Guinea,,"24,734",0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,651,"25,385",68,2,70
,Estonia,,0,0,0,987,0,828,828,221,"8,314","8,535",0,0,0,0,433,0,0,433,0,0,0,0,0,0,152,"1,107","1,259",80,0,0,0,0,0,0,"12,122","12,122",0,33,33
,Finland,,0,0,49,0,85,"1,383","1,468",388,"3,386","3,774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,"5,306","5,306",0,15,15
,France,,0,0,262,"5,939",617,"4,848","5,465",972,"7,879","8,851",0,0,0,0,142,0,0,142,0,0,0,850,0,40,271,233,544,63,112,4,0,0,52,0,"22,596","22,596",0,62,62
,Gabon,,"46,515",0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"46,539",127,0,128
,Germany,,0,0,0,"14,420",72,"4,481","4,553",0,"5,726","5,726",0,0,0,0,279,0,0,279,0,0,0,0,0,107,"1,739",0,"1,846",0,0,17,0,0,55,0,"26,896","26,896",0,74,74
,Guatemala,,"3,885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,35,"3,920",11,0,11
,India,,0,0,0,"2,998",98,693,791,"1,713","1,371","3,084",0,0,0,0,0,735,0,735,0,496,0,"1,546",0,13,376,0,389,293,0,0,0,0,0,0,"10,332","10,332",0,28,28
,Italy,,0,0,126,944,49,"5,782","5,831","1,020","5,663","6,683",0,82,0,0,0,0,0,0,0,0,0,0,49,144,19,766,929,"1,058",0,0,0,0,0,0,"15,702","15,702",0,43,43
,"Korea, South",,0,0,41,373,0,"1,444","1,444",0,344,344,0,49,0,83,"1,575",531,0,"2,189",366,0,0,"15,291",436,442,587,0,"1,029",81,44,0,0,0,"1,314",0,"23,001","23,001",0,63,63
,Latvia,,0,0,0,0,328,0,328,695,"5,840","6,535",0,0,0,0,639,"1,163",0,"1,802",0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,"8,835","8,835",0,24,24
,Lithuania,,0,0,0,0,0,"6,850","6,850",0,102,102,0,0,0,0,135,0,513,648,0,0,0,0,0,272,51,0,323,0,0,0,0,0,0,0,"7,923","7,923",0,22,22
,Malaysia,,"3,648",0,90,"1,684",0,43,43,0,575,575,0,0,0,0,0,0,0,0,0,0,0,200,0,50,0,0,50,200,"1,055",142,162,0,0,0,"4,201","7,849",10,12,22
,Mexico,,"567,955",904,703,"10,184",0,284,284,0,588,588,0,0,0,0,0,0,0,0,0,0,0,"2,121",0,147,381,"7,483","8,011","15,042",949,10,0,0,0,0,"38,796","606,751","1,556",106,"1,662"
,Netherlands,,0,0,97,"3,846","9,958","14,283","24,241","5,333","12,742","18,075",0,542,0,0,"3,022","1,306",27,"4,355",0,0,0,573,98,20,676,932,"1,628","1,355",0,0,0,0,0,0,"55,076","55,076",0,151,151
,Netherlands Antilles,,0,100,0,384,0,"1,131","1,131",19,910,929,0,10,0,0,116,0,0,116,0,0,0,164,0,"1,429",339,"5,295","7,063",616,0,0,0,0,0,0,"10,663","10,663",0,29,29
,Norway,,"43,454",0,"13,706","5,392",19,"3,367","3,386",310,"1,676","1,986",0,0,0,0,260,0,0,260,0,0,0,0,0,360,726,203,"1,289","3,437","12,287",0,0,0,0,0,"41,743","85,197",119,114,233
,Oman,,"8,102",0,0,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,"8,781",22,2,24
,Portugal,,0,0,22,0,304,"1,383","1,687",977,728,"1,705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,"3,430","3,430",0,9,9
,Russia,,"72,638",0,0,"24,357",795,"5,153","5,948","1,889","17,471","19,360",0,0,0,36,0,"1,521","2,204","3,761",118,0,0,325,116,698,"6,959","11,602","19,259","1,403","2,396",0,0,0,0,0,"77,043","149,681",199,211,410
,Spain,,0,0,142,125,251,"2,758","3,009",881,"5,003","5,884",0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,811,891,16,0,0,0,0,0,0,"10,067","10,067",0,28,28
,Sweden,,0,0,0,"3,133",368,453,821,504,"3,837","4,341",0,0,0,0,470,257,0,727,0,0,0,0,0,63,282,226,571,0,0,0,0,0,0,0,"9,593","9,593",0,26,26
,Syria,,0,0,0,"4,024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,386,0,0,0,0,0,0,0,"4,410","4,410",0,12,12
,Trinidad and Tobago,,"23,192","2,475",239,"2,039",0,101,101,80,"3,102","3,182",209,0,0,0,0,0,0,0,0,0,0,920,0,569,389,"7,741","8,699",0,0,0,0,0,0,0,"17,864","41,056",64,49,112
,United Kingdom,,"81,621",182,"3,953","8,250",424,"22,624","23,048","4,260","14,345","18,605",0,0,0,0,297,0,0,297,213,0,0,105,8,"1,626","2,094","3,526","7,246",149,24,0,263,0,398,0,"63,053","144,674",224,173,396
,Vietnam,,"11,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,400",31,0,31
,"Virgin Islands, U.S.",,0,0,0,"14,749","15,558","21,986","37,544","4,215",569,"4,784",0,0,0,329,"17,438","17,363",73,"35,203",0,0,0,"11,585",335,916,"2,355","8,390","11,661",601,0,0,"3,082",0,0,0,"119,544","119,544",0,328,328
,Yemen,,"4,269",0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,286,0,0,0,0,0,0,0,537,"4,806",12,1,13
,Other,,"15,388",0,789,"15,635",238,"5,266","5,504",510,"10,620","11,130","2,126",93,0,263,"1,930",587,50,"2,830",136,0,0,"7,772",355,"3,280","5,666","3,416","12,362","6,186",529,110,16,0,324,0,"66,214","81,602",42,181,224
Total,,,"3,695,971","17,018","119,655","212,552","87,124","132,847","219,971","32,944","153,328","186,272","3,234","11,101",352,"1,474","55,319","40,584","22,632","120,009","2,539",713,0,"69,463","5,268","33,824","63,872","95,598","193,294","55,114","58,043","1,471","11,724","15,582","4,092",66,"1,309,570","5,005,541","10,126","3,588","13,714"
Persian Gulfb,,,"805,653",0,"7,429","1,059",120,"2,635","2,755",637,"3,558","4,195",0,"7,710",0,0,231,176,0,407,977,0,0,"6,306",454,0,0,629,629,"12,505",0,0,"1,776",0,0,0,"46,202","851,855","2,207",127,"2,334"
