"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"IA","Oil Wells","0","0","0","0","0"
"IA","Gas Wells","0","0","0","0","0"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"IA","From Gas Wells","0","0","0","0","0"
"IA","From Oil Wells","0","0","0","0","0"
"IA","From Coalbed Wells","0","0","0","0","0"
"IA","From Shale Gas Wells","0","0","0","0","0"
"US",""
"IA","Total","0","0","0","0","0"
"US",""
"IA","Repressuring","0","0","0","0","0"
"IA","Vented and Flared","0","0","0","0","0"
"IA","Nonhydrocarbon Gases Removed","0","0","0","0","0"
"IA","Marketed Production","0","0","0","0","0"
"IA","NGPL Production","0","0","0","0","0"
"US",""
"IA","Total Dry Production","0","0","0","0","0"
"US",""
"US","Supply (million cubic feet)"
"IA","Dry Production","0","0","0","0","0"
"US","Receipts at U.S. Borders"
"IA","Imports","0","0","0","0","0"
"IA","Intransit Receipts","0","0","0","0","0"
"IA","Interstate Receipts","2125585","2185565","2175188","2065660","2087426"
"US","Withdrawals from Storage"
"IA","Underground Storage","73538","77291","74867","73442","66812"
"IA","LNG Storage","1844","980","2403","2701","1280"
"IA","Supplemental Gas Supplies","1","0","0","1","*"
"IA","Balancing Item","-7914","-514","-2388","19628","-10803"
"US",""
"IA","Total Supply","2193054","2263322","2250071","2161431","2144716"
"US","Disposition (million cubic feet)"
"IA","Consumption","306909","295183","326140","329385","319247"
"US","Deliveries at U.S. Borders"
"IA","Exports","0","0","0","0","0"
"IA","Intransit Deliveries","0","0","0","0","0"
"IA","Interstate Deliveries","1806505","1899957","1849886","1749127","1751875"
"US","Additions to Storage"
"IA","Underground Storage","77783","66774","71793","80866","71767"
"IA","LNG Storage","1858","1408","2252","2054","1827"
"US",""
"IA","Total Disposition","2193054","2263322","2250071","2161431","2144716"
"US",""
"US","Consumption (million cubic feet)"
"IA","Lease Fuel","0","0","0","0","0"
"IA","Pipeline and Distribution Use","10811","10145","11398","12708","10923"
"IA","Plant Fuel","0","0","0","0","0"
"US","Delivered to Consumers"
"IA","Residential","67097","55855","72519","76574","62739"
"IA","Commercial","51875","43767","56592","57439","49269"
"IA","Industrial","167233","168907","173545","172142","178772"
"IA","Vehicle Fuel","0","0","15","23","26"
"IA","Electric Power","9893","16509","12070","10497","17518"
"US",""
"IA","Total Delivered to Consumers","296098","285038","314742","316676","308324"
"US",""
"IA","Total Consumption","306909","295183","326140","329385","319247"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"IA","Residential","0","0","0","0","0"
"IA","Commercial","14475","12147","15556","14714","14430"
"IA","Industrial","158015","160189","163807","164957","172481"
"US",""
"US","Number of Consumers"
"IA","Residential","883733","892123","895414","900420","908058"
"IA","Commercial","98541","99113","99017","99186","99662"
"IA","Industrial","1465","1469","1491","1572","1572"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"IA","Commercial","526","442","572","579","494"
"IA","Industrial","114152","114981","116395","109505","113723"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"IA","Imports","--","--","--","--","--"
"IA","Exports","--","--","--","--","--"
"IA","Citygate","5.27","4.84","4.95","6.24","4.29"
"US","Delivered to Consumers"
"IA","Residential","9.54","9.46","8.99","10.02","8.51"
"IA","Commercial","7.55","7.13","6.97","8.15","6.50"
"IA","Industrial","5.78","4.70","5.43","7.59","5.28"
"IA","Electric Power","W","3.84","4.72","6.16","3.23"
