"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"NJ","Oil Wells","0","0","0","0","0"
"NJ","Gas Wells","0","0","0","0","0"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"NJ","From Gas Wells","0","0","0","0","0"
"NJ","From Oil Wells","0","0","0","0","0"
"NJ","From Coalbed Wells","0","0","0","0","0"
"NJ","From Shale Gas Wells","0","0","0","0","0"
"US",""
"NJ","Total","0","0","0","0","0"
"US",""
"NJ","Repressuring","0","0","0","0","0"
"NJ","Vented and Flared","0","0","0","0","0"
"NJ","Nonhydrocarbon Gases Removed","0","0","0","0","0"
"NJ","Marketed Production","0","0","0","0","0"
"NJ","NGPL Production","0","0","0","0","0"
"US",""
"NJ","Total Dry Production","0","0","0","0","0"
"US",""
"US","Supply (million cubic feet)"
"NJ","Dry Production","0","0","0","0","0"
"US","Receipts at U.S. Borders"
"NJ","Imports","0","0","0","0","0"
"NJ","Intransit Receipts","0","0","0","0","0"
"NJ","Interstate Receipts","1520670","1550686","1583481","1718872","1701848"
"US","Withdrawals from Storage"
"NJ","Underground Storage","0","0","0","0","0"
"NJ","LNG Storage","4404","3278","5208","6218","4452"
"NJ","Supplemental Gas Supplies","392","139","255","530","463"
"NJ","Balancing Item","-4440","-15578","-43033","140452","-131284"
"US",""
"NJ","Total Supply","1521026","1538525","1545911","1866071","1575478"
"US","Disposition (million cubic feet)"
"NJ","Consumption","660743","652060","682247","773221","753153"
"US","Deliveries at U.S. Borders"
"NJ","Exports","0","0","0","0","0"
"NJ","Intransit Deliveries","0","0","0","0","0"
"NJ","Interstate Deliveries","855265","882981","858263","1086117","816329"
"US","Additions to Storage"
"NJ","Underground Storage","0","0","0","0","0"
"NJ","LNG Storage","5018","3483","5401","6733","5997"
"US",""
"NJ","Total Disposition","1521026","1538525","1545911","1866071","1575478"
"US",""
"US","Consumption (million cubic feet)"
"NJ","Lease Fuel","0","0","0","0","0"
"NJ","Pipeline and Distribution Use","5655","4603","5559","11894","6376"
"NJ","Plant Fuel","0","0","0","0","0"
"US","Delivered to Consumers"
"NJ","Residential","213630","191371","226195","247742","237104"
"NJ","Commercial","191808","174641","171797","202201","163223"
"NJ","Industrial","49865","54785","61468","61494","55368"
"NJ","Vehicle Fuel","191","191","195","214","239"
"NJ","Electric Power","199594","226469","217032","249676","290843"
"US",""
"NJ","Total Delivered to Consumers","655088","647457","676688","761327","746777"
"US",""
"NJ","Total Consumption","660743","652060","682247","773221","753153"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"NJ","Residential","11520","13754","22452","22978","15626"
"NJ","Commercial","129307","120934","111366","137556","95586"
"NJ","Industrial","45797","51226","57725","57456","51582"
"US",""
"US","Number of Consumers"
"NJ","Residential","2659205","2671308","2686452","2705274","2728340"
"NJ","Commercial","234721","237602","236746","240083","241417"
"NJ","Industrial","7391","7290","7216","7157","7019"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"NJ","Commercial","817","735","726","842","676"
"NJ","Industrial","6747","7515","8518","8592","7888"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"NJ","Imports","--","--","--","--","--"
"NJ","Exports","--","--","--","--","--"
"NJ","Citygate","7.53","6.74","6.21","6.21","4.87"
"US","Delivered to Consumers"
"NJ","Residential","11.78","11.09","10.89","9.69","8.32"
"NJ","Commercial","9.51","8.50","9.55","10.08","8.50"
"NJ","Industrial","9.23","7.87","8.19","10.45","8.09"
"NJ","Electric Power","5.24","3.63","4.34","4.86","2.96"
