"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"NE","Oil Wells","84","73","54","51","51"
"NE","Gas Wells","307","299","246","109","140"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"NE","From Gas Wells","1854","1317","1027","353","399"
"NE","From Oil Wells","126","11","5","63","78"
"NE","From Coalbed Wells","0","0","0","0","0"
"NE","From Shale Gas Wells","0","0","0","0","0"
"US",""
"NE","Total","1980","1328","1032","417","477"
"US",""
"NE","Repressuring","0","0","0","0","0"
"NE","Vented and Flared","21","NA","NA","NA","NA"
"NE","Nonhydrocarbon Gases Removed","0","0","0","NA","NA"
"NE","Marketed Production","1959","1328","1032","417","477"
"NE","NGPL Production","0","0","0","0","0"
"US",""
"NE","Total Dry Production","1959","1328","1032","417","477"
"US",""
"US","Supply (million cubic feet)"
"NE","Dry Production","1959","1328","1032","417","477"
"US","Receipts at U.S. Borders"
"NE","Imports","0","0","0","0","0"
"NE","Intransit Receipts","0","0","0","0","0"
"NE","Interstate Receipts","2561430","2457056","2169826","2055264","2057454"
"US","Withdrawals from Storage"
"NE","Underground Storage","7557","8247","10018","9720","7272"
"NE","LNG Storage","220","141","128","683","377"
"NE","Supplemental Gas Supplies","9","4","2","376","29"
"NE","Balancing Item","22029","26877","13935","-739","-11813"
"US",""
"NE","Total Supply","2593203","2493652","2194940","2065721","2053797"
"US","Disposition (million cubic feet)"
"NE","Consumption","171777","158757","173376","172837","161552"
"US","Deliveries at U.S. Borders"
"NE","Exports","0","0","0","0","0"
"NE","Intransit Deliveries","0","0","0","0","0"
"NE","Interstate Deliveries","2410798","2328545","2011580","1882404","1883576"
"US","Additions to Storage"
"NE","Underground Storage","10482","6349","9578","9998","8058"
"NE","LNG Storage","147","1","407","481","611"
"US",""
"NE","Total Disposition","2593203","2493652","2194940","2065721","2053797"
"US",""
"US","Consumption (million cubic feet)"
"NE","Lease Fuel","287","194","194","64","73"
"NE","Pipeline and Distribution Use","9270","7602","6949","7102","7059"
"NE","Plant Fuel","0","0","0","0","0"
"US","Delivered to Consumers"
"NE","Residential","39717","31286","41229","42147","34663"
"NE","Commercial","32115","26503","32214","32407","29464"
"NE","Industrial","86128","85439","88140","86878","85604"
"NE","Vehicle Fuel","37","37","47","50","55"
"NE","Electric Power","4223","7696","4604","4189","4634"
"US",""
"NE","Total Delivered to Consumers","162219","150961","166233","165672","154420"
"US",""
"NE","Total Consumption","171777","158757","173376","172837","161552"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"NE","Residential","5047","4440","5136","5138","4216"
"NE","Commercial","12649","11723","13748","14128","12939"
"NE","Industrial","79595","79591","81294","80482","79556"
"US",""
"US","Number of Consumers"
"NE","Residential","514481","515338","527397","522408","525165"
"NE","Commercial","56553","56608","58005","57191","57521"
"NE","Industrial","7955","8160","8495","8791","8868"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"NE","Commercial","568","468","555","567","512"
"NE","Industrial","10827","10471","10375","9883","9653"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"NE","Imports","--","--","--","--","--"
"NE","Exports","--","--","--","--","--"
"NE","Citygate","5.11","4.31","4.61","5.58","4.32"
"US","Delivered to Consumers"
"NE","Residential","8.84","8.68","8.39","8.77","8.86"
"NE","Commercial","6.69","6.19","6.49","7.27","6.40"
"NE","Industrial","5.61","4.34","4.72","5.69","4.56"
"NE","Electric Power","5.76","3.93","4.96","5.84","3.97"
