"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"SD","Oil Wells","72","69","74","68","65"
"SD","Gas Wells","155","159","133","128","124"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"SD","From Gas Wells","933","14396","15693","15006","14196"
"SD","From Oil Wells","11516","689","512","299","335"
"SD","From Coalbed Wells","0","0","0","0","0"
"SD","From Shale Gas Wells","0","0","0","0","0"
"US",""
"SD","Total","12449","15085","16205","15305","14531"
"US",""
"SD","Repressuring","0","0","0","NA","NA"
"SD","Vented and Flared","2120","NA","NA","NA","NA"
"SD","Nonhydrocarbon Gases Removed","8480","NA","NA","NA","NA"
"SD","Marketed Production","1848","15085","16205","15305","14531"
"SD","NGPL Production","0","30","25","21","19"
"US",""
"SD","Total Dry Production","1848","15055","16180","15284","14511"
"US",""
"US","Supply (million cubic feet)"
"SD","Dry Production","1848","15055","16180","15284","14511"
"US","Receipts at U.S. Borders"
"SD","Imports","0","0","0","0","0"
"SD","Intransit Receipts","0","0","0","0","0"
"SD","Interstate Receipts","898928","883786","890571","817324","838817"
"US","Withdrawals from Storage"
"SD","Underground Storage","0","0","0","0","0"
"SD","LNG Storage","0","0","0","0","0"
"SD","Supplemental Gas Supplies","0","0","0","0","0"
"SD","Balancing Item","7603","-5918","-6520","-3175","-2329"
"US",""
"SD","Total Supply","908380","892923","900232","829433","851000"
"US","Disposition (million cubic feet)"
"SD","Consumption","73605","70238","81986","80613","79992"
"US","Deliveries at U.S. Borders"
"SD","Exports","0","0","0","0","0"
"SD","Intransit Deliveries","0","0","0","0","0"
"SD","Interstate Deliveries","834775","822686","818245","748821","771007"
"US","Additions to Storage"
"SD","Underground Storage","0","0","0","0","0"
"SD","LNG Storage","0","0","0","0","0"
"US",""
"SD","Total Disposition","908380","892923","900232","829433","851000"
"US",""
"US","Consumption (million cubic feet)"
"SD","Lease Fuel","594","866","916","799","759"
"SD","Pipeline and Distribution Use","6692","6402","6888","5221","5872"
"SD","Plant Fuel","0","0","0","0","0"
"US","Delivered to Consumers"
"SD","Residential","12961","10742","13920","14213","11751"
"SD","Commercial","11101","9330","12151","12310","10434"
"SD","Industrial","40668","40432","44039","44205","44094"
"SD","Vehicle Fuel","0","0","0","*","*"
"SD","Electric Power","1589","2465","4071","3865","7083"
"US",""
"SD","Total Delivered to Consumers","66320","62969","74182","74593","73362"
"US",""
"SD","Total Consumption","73605","70238","81986","80613","79992"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"SD","Residential","0","0","0","0","0"
"SD","Commercial","2030","1721","2235","2268","2029"
"SD","Industrial","38776","38689","41767","42158","42146"
"US",""
"US","Number of Consumers"
"SD","Residential","170877","173856","176204","179042","182568"
"SD","Commercial","22570","22955","23214","23591","24040"
"SD","Industrial","556","574","566","575","578"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"SD","Commercial","492","406","523","522","434"
"SD","Industrial","73143","70439","77808","76879","76287"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"SD","Imports","--","--","--","--","--"
"SD","Exports","--","--","--","--","--"
"SD","Citygate","5.21","4.67","4.83","6.14","4.16"
"US","Delivered to Consumers"
"SD","Residential","8.59","8.39","8.23","9.27","8.30"
"SD","Commercial","6.98","6.45","6.59","7.65","6.22"
"SD","Industrial","6.25","5.37","5.67","6.88","5.34"
"SD","Electric Power","5.03","3.54","4.35","4.98","3.31"
