"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"CA","Oil Wells","25958","26061","26542","26835","27075"
"CA","Gas Wells","4240","4356","4183","4211","4209"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"CA","From Gas Wells","63902","91904","88203","60936","57031"
"CA","From Oil Wells","120880","67065","69839","70475","66065"
"CA","From Coalbed Wells","0","0","0","0","0"
"CA","From Shale Gas Wells","94349","87854","94268","107577","107964"
"US",""
"CA","Total","279130","246822","252310","238988","231060"
"US",""
"CA","Repressuring","23905","NA","NA","NA","NA"
"CA","Vented and Flared","2424","NA","NA","NA","NA"
"CA","Nonhydrocarbon Gases Removed","2624","NA","NA","NA","NA"
"CA","Marketed Production","250177","246822","252310","238988","231060"
"CA","NGPL Production","12095","12755","14298","13201","12470"
"US",""
"CA","Total Dry Production","238082","234067","238012","225787","218590"
"US",""
"US","Supply (million cubic feet)"
"CA","Dry Production","238082","234067","238012","225787","218590"
"US","Receipts at U.S. Borders"
"CA","Imports","2171","0","23","0","0"
"CA","Intransit Receipts","2384","869","0","0","0"
"CA","Interstate Receipts","2109607","2342250","2192192","2260465","2251949"
"US","Withdrawals from Storage"
"CA","Underground Storage","242477","170586","268548","235181","204077"
"CA","LNG Storage","66","36","92","82","51"
"CA","Supplemental Gas Supplies","0","0","0","0","0"
"CA","Balancing Item","70634","104930","86639","78927","61396"
"US",""
"CA","Total Supply","2665420","2852739","2785506","2800443","2736063"
"US","Disposition (million cubic feet)"
"CA","Consumption","2153186","2403494","2415571","2339392","2309759"
"US","Deliveries at U.S. Borders"
"CA","Exports","94433","110656","107273","120359","124276"
"CA","Intransit Deliveries","0","0","0","0","0"
"CA","Interstate Deliveries","154660","119895","80521","60092","95200"
"US","Additions to Storage"
"CA","Underground Storage","263067","218663","182046","280516","206774"
"CA","LNG Storage","73","31","95","83","54"
"US",""
"CA","Total Disposition","2665420","2852739","2785506","2800443","2736063"
"US",""
"US","Consumption (million cubic feet)"
"CA","Lease Fuel","44379","51154","49846","42989","42643"
"CA","Pipeline and Distribution Use","10276","12906","10471","23208","17295"
"CA","Plant Fuel","2253","2417","2834","2361","1861"
"US","Delivered to Consumers"
"CA","Residential","512565","477931","481773","397489","401172"
"CA","Commercial","246141","253148","254845","237675","235787"
"CA","Industrial","706350","735925","775969","788817","777104"
"CA","Vehicle Fuel","14660","14671","14121","15331","17111"
"CA","Electric Power","616564","855342","825713","831522","816787"
"US",""
"CA","Total Delivered to Consumers","2096279","2337017","2352421","2270834","2247961"
"US",""
"CA","Total Consumption","2153186","2403494","2415571","2339392","2309759"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"CA","Residential","8769","12108","18795","20703","20450"
"CA","Commercial","112448","126571","127588","122637","118219"
"CA","Industrial","674420","704680","744986","759369","747210"
"US",""
"US","Number of Consumers"
"CA","Residential","10625190","10681916","10754908","10781720","10969597"
"CA","Commercial","440990","442708","444342","443115","446510"
"CA","Industrial","37575","37686","37996","37548","36854"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"CA","Commercial","558","572","574","536","528"
"CA","Industrial","18798","19528","20422","21008","21086"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"CA","Imports","3.57","--","3.59","--","--"
"CA","Exports","4.18","2.90","3.89","4.56","2.76"
"CA","Citygate","4.47","3.46","4.18","4.88","3.27"
"US","Delivered to Consumers"
"CA","Residential","9.93","9.14","9.92","11.51","11.39"
"CA","Commercial","8.29","7.05","7.81","9.05","8.04"
"CA","Industrial","7.04","5.77","6.57","7.65","6.41"
"CA","Electric Power","4.71","3.68","4.53","5.22","3.39"
