"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"RI","Oil Wells","0","0","0","0","0"
"RI","Gas Wells","0","0","0","0","0"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"RI","From Gas Wells","0","0","0","0","0"
"RI","From Oil Wells","0","0","0","0","0"
"RI","From Coalbed Wells","0","0","0","0","0"
"RI","From Shale Gas Wells","0","0","0","0","0"
"US",""
"RI","Total","0","0","0","0","0"
"US",""
"RI","Repressuring","0","0","0","0","0"
"RI","Vented and Flared","0","0","0","0","0"
"RI","Nonhydrocarbon Gases Removed","0","0","0","0","0"
"RI","Marketed Production","0","0","0","0","0"
"RI","NGPL Production","0","0","0","0","0"
"US",""
"RI","Total Dry Production","0","0","0","0","0"
"US",""
"US","Supply (million cubic feet)"
"RI","Dry Production","0","0","0","0","0"
"US","Receipts at U.S. Borders"
"RI","Imports","0","0","0","0","0"
"RI","Intransit Receipts","0","0","0","0","0"
"RI","Interstate Receipts","201157","219788","219504","234271","238378"
"US","Withdrawals from Storage"
"RI","Underground Storage","0","0","0","0","0"
"RI","LNG Storage","436","457","645","879","864"
"RI","Supplemental Gas Supplies","0","0","0","0","0"
"RI","Balancing Item","1045","319","231","2212","4053"
"US",""
"RI","Total Supply","202638","220564","220380","237362","243295"
"US","Disposition (million cubic feet)"
"RI","Consumption","100455","95476","85537","88886","93997"
"US","Deliveries at U.S. Borders"
"RI","Exports","0","0","0","0","0"
"RI","Intransit Deliveries","0","0","0","0","0"
"RI","Interstate Deliveries","101754","124571","134219","148476","148409"
"US","Additions to Storage"
"RI","Underground Storage","0","0","0","0","0"
"RI","LNG Storage","430","517","624","0","889"
"US",""
"RI","Total Disposition","202638","220564","220380","237362","243295"
"US",""
"US","Consumption (million cubic feet)"
"RI","Lease Fuel","0","0","0","0","0"
"RI","Pipeline and Distribution Use","1003","1023","1087","3020","3106"
"RI","Plant Fuel","0","0","0","0","0"
"US","Delivered to Consumers"
"RI","Residential","16864","15883","18221","19724","20042"
"RI","Commercial","10843","10090","11633","13178","12016"
"RI","Industrial","7462","7841","8161","8008","8624"
"RI","Vehicle Fuel","85","85","73","88","98"
"RI","Electric Power","64198","60553","46362","44867","50110"
"US",""
"RI","Total Delivered to Consumers","99452","94452","84450","85866","90891"
"US",""
"RI","Total Consumption","100455","95476","85537","88886","93997"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"RI","Residential","0","0","0","0","0"
"RI","Commercial","4669","4503","5288","6295","5531"
"RI","Industrial","7018","7345","7424","7357","8156"
"US",""
"US","Number of Consumers"
"RI","Residential","225828","228487","231763","233786","236323"
"RI","Commercial","23177","23359","23742","23934","24088"
"RI","Industrial","245","248","271","266","260"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"RI","Commercial","468","432","490","551","499"
"RI","Industrial","30459","31615","30113","30106","33170"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"RI","Imports","--","--","--","--","--"
"RI","Exports","--","--","--","--","--"
"RI","Citygate","8.22","4.11","4.01","4.03","3.14"
"US","Delivered to Consumers"
"RI","Residential","15.33","14.29","14.55","15.14","14.24"
"RI","Commercial","13.33","12.31","12.37","12.89","11.99"
"RI","Industrial","10.98","9.78","9.04","10.27","9.26"
"RI","Electric Power","5.10","3.98","5.84","W","W"
