"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"MO","Oil Wells","1","1","1","1","NA"
"MO","Gas Wells","19","15","7","6","NA"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"MO","From Gas Wells","0","0","8","3","1"
"MO","From Oil Wells","0","0","1","*","0"
"MO","From Coalbed Wells","0","0","0","0","0"
"MO","From Shale Gas Wells","0","0","0","0","0"
"US",""
"MO","Total","0","0","9","3","1"
"US",""
"MO","Repressuring","0","0","0","0","0"
"MO","Vented and Flared","0","0","0","0","0"
"MO","Nonhydrocarbon Gases Removed","0","0","0","0","0"
"MO","Marketed Production","0","0","9","3","1"
"MO","NGPL Production","0","0","0","0","0"
"US",""
"MO","Total Dry Production","0","0","9","3","1"
"US",""
"US","Supply (million cubic feet)"
"MO","Dry Production","0","0","9","3","1"
"US","Receipts at U.S. Borders"
"MO","Imports","0","0","0","0","0"
"MO","Intransit Receipts","0","0","0","0","0"
"MO","Interstate Receipts","2024556","1841154","1897886","1891198","1474100"
"US","Withdrawals from Storage"
"MO","Underground Storage","1250","1249","3058","2935","2387"
"MO","LNG Storage","0","0","0","0","0"
"MO","Supplemental Gas Supplies","*","*","*","172","*"
"MO","Balancing Item","25613","23632","18599","-13309","24039"
"US",""
"MO","Total Supply","2051418","1866036","1919552","1880999","1500528"
"US","Disposition (million cubic feet)"
"MO","Consumption","272583","255875","276967","297087","269198"
"US","Deliveries at U.S. Borders"
"MO","Exports","0","0","0","0","0"
"MO","Intransit Deliveries","0","0","0","0","0"
"MO","Interstate Deliveries","1776721","1608513","1639197","1579723","1228357"
"US","Additions to Storage"
"MO","Underground Storage","2114","1647","3388","4188","2973"
"MO","LNG Storage","0","0","0","0","0"
"US",""
"MO","Total Disposition","2051418","1866036","1919552","1880999","1500528"
"US",""
"US","Consumption (million cubic feet)"
"MO","Lease Fuel","0","0","0","0","0"
"MO","Pipeline and Distribution Use","7049","4973","5626","6304","6386"
"MO","Plant Fuel","0","0","0","0","0"
"US","Delivered to Consumers"
"MO","Residential","102545","83106","106446","115512","95503"
"MO","Commercial","62304","54736","64522","72919","61388"
"MO","Industrial","63053","62516","63212","67115","65691"
"MO","Vehicle Fuel","6","6","42","109","122"
"MO","Electric Power","37626","50538","37119","35127","40109"
"US",""
"MO","Total Delivered to Consumers","265534","250902","271341","290783","262812"
"US",""
"MO","Total Consumption","272583","255875","276967","297087","269198"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"MO","Residential","0","0","0","0","0"
"MO","Commercial","16750","16876","17894","21481","17663"
"MO","Industrial","54631","54703","54454","57742","57508"
"US",""
"US","Number of Consumers"
"MO","Residential","1342920","1389910","1357740","1363286","1369204"
"MO","Commercial","138214","144906","142495","143134","141216"
"MO","Industrial","3307","3692","3538","3497","3232"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"MO","Commercial","451","378","453","509","435"
"MO","Industrial","19067","16933","17866","19192","20325"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"MO","Imports","--","--","--","--","--"
"MO","Exports","--","--","--","--","--"
"MO","Citygate","5.85","5.27","4.99","5.76","4.64"
"US","Delivered to Consumers"
"MO","Residential","12.02","12.25","10.88","10.83","11.60"
"MO","Commercial","9.99","9.54","9.00","8.96","9.14"
"MO","Industrial","8.54","7.85","8.19","8.00","7.58"
"MO","Electric Power","W","W","W","W","W"
