"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"HI","Oil Wells","0","0","0","0","0"
"HI","Gas Wells","0","0","0","0","0"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"HI","From Gas Wells","0","0","0","0","0"
"HI","From Oil Wells","0","0","0","0","0"
"HI","From Coalbed Wells","0","0","0","0","0"
"HI","From Shale Gas Wells","0","0","0","0","0"
"US",""
"HI","Total","0","0","0","0","0"
"US",""
"HI","Repressuring","0","0","0","0","0"
"HI","Vented and Flared","0","0","0","0","0"
"HI","Nonhydrocarbon Gases Removed","0","0","0","0","0"
"HI","Marketed Production","0","0","0","0","0"
"HI","NGPL Production","0","0","0","0","0"
"US",""
"HI","Total Dry Production","0","0","0","0","0"
"US",""
"US","Supply (million cubic feet)"
"HI","Dry Production","0","0","0","0","0"
"US","Receipts at U.S. Borders"
"HI","Imports","0","0","0","0","0"
"HI","Intransit Receipts","0","0","0","0","0"
"HI","Interstate Receipts","0","0","0","0","5"
"US","Withdrawals from Storage"
"HI","Underground Storage","0","0","0","0","0"
"HI","LNG Storage","0","0","0","0","0"
"HI","Supplemental Gas Supplies","2467","2510","2658","2742","2724"
"HI","Balancing Item","151","179","196","174","194"
"US",""
"HI","Total Supply","2619","2689","2855","2916","2922"
"US","Disposition (million cubic feet)"
"HI","Consumption","2619","2689","2855","2916","2922"
"US","Deliveries at U.S. Borders"
"HI","Exports","0","0","0","0","0"
"HI","Intransit Deliveries","0","0","0","0","0"
"HI","Interstate Deliveries","0","0","0","0","0"
"US","Additions to Storage"
"HI","Underground Storage","0","0","0","0","0"
"HI","LNG Storage","0","0","0","0","0"
"US",""
"HI","Total Disposition","2619","2689","2855","2916","2922"
"US",""
"US","Consumption (million cubic feet)"
"HI","Lease Fuel","0","0","0","0","0"
"HI","Pipeline and Distribution Use","2","3","1","1","*"
"HI","Plant Fuel","0","0","0","0","0"
"US","Delivered to Consumers"
"HI","Residential","486","481","582","583","572"
"HI","Commercial","1768","1850","1873","1931","1908"
"HI","Industrial","362","355","388","401","442"
"HI","Vehicle Fuel","0","0","10","0","0"
"HI","Electric Power","0","0","--","--","--"
"US",""
"HI","Total Delivered to Consumers","2616","2687","2853","2915","2922"
"US",""
"HI","Total Consumption","2619","2689","2855","2916","2922"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"HI","Residential","0","0","0","0","0"
"HI","Commercial","0","0","0","0","0"
"HI","Industrial","0","0","0","0","0"
"US",""
"US","Number of Consumers"
"HI","Residential","25305","25184","26374","28919","28952"
"HI","Commercial","2560","2545","2627","2789","2815"
"HI","Industrial","24","22","22","23","25"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"HI","Commercial","691","727","713","692","678"
"HI","Industrial","15087","16126","17635","17438","17678"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"HI","Imports","--","--","--","--","--"
"HI","Exports","--","--","--","--","--"
"HI","Citygate","31.58","32.39","28.45","26.94","18.11"
"US","Delivered to Consumers"
"HI","Residential","55.28","52.86","49.13","47.51","40.08"
"HI","Commercial","45.58","47.03","41.92","40.42","31.17"
"HI","Industrial","29.80","30.89","27.56","26.75","19.03"
"HI","Electric Power","--","--","--","--","--"
