"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"WI","Oil Wells","0","0","0","0","0"
"WI","Gas Wells","0","0","0","0","0"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"WI","From Gas Wells","0","0","0","0","0"
"WI","From Oil Wells","0","0","0","0","0"
"WI","From Coalbed Wells","0","0","0","0","0"
"WI","From Shale Gas Wells","0","0","0","0","0"
"US",""
"WI","Total","0","0","0","0","0"
"US",""
"WI","Repressuring","0","0","0","0","0"
"WI","Vented and Flared","0","0","0","0","0"
"WI","Nonhydrocarbon Gases Removed","0","0","0","0","0"
"WI","Marketed Production","0","0","0","0","0"
"WI","NGPL Production","0","0","0","0","0"
"US",""
"WI","Total Dry Production","0","0","0","0","0"
"US",""
"US","Supply (million cubic feet)"
"WI","Dry Production","0","0","0","0","0"
"US","Receipts at U.S. Borders"
"WI","Imports","0","0","0","0","0"
"WI","Intransit Receipts","0","0","0","0","0"
"WI","Interstate Receipts","808784","642482","650797","698916","575465"
"US","Withdrawals from Storage"
"WI","Underground Storage","0","0","0","0","0"
"WI","LNG Storage","87","100","89","138","96"
"WI","Supplemental Gas Supplies","0","0","0","0","0"
"WI","Balancing Item","-12890","-9063","-5293","68","38679"
"US",""
"WI","Total Supply","795980","633518","645593","699122","614240"
"US","Disposition (million cubic feet)"
"WI","Consumption","393734","402656","442544","463186","458482"
"US","Deliveries at U.S. Borders"
"WI","Exports","0","0","0","0","0"
"WI","Intransit Deliveries","0","0","0","0","0"
"WI","Interstate Deliveries","402140","230829","202946","235741","155691"
"US","Additions to Storage"
"WI","Underground Storage","0","0","0","0","0"
"WI","LNG Storage","107","33","103","196","66"
"US",""
"WI","Total Disposition","795980","633518","645593","699122","614240"
"US",""
"US","Consumption (million cubic feet)"
"WI","Lease Fuel","0","0","0","0","0"
"WI","Pipeline and Distribution Use","2606","1780","2803","3695","3387"
"WI","Plant Fuel","0","0","0","0","0"
"US","Delivered to Consumers"
"WI","Residential","129445","112554","142985","150409","126854"
"WI","Commercial","87040","76949","99434","107003","90175"
"WI","Industrial","126856","124338","136034","141661","136709"
"WI","Vehicle Fuel","60","59","100","132","148"
"WI","Electric Power","47727","86975","61188","60285","101211"
"US",""
"WI","Total Delivered to Consumers","391128","400876","439741","459490","455096"
"US",""
"WI","Total Consumption","393734","402656","442544","463186","458482"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"WI","Residential","0","0","0","0","0"
"WI","Commercial","20576","19733","22133","24654","25274"
"WI","Industrial","104268","102447","110518","113845","113721"
"US",""
"US","Number of Consumers"
"WI","Residential","1671834","1681001","1692891","1705907","1721640"
"WI","Commercial","165002","165657","166845","167901","169271"
"WI","Industrial","6376","6581","6677","7000","7280"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"WI","Commercial","528","465","596","637","533"
"WI","Industrial","19896","18894","20374","20237","18779"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"WI","Imports","--","--","--","--","--"
"WI","Exports","--","--","--","--","--"
"WI","Citygate","5.65","4.88","4.88","6.96","4.71"
"US","Delivered to Consumers"
"WI","Residential","9.77","9.27","8.65","10.52","8.54"
"WI","Commercial","8.03","7.34","6.94","8.74","6.78"
"WI","Industrial","7.05","5.81","6.02","8.08","5.65"
"WI","Electric Power","4.91","3.27","4.47","0.00","W"
