"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"MI","Oil Wells","510","514","537","584","532"
"MI","Gas Wells","10480","10381","10322","10246","9929"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"MI","From Gas Wells","18470","17041","17502","14139","12329"
"MI","From Oil Wells","11620","4470","4912","5560","4796"
"MI","From Coalbed Wells","0","0","0","0","0"
"MI","From Shale Gas Wells","113736","107822","101208","95366","90509"
"US",""
"MI","Total","143826","129333","123622","115065","107634"
"US",""
"MI","Repressuring","2340","NA","NA","NA","NA"
"MI","Vented and Flared","3324","NA","NA","NA","NA"
"MI","Nonhydrocarbon Gases Removed","NA","NA","NA","NA","NA"
"MI","Marketed Production","138162","129333","123622","115065","107634"
"MI","NGPL Production","2465","2480","2345","1922","1793"
"US",""
"MI","Total Dry Production","135697","126853","121277","113143","105841"
"US",""
"US","Supply (million cubic feet)"
"MI","Dry Production","135697","126853","121277","113143","105841"
"US","Receipts at U.S. Borders"
"MI","Imports","15193","11630","8521","21248","10985"
"MI","Intransit Receipts","0","0","17491","0","*"
"MI","Interstate Receipts","1906908","1805044","1662101","1775561","1715735"
"US","Withdrawals from Storage"
"MI","Underground Storage","385364","323187","551992","511739","455481"
"MI","LNG Storage","0","0","0","0","0"
"MI","Supplemental Gas Supplies","0","0","0","0","0"
"MI","Balancing Item","-202054","-144636","-167544","-153527","-147332"
"US",""
"MI","Total Supply","2241107","2122079","2193837","2268164","2140711"
"US","Disposition (million cubic feet)"
"MI","Consumption","776466","790642","814635","861755","852903"
"US","Deliveries at U.S. Borders"
"MI","Exports","876267","872620","684510","554675","486675"
"MI","Intransit Deliveries","74231","0","11398","35163","3437"
"MI","Interstate Deliveries","56903","150868","269123","229399","254493"
"US","Additions to Storage"
"MI","Underground Storage","457240","307948","414172","587171","543203"
"MI","LNG Storage","0","0","0","0","0"
"US",""
"MI","Total Disposition","2241107","2122079","2193837","2268164","2140711"
"US",""
"US","Consumption (million cubic feet)"
"MI","Lease Fuel","5857","7428","7248","5857","5479"
"MI","Pipeline and Distribution Use","23537","20496","18713","20530","19668"
"MI","Plant Fuel","1303","1174","1071","1152","839"
"US","Delivered to Consumers"
"MI","Residential","318004","276778","334211","354713","312098"
"MI","Commercial","163567","144609","171519","186413","168360"
"MI","Industrial","151083","158591","170833","180829","171196"
"MI","Vehicle Fuel","332","332","345","442","493"
"MI","Electric Power","112783","181235","110694","111819","174770"
"US",""
"MI","Total Delivered to Consumers","745769","761544","787603","834217","826917"
"US",""
"MI","Total Consumption","776466","790642","814635","861755","852903"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"MI","Residential","25037","23162","27948","27703","22369"
"MI","Commercial","75019","70845","80247","83474","74670"
"MI","Industrial","137020","146934","158110","167096","159276"
"US",""
"US","Number of Consumers"
"MI","Residential","3153895","3161033","3180349","3192807","3213910"
"MI","Commercial","249456","249994","250994","253127","254484"
"MI","Industrial","9088","8833","8497","8156","7931"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"MI","Commercial","656","578","683","736","662"
"MI","Industrial","16624","17954","20105","22171","21586"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"MI","Imports","4.38","2.88","4.02","8.34","2.87"
"MI","Exports","4.44","3.12","4.07","6.26","3.19"
"MI","Citygate","6.18","5.50","4.91","5.54","4.23"
"US","Delivered to Consumers"
"MI","Residential","10.47","9.95","9.09","9.33","8.81"
"MI","Commercial","9.14","8.35","7.82","8.28","7.51"
"MI","Industrial","8.27","7.38","6.97","7.84","6.60"
"MI","Electric Power","4.76","3.21","4.58","6.71","3.21"
