"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"MS","Oil Wells","561","618","581","540","501"
"MS","Gas Wells","1703","1666","1632","1594","1560"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"MS","From Gas Wells","429829","404457","47385","43020","44868"
"MS","From Oil Wells","8159","43421","7256","7136","9220"
"MS","From Coalbed Wells","5363","5036","4630","4289","4119"
"MS","From Shale Gas Wells","0","0","0","0","0"
"US",""
"MS","Total","443351","452915","59272","54446","58207"
"US",""
"MS","Repressuring","3788","NA","NA","NA","NA"
"MS","Vented and Flared","9593","NA","NA","NA","NA"
"MS","Nonhydrocarbon Gases Removed","348482","389072","0","NA","NA"
"MS","Marketed Production","81487","63843","59272","54446","58207"
"MS","NGPL Production","11221","486","466","495","348"
"US",""
"MS","Total Dry Production","70266","63357","58806","53951","57859"
"US",""
"US","Supply (million cubic feet)"
"MS","Dry Production","70266","63357","58806","53951","57859"
"US","Receipts at U.S. Borders"
"MS","Imports","5774","0","0","0","0"
"MS","Intransit Receipts","0","0","0","0","0"
"MS","Interstate Receipts","6502291","6221366","5261090","4879352","4713000"
"US","Withdrawals from Storage"
"MS","Underground Storage","100473","113045","149795","164135","174763"
"MS","LNG Storage","0","0","0","0","0"
"MS","Supplemental Gas Supplies","0","0","0","0","0"
"MS","Balancing Item","-202473","-162502","-143681","-120205","-130306"
"US",""
"MS","Total Supply","6476332","6235266","5326010","4977233","4815316"
"US","Disposition (million cubic feet)"
"MS","Consumption","433538","494016","420594","427584","519276"
"US","Deliveries at U.S. Borders"
"MS","Exports","0","0","0","0","0"
"MS","Intransit Deliveries","0","0","0","0","0"
"MS","Interstate Deliveries","5918629","5611361","4760334","4349953","4093398"
"US","Additions to Storage"
"MS","Underground Storage","124165","129889","145082","199696","202642"
"MS","LNG Storage","0","0","0","0","0"
"US",""
"MS","Total Disposition","6476332","6235266","5326010","4977233","4815316"
"US",""
"US","Consumption (million cubic feet)"
"MS","Lease Fuel","2107","3667","2663","755","807"
"MS","Pipeline and Distribution Use","28828","48497","23667","20550","20794"
"MS","Plant Fuel","1042","1111","1103","1310","1286"
"US","Delivered to Consumers"
"MS","Residential","24303","19572","25185","28261","23248"
"MS","Commercial","20247","17834","19483","22195","19697"
"MS","Industrial","112959","111995","114198","117908","121866"
"MS","Vehicle Fuel","1","1","21","73","81"
"MS","Electric Power","244051","291341","234274","236533","331496"
"US",""
"MS","Total Delivered to Consumers","401561","440741","393161","404969","496388"
"US",""
"MS","Total Consumption","433538","494016","420594","427584","519276"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"MS","Residential","133","101","125","0","0"
"MS","Commercial","2067","1958","2123","2772","2806"
"MS","Industrial","102034","101237","102074","106268","110355"
"US",""
"US","Number of Consumers"
"MS","Residential","442479","442840","445589","440252","439359"
"MS","Commercial","50636","50689","50153","49911","49821"
"MS","Industrial","982","936","933","943","930"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"MS","Commercial","400","352","388","445","395"
"MS","Industrial","115030","119652","122399","125035","131038"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"MS","Imports","12.93","--","--","--","--"
"MS","Exports","--","--","--","--","--"
"MS","Citygate","5.29","3.97","4.44","5.29","4.05"
"US","Delivered to Consumers"
"MS","Residential","9.47","9.60","9.00","9.51","9.70"
"MS","Commercial","7.99","7.37","7.61","8.36","7.86"
"MS","Industrial","5.83","4.85","5.82","6.15","4.75"
"MS","Electric Power","4.32","W","W","W","W"
