"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"AZ","Oil Wells","1","1","1","0","1"
"AZ","Gas Wells","5","4","3","6","6"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"AZ","From Gas Wells","168","117","72","106","95"
"AZ","From Oil Wells","0","0","0","0","0"
"AZ","From Coalbed Wells","0","0","0","0","0"
"AZ","From Shale Gas Wells","0","0","0","0","0"
"US",""
"AZ","Total","168","117","72","106","95"
"US",""
"AZ","Repressuring","0","0","0","0","0"
"AZ","Vented and Flared","0","0","0","0","0"
"AZ","Nonhydrocarbon Gases Removed","0","0","0","0","0"
"AZ","Marketed Production","168","117","72","106","95"
"AZ","NGPL Production","0","0","0","0","0"
"US",""
"AZ","Total Dry Production","168","117","72","106","95"
"US",""
"US","Supply (million cubic feet)"
"AZ","Dry Production","168","117","72","106","95"
"US","Receipts at U.S. Borders"
"AZ","Imports","0","0","0","0","0"
"AZ","Intransit Receipts","3061","2546","3409","3762","3659"
"AZ","Interstate Receipts","1289493","1340908","1291034","1357385","1401513"
"US","Withdrawals from Storage"
"AZ","Underground Storage","0","0","0","0","0"
"AZ","LNG Storage","0","0","0","0","0"
"AZ","Supplemental Gas Supplies","0","0","0","0","0"
"AZ","Balancing Item","-18162","-13246","-1351","-2926","-2097"
"US",""
"AZ","Total Supply","1274561","1330325","1293164","1358327","1403169"
"US","Disposition (million cubic feet)"
"AZ","Consumption","288802","332068","332073","306715","352584"
"US","Deliveries at U.S. Borders"
"AZ","Exports","45086","46385","54139","64692","95867"
"AZ","Intransit Deliveries","0","0","0","0","0"
"AZ","Interstate Deliveries","940673","951872","906952","986920","954718"
"US","Additions to Storage"
"AZ","Underground Storage","0","0","0","0","0"
"AZ","LNG Storage","0","0","0","0","0"
"US",""
"AZ","Total Disposition","1274561","1330325","1293164","1358327","1403169"
"US",""
"US","Consumption (million cubic feet)"
"AZ","Lease Fuel","17","12","4","10","9"
"AZ","Pipeline and Distribution Use","13158","12372","12619","13484","15228"
"AZ","Plant Fuel","0","0","0","0","0"
"US","Delivered to Consumers"
"AZ","Residential","38592","34974","39692","32397","34507"
"AZ","Commercial","32633","31530","32890","30456","30528"
"AZ","Industrial","21724","22657","22153","22489","20402"
"AZ","Vehicle Fuel","1712","1707","1730","2181","2434"
"AZ","Electric Power","180966","228818","222985","205697","249477"
"US",""
"AZ","Total Delivered to Consumers","275627","319685","319450","293221","337347"
"US",""
"AZ","Total Consumption","288802","332068","332073","306715","352584"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"AZ","Residential","2","2","3","2","2"
"AZ","Commercial","3988","4213","4772","4743","4992"
"AZ","Industrial","16469","17800","18486","19612","17185"
"US",""
"US","Number of Consumers"
"AZ","Residential","1146286","1157688","1172003","1186794","1200783"
"AZ","Commercial","56547","56532","56585","56649","56793"
"AZ","Industrial","371","379","383","386","400"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"AZ","Commercial","577","558","581","538","538"
"AZ","Industrial","58554","59780","57841","58262","51006"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"AZ","Imports","--","--","--","--","--"
"AZ","Exports","4.28","3.07","4.17","5.15","3.08"
"AZ","Citygate","5.91","4.68","4.73","5.20","4.38"
"US","Delivered to Consumers"
"AZ","Residential","15.04","15.75","13.92","17.20","17.04"
"AZ","Commercial","9.99","9.35","8.76","10.34","10.53"
"AZ","Industrial","6.86","5.78","6.29","7.52","6.78"
"AZ","Electric Power","5.02","3.51","4.60","5.30","3.43"
