"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"CO","Oil Wells","5963","6456","6799","7771","7733"
"CO","Gas Wells","43792","46141","46883","46876","46322"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"CO","From Gas Wells","563750","1036572","801749","728978","761886"
"CO","From Oil Wells","359537","67466","106784","178657","236009"
"CO","From Coalbed Wells","514531","376543","449281","420383","398298"
"CO","From Shale Gas Wells","211488","228796","247046","315469","308642"
"US",""
"CO","Total","1649306","1709376","1604860","1643487","1704836"
"US",""
"CO","Repressuring","10439","NA","NA","NA","NA"
"CO","Vented and Flared","1291","NA","NA","NA","NA"
"CO","Nonhydrocarbon Gases Removed","NA","NA","NA","NA","NA"
"CO","Marketed Production","1637576","1709376","1604860","1643487","1704836"
"CO","NGPL Production","90801","82042","87513","85198","104633"
"US",""
"CO","Total Dry Production","1546775","1627334","1517347","1558289","1600203"
"US",""
"US","Supply (million cubic feet)"
"CO","Dry Production","1546775","1627334","1517347","1558289","1600203"
"US","Receipts at U.S. Borders"
"CO","Imports","0","0","0","0","0"
"CO","Intransit Receipts","0","0","0","0","0"
"CO","Interstate Receipts","2225356","1871289","1650138","1435020","1333274"
"US","Withdrawals from Storage"
"CO","Underground Storage","48341","56525","63531","70692","64053"
"CO","LNG Storage","0","0","0","0","0"
"CO","Supplemental Gas Supplies","4268","4412","4077","4120","4032"
"CO","Balancing Item","-75397","-107457","-106467","-120390","-112696"
"US",""
"CO","Total Supply","3749343","3452103","3128626","2947731","2888865"
"US","Disposition (million cubic feet)"
"CO","Consumption","466680","443750","467798","478987","469175"
"US","Deliveries at U.S. Borders"
"CO","Exports","0","0","0","0","0"
"CO","Intransit Deliveries","0","0","0","0","0"
"CO","Interstate Deliveries","3231194","2949257","2593893","2396234","2349708"
"US","Additions to Storage"
"CO","Underground Storage","51469","59096","66935","72510","69983"
"CO","LNG Storage","0","0","0","0","0"
"US",""
"CO","Total Disposition","3749343","3452103","3128626","2947731","2888865"
"US",""
"US","Consumption (million cubic feet)"
"CO","Lease Fuel","78800","76462","71105","73344","76082"
"CO","Pipeline and Distribution Use","13952","10797","9107","9416","8929"
"CO","Plant Fuel","28265","29383","25806","30873","35981"
"US","Delivered to Consumers"
"CO","Residential","130116","115695","134936","132106","122364"
"CO","Commercial","55843","51795","58787","58008","54004"
"CO","Industrial","74407","73028","78280","78323","78694"
"CO","Vehicle Fuel","282","281","269","327","365"
"CO","Electric Power","85015","86309","89508","96589","92757"
"US",""
"CO","Total Delivered to Consumers","345663","327108","361779","365353","348183"
"US",""
"CO","Total Consumption","466680","443750","467798","478987","469175"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"CO","Residential","18","16","19","18","12"
"CO","Commercial","3457","4061","3142","3199","2973"
"CO","Industrial","68813","68042","72659","72330","72685"
"US",""
"US","Number of Consumers"
"CO","Residential","1645716","1659808","1672312","1690581","1712153"
"CO","Commercial","145837","145960","150145","150235","150545"
"CO","Industrial","6529","6906","7293","7823","8098"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"CO","Commercial","383","355","392","386","359"
"CO","Industrial","11396","10575","10734","10012","9718"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"CO","Imports","--","--","--","--","--"
"CO","Exports","--","--","--","--","--"
"CO","Citygate","4.94","4.26","4.76","5.42","3.98"
"US","Delivered to Consumers"
"CO","Residential","8.25","8.28","7.85","8.89","8.27"
"CO","Commercial","7.84","7.58","7.26","8.15","7.47"
"CO","Industrial","6.42","5.79","5.90","6.84","5.74"
"CO","Electric Power","4.97","W","W","5.49","3.81"
