"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"IL","Oil Wells","NA","NA","NA","NA","NA"
"IL","Gas Wells","40","40","34","36","35"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"IL","From Gas Wells","2114","2125","2887","1929","2080"
"IL","From Oil Wells","7","0","0","0","0"
"IL","From Coalbed Wells","0","0","0","0","0"
"IL","From Shale Gas Wells","0","0","0","0","0"
"US",""
"IL","Total","2121","2125","2887","1929","2080"
"US",""
"IL","Repressuring","0","0","0","NA","NA"
"IL","Vented and Flared","0","0","0","NA","NA"
"IL","Nonhydrocarbon Gases Removed","0","0","0","NA","NA"
"IL","Marketed Production","2121","2125","2887","1929","2080"
"IL","NGPL Production","1043","0","0","47","42"
"US",""
"IL","Total Dry Production","1078","2125","2887","1882","2038"
"US",""
"US","Supply (million cubic feet)"
"IL","Dry Production","1078","2125","2887","1882","2038"
"US","Receipts at U.S. Borders"
"IL","Imports","0","0","0","0","0"
"IL","Intransit Receipts","0","0","0","0","0"
"IL","Interstate Receipts","3493790","3349339","3373377","3256270","2794699"
"US","Withdrawals from Storage"
"IL","Underground Storage","257504","250955","282499","260100","237236"
"IL","LNG Storage","530","331","362","503","230"
"IL","Supplemental Gas Supplies","1","1","*","63","1"
"IL","Balancing Item","54774","52727","61905","88321","81322"
"US",""
"IL","Total Supply","3807676","3655477","3721030","3607139","3115526"
"US","Disposition (million cubic feet)"
"IL","Consumption","986867","940367","1056826","1093931","992985"
"US","Deliveries at U.S. Borders"
"IL","Exports","0","0","0","0","0"
"IL","Intransit Deliveries","0","0","0","0","0"
"IL","Interstate Deliveries","2561463","2464407","2398988","2242317","1874035"
"US","Additions to Storage"
"IL","Underground Storage","258690","249953","265175","270831","247839"
"IL","LNG Storage","657","750","40","61","667"
"US",""
"IL","Total Disposition","3807676","3655477","3721030","3607139","3115526"
"US",""
"US","Consumption (million cubic feet)"
"IL","Lease Fuel","101","122","122","86","93"
"IL","Pipeline and Distribution Use","21831","24738","26936","30652","26564"
"IL","Plant Fuel","4917","4896","4917","288","310"
"US","Delivered to Consumers"
"IL","Residential","418143","360891","452602","479465","400876"
"IL","Commercial","215605","188099","230820","246273","215218"
"IL","Industrial","278498","272059","288875","294220","265900"
"IL","Vehicle Fuel","261","262","287","407","454"
"IL","Electric Power","47510","89300","52266","42538","83570"
"US",""
"IL","Total Delivered to Consumers","960018","910611","1024851","1062904","966018"
"US",""
"IL","Total Consumption","986867","940367","1056826","1093931","992985"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"IL","Residential","50373","43538","55830","60750","54983"
"IL","Commercial","133561","118946","142228","151386","138090"
"IL","Industrial","260894","255714","269206","275375","249648"
"US",""
"US","Number of Consumers"
"IL","Residential","3855942","3878806","3838120","3870670","3876362"
"IL","Commercial","293213","297523","282743","294391","295869"
"IL","Industrial","23722","23390","23804","23829","23049"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"IL","Commercial","735","632","816","837","727"
"IL","Industrial","11740","11631","12136","12347","11536"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"IL","Imports","--","--","--","--","--"
"IL","Exports","--","--","--","--","--"
"IL","Citygate","5.09","4.11","4.43","6.28","3.82"
"US","Delivered to Consumers"
"IL","Residential","8.78","8.26","8.20","9.59","7.97"
"IL","Commercial","8.27","7.78","7.57","8.86","7.29"
"IL","Industrial","6.84","5.63","6.00","7.75","5.47"
"IL","Electric Power","4.91","W","W","W","W"
