"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"VT","Oil Wells","0","0","0","0","0"
"VT","Gas Wells","0","0","0","0","0"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"VT","From Gas Wells","0","0","0","0","0"
"VT","From Oil Wells","0","0","0","0","0"
"VT","From Coalbed Wells","0","0","0","0","0"
"VT","From Shale Gas Wells","0","0","0","0","0"
"US",""
"VT","Total","0","0","0","0","0"
"US",""
"VT","Repressuring","0","0","0","0","0"
"VT","Vented and Flared","0","0","0","0","0"
"VT","Nonhydrocarbon Gases Removed","0","0","0","0","0"
"VT","Marketed Production","0","0","0","0","0"
"VT","NGPL Production","0","0","0","0","0"
"US",""
"VT","Total Dry Production","0","0","0","0","0"
"US",""
"US","Supply (million cubic feet)"
"VT","Dry Production","0","0","0","0","0"
"US","Receipts at U.S. Borders"
"VT","Imports","10319","8247","10324","10621","12844"
"VT","Intransit Receipts","0","57","0","666","0"
"VT","Interstate Receipts","0","0","0","0","0"
"US","Withdrawals from Storage"
"VT","Underground Storage","0","0","0","0","0"
"VT","LNG Storage","0","0","0","0","0"
"VT","Supplemental Gas Supplies","2","3","3","5","3"
"VT","Balancing Item","-1711","-117","-171","65","-897"
"US",""
"VT","Total Supply","8611","8191","10156","11357","11950"
"US","Disposition (million cubic feet)"
"VT","Consumption","8611","8191","9602","10677","11950"
"US","Deliveries at U.S. Borders"
"VT","Exports","0","0","0","0","0"
"VT","Intransit Deliveries","0","0","0","0","0"
"VT","Interstate Deliveries","0","0","555","680","0"
"US","Additions to Storage"
"VT","Underground Storage","0","0","0","0","0"
"VT","LNG Storage","0","0","0","0","0"
"US",""
"VT","Total Disposition","8611","8191","10156","11357","11950"
"US",""
"US","Consumption (million cubic feet)"
"VT","Lease Fuel","0","0","0","0","0"
"VT","Pipeline and Distribution Use","53","114","89","124","136"
"VT","Plant Fuel","0","0","0","0","0"
"US","Delivered to Consumers"
"VT","Residential","3214","3012","3415","3826","3833"
"VT","Commercial","2479","2314","4748","4830","5918"
"VT","Industrial","2812","2711","1303","1858","2040"
"VT","Vehicle Fuel","3","3","3","3","3"
"VT","Electric Power","49","38","44","36","19"
"US",""
"VT","Total Delivered to Consumers","8558","8077","9512","10553","11814"
"US",""
"VT","Total Consumption","8611","8191","9602","10677","11950"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"VT","Residential","0","0","0","0","0"
"VT","Commercial","0","0","0","0","0"
"VT","Industrial","538","0","0","0","0"
"US",""
"US","Number of Consumers"
"VT","Residential","38839","39917","41152","42231","43267"
"VT","Commercial","5256","5535","5441","5589","5696"
"VT","Industrial","36","38","13","13","14"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"VT","Commercial","472","418","873","864","1039"
"VT","Industrial","78119","71345","100226","142919","145737"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"VT","Imports","5.81","4.90","5.72","6.61","5.31"
"VT","Exports","--","--","--","--","--"
"VT","Citygate","7.98","6.63","6.16","7.08","6.33"
"US","Delivered to Consumers"
"VT","Residential","16.17","16.73","15.87","14.68","14.56"
"VT","Commercial","11.90","12.09","7.57","9.13","7.89"
"VT","Industrial","6.09","4.89","8.59","6.63","5.50"
"VT","Electric Power","5.26","4.14","--","W","W"
