"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"IN","Oil Wells","NA","NA","NA","NA","NA"
"IN","Gas Wells","914","819","921","895","899"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"IN","From Gas Wells","9075","8814","7938","6616","7250"
"IN","From Oil Wells","0","0","0","0","0"
"IN","From Coalbed Wells","0","0","0","0","0"
"IN","From Shale Gas Wells","0","0","0","0","0"
"US",""
"IN","Total","9075","8814","7938","6616","7250"
"US",""
"IN","Repressuring","NA","NA","NA","NA","NA"
"IN","Vented and Flared","NA","NA","NA","NA","NA"
"IN","Nonhydrocarbon Gases Removed","NA","NA","NA","NA","NA"
"IN","Marketed Production","9075","8814","7938","6616","7250"
"IN","NGPL Production","0","0","0","0","0"
"US",""
"IN","Total Dry Production","9075","8814","7938","6616","7250"
"US",""
"US","Supply (million cubic feet)"
"IN","Dry Production","9075","8814","7938","6616","7250"
"US","Receipts at U.S. Borders"
"IN","Imports","0","0","0","0","0"
"IN","Intransit Receipts","0","0","0","0","0"
"IN","Interstate Receipts","3170600","2869780","2809048","2720526","2489680"
"US","Withdrawals from Storage"
"IN","Underground Storage","21463","20975","24026","21226","16130"
"IN","LNG Storage","989","977","1005","1422","830"
"IN","Supplemental Gas Supplies","5","1","6","69","78"
"IN","Balancing Item","-46137","-24623","-54488","-83388","8315"
"US",""
"IN","Total Supply","3155994","2875924","2787535","2666470","2522284"
"US","Disposition (million cubic feet)"
"IN","Consumption","630669","649921","672751","713416","718019"
"US","Deliveries at U.S. Borders"
"IN","Exports","0","0","0","0","0"
"IN","Intransit Deliveries","0","0","0","0","0"
"IN","Interstate Deliveries","2500852","2206126","2091424","1928794","1782688"
"US","Additions to Storage"
"IN","Underground Storage","23864","19878","22435","22067","20542"
"IN","LNG Storage","609","0","925","2193","1035"
"US",""
"IN","Total Disposition","3155994","2875924","2787535","2666470","2522284"
"US",""
"US","Consumption (million cubic feet)"
"IN","Lease Fuel","433","506","506","350","384"
"IN","Pipeline and Distribution Use","10259","7206","7428","7282","7071"
"IN","Plant Fuel","0","0","0","0","0"
"US","Delivered to Consumers"
"IN","Residential","132094","115522","144496","156639","133045"
"IN","Commercial","75995","66663","82596","90915","77526"
"IN","Industrial","326573","344678","356690","375788","372537"
"IN","Vehicle Fuel","17","17","22","82","92"
"IN","Electric Power","85298","115328","81013","82361","127365"
"US",""
"IN","Total Delivered to Consumers","619977","642209","664817","705784","710564"
"US",""
"IN","Total Consumption","630669","649921","672751","713416","718019"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"IN","Residential","7072","6375","7186","7412","5633"
"IN","Commercial","22652","21758","26298","29437","25572"
"IN","Industrial","315055","338258","349462","367876","365346"
"US",""
"US","Number of Consumers"
"IN","Residential","1707148","1673132","1681841","1693267","1704243"
"IN","Commercial","161293","158213","158965","159596","160051"
"IN","Industrial","5338","5204","5178","5098","5095"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"IN","Commercial","471","421","520","570","484"
"IN","Industrial","61179","66233","68886","73713","73118"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"IN","Imports","--","--","--","--","--"
"IN","Exports","--","--","--","--","--"
"IN","Citygate","4.97","4.23","4.38","5.63","4.03"
"US","Delivered to Consumers"
"IN","Residential","9.46","8.94","8.43","9.02","8.92"
"IN","Commercial","8.04","7.69","7.59","8.19","7.61"
"IN","Industrial","6.53","6.19","6.54","7.32","6.36"
"IN","Electric Power","4.53","W","W","W","W"
