"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"OR","Oil Wells","0","0","0","0","0"
"OR","Gas Wells","28","24","24","12","14"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"OR","From Gas Wells","1344","770","770","1142","848"
"OR","From Oil Wells","0","0","0","0","0"
"OR","From Coalbed Wells","0","0","0","0","0"
"OR","From Shale Gas Wells","0","0","0","0","0"
"US",""
"OR","Total","1344","770","770","1142","848"
"US",""
"OR","Repressuring","0","0","0","0","0"
"OR","Vented and Flared","0","0","0","0","0"
"OR","Nonhydrocarbon Gases Removed","0","0","0","0","0"
"OR","Marketed Production","1344","770","770","1142","848"
"OR","NGPL Production","0","0","0","0","0"
"US",""
"OR","Total Dry Production","1344","770","770","1142","848"
"US",""
"US","Supply (million cubic feet)"
"OR","Dry Production","1344","770","770","1142","848"
"US","Receipts at U.S. Borders"
"OR","Imports","0","0","0","0","0"
"OR","Intransit Receipts","0","0","0","0","0"
"OR","Interstate Receipts","763339","942950","933264","915509","990297"
"US","Withdrawals from Storage"
"OR","Underground Storage","13247","9195","14114","12540","9536"
"OR","LNG Storage","361","315","326","711","321"
"OR","Supplemental Gas Supplies","0","0","0","0","0"
"OR","Balancing Item","23929","27728","17447","17006","25619"
"US",""
"OR","Total Supply","802220","980958","965920","946908","1026622"
"US","Disposition (million cubic feet)"
"OR","Consumption","199419","215830","240418","220090","236747"
"US","Deliveries at U.S. Borders"
"OR","Exports","0","0","0","0","0"
"OR","Intransit Deliveries","0","0","0","0","0"
"OR","Interstate Deliveries","590489","756096","713049","710137","780662"
"US","Additions to Storage"
"OR","Underground Storage","11976","8732","12176","15858","9061"
"OR","LNG Storage","336","299","276","822","151"
"US",""
"OR","Total Disposition","802220","980958","965920","946908","1026622"
"US",""
"US","Consumption (million cubic feet)"
"OR","Lease Fuel","39","44","44","42","31"
"OR","Pipeline and Distribution Use","5044","4554","4098","3700","4558"
"OR","Plant Fuel","0","0","0","0","0"
"US","Delivered to Consumers"
"OR","Residential","46604","43333","46254","41185","37257"
"OR","Commercial","30359","28805","30566","28377","25797"
"OR","Industrial","56977","57506","57372","56522","54931"
"OR","Vehicle Fuel","144","144","154","165","184"
"OR","Electric Power","60252","81444","101930","90098","113988"
"US",""
"OR","Total Delivered to Consumers","194336","211232","236276","216348","232158"
"US",""
"OR","Total Consumption","199419","215830","240418","220090","236747"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"OR","Residential","0","0","0","0","0"
"OR","Commercial","790","895","1044","1129","1253"
"OR","Industrial","47207","47895","47690","46799","45842"
"US",""
"US","Number of Consumers"
"OR","Residential","688681","693507","700211","707010","717999"
"OR","Commercial","77822","78237","79276","80480","80877"
"OR","Industrial","1066","1076","1085","1099","1117"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"OR","Commercial","390","368","386","353","319"
"OR","Industrial","53449","53444","52877","51430","49177"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"OR","Imports","--","--","--","--","--"
"OR","Exports","--","--","--","--","--"
"OR","Citygate","5.84","5.21","4.82","5.40","4.65"
"US","Delivered to Consumers"
"OR","Residential","11.76","11.22","10.84","11.72","12.43"
"OR","Commercial","9.60","8.91","8.60","9.44","10.09"
"OR","Industrial","6.84","5.87","5.79","6.20","6.28"
"OR","Electric Power","W","W","W","W","W"
