"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"AR","Oil Wells","165","174","218","233","240"
"AR","Gas Wells","8428","9012","9324","9778","9965"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"AR","From Gas Wells","132230","121684","107666","103828","96660"
"AR","From Oil Wells","9291","3000","2894","3290","2870"
"AR","From Coalbed Wells","0","0","0","0","0"
"AR","From Shale Gas Wells","935237","1021484","1029095","1015615","910744"
"US",""
"AR","Total","1076757","1146168","1139654","1122733","1010274"
"US",""
"AR","Repressuring","4051","NA","NA","NA","NA"
"AR","Vented and Flared","494","NA","NA","NA","NA"
"AR","Nonhydrocarbon Gases Removed","0","0","0","NA","NA"
"AR","Marketed Production","1072212","1146168","1139654","1122733","1010274"
"AR","NGPL Production","268","424","486","582","551"
"US",""
"AR","Total Dry Production","1071944","1145744","1139168","1122151","1009723"
"US",""
"US","Supply (million cubic feet)"
"AR","Dry Production","1071944","1145744","1139168","1122151","1009723"
"US","Receipts at U.S. Borders"
"AR","Imports","0","0","0","0","0"
"AR","Intransit Receipts","0","0","0","0","0"
"AR","Interstate Receipts","1681506","1746379","1761879","1651592","1097450"
"US","Withdrawals from Storage"
"AR","Underground Storage","4409","2960","3964","3866","2272"
"AR","LNG Storage","53","48","40","42","55"
"AR","Supplemental Gas Supplies","0","0","0","0","0"
"AR","Balancing Item","-685","-16701","-16872","-17533","-15814"
"US",""
"AR","Total Supply","2757229","2878431","2888180","2760117","2093687"
"US","Disposition (million cubic feet)"
"AR","Consumption","284076","296132","282120","268444","290125"
"US","Deliveries at U.S. Borders"
"AR","Exports","0","0","0","0","0"
"AR","Intransit Deliveries","0","0","0","0","0"
"AR","Interstate Deliveries","2468477","2579393","2602896","2488219","1800224"
"US","Additions to Storage"
"AR","Underground Storage","4628","2848","3112","3398","3318"
"AR","LNG Storage","47","57","52","56","20"
"US",""
"AR","Total Disposition","2757229","2878431","2888180","2760117","2093687"
"US",""
"US","Consumption (million cubic feet)"
"AR","Lease Fuel","6173","6599","6605","6469","5821"
"AR","Pipeline and Distribution Use","11286","10606","11437","11680","8795"
"AR","Plant Fuel","423","622","797","871","783"
"US","Delivered to Consumers"
"AR","Residential","33737","26191","34989","38127","32998"
"AR","Commercial","39986","41435","47636","50673","47651"
"AR","Industrial","85437","81597","87077","88797","85287"
"AR","Vehicle Fuel","21","21","27","32","36"
"AR","Electric Power","107014","129059","93552","71796","108755"
"US",""
"AR","Total Delivered to Consumers","266194","278304","263281","249425","274727"
"US",""
"AR","Total Consumption","284076","296132","282120","268444","290125"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"AR","Residential","0","0","0","0","0"
"AR","Commercial","19402","24772","26797","27604","27415"
"AR","Industrial","83671","80090","85595","87179","83837"
"US",""
"US","Number of Consumers"
"AR","Residential","551795","549959","549764","549034","550108"
"AR","Commercial","67815","68765","68791","69011","69265"
"AR","Industrial","1133","990","1020","1009","1023"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"AR","Commercial","590","603","692","734","688"
"AR","Industrial","75408","82422","85370","88005","83370"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"AR","Imports","--","--","--","--","--"
"AR","Exports","--","--","--","--","--"
"AR","Citygate","6.27","5.36","4.99","5.84","4.77"
"US","Delivered to Consumers"
"AR","Residential","11.46","11.82","10.46","10.39","11.58"
"AR","Commercial","8.90","7.99","7.68","7.88","8.43"
"AR","Industrial","7.44","6.38","6.74","6.99","6.91"
"AR","Electric Power","4.73","3.19","W","W","W"
