"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"NV","Oil Wells","4","4","4","4","4"
"NV","Gas Wells","0","0","0","1","1"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"NV","From Gas Wells","0","0","0","*","1"
"NV","From Oil Wells","3","4","3","3","3"
"NV","From Coalbed Wells","0","0","0","0","0"
"NV","From Shale Gas Wells","0","0","0","0","0"
"US",""
"NV","Total","3","4","3","3","3"
"US",""
"NV","Repressuring","0","0","0","0","0"
"NV","Vented and Flared","0","0","0","0","0"
"NV","Nonhydrocarbon Gases Removed","0","0","0","0","0"
"NV","Marketed Production","3","4","3","3","3"
"NV","NGPL Production","0","0","0","0","0"
"US",""
"NV","Total Dry Production","3","4","3","3","3"
"US",""
"US","Supply (million cubic feet)"
"NV","Dry Production","3","4","3","3","3"
"US","Receipts at U.S. Borders"
"NV","Imports","0","0","0","0","0"
"NV","Intransit Receipts","0","0","0","0","0"
"NV","Interstate Receipts","946709","1231360","1134742","1121828","1139721"
"US","Withdrawals from Storage"
"NV","Underground Storage","0","0","0","0","0"
"NV","LNG Storage","154","146","210","211","100"
"NV","Supplemental Gas Supplies","0","0","0","0","0"
"NV","Balancing Item","4622","-1195","1212","6490","4758"
"US",""
"NV","Total Supply","951488","1230315","1136167","1128532","1144582"
"US","Disposition (million cubic feet)"
"NV","Consumption","249971","273502","272965","253290","297426"
"US","Deliveries at U.S. Borders"
"NV","Exports","0","0","0","0","0"
"NV","Intransit Deliveries","0","0","0","0","0"
"NV","Interstate Deliveries","701405","956730","863049","875015","847056"
"US","Additions to Storage"
"NV","Underground Storage","0","0","0","0","0"
"NV","LNG Storage","112","82","153","227","101"
"US",""
"NV","Total Disposition","951488","1230315","1136167","1128532","1144582"
"US",""
"US","Consumption (million cubic feet)"
"NV","Lease Fuel","3","4","3","3","3"
"NV","Pipeline and Distribution Use","4161","6256","4954","4912","4563"
"NV","Plant Fuel","0","0","0","0","0"
"US","Delivered to Consumers"
"NV","Residential","40595","37071","41664","35135","37029"
"NV","Commercial","30763","28991","31211","29105","29873"
"NV","Industrial","11080","11299","13209","16432","17724"
"NV","Vehicle Fuel","591","589","597","976","1089"
"NV","Electric Power","162778","189291","181326","166727","207145"
"US",""
"NV","Total Delivered to Consumers","245807","267242","268008","248375","292860"
"US",""
"NV","Total Consumption","249971","273502","272965","253290","297426"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"NV","Residential","0","0","0","0","0"
"NV","Commercial","10971","11195","12442","12120","12581"
"NV","Industrial","9108","9548","11134","14213","15554"
"US",""
"US","Number of Consumers"
"NV","Residential","772880","782759","794150","808970","824039"
"NV","Commercial","40944","41192","41710","42338","42860"
"NV","Industrial","177","177","195","219","215"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"NV","Commercial","751","704","748","687","697"
"NV","Industrial","62598","63835","67740","75033","82436"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"NV","Imports","--","--","--","--","--"
"NV","Exports","--","--","--","--","--"
"NV","Citygate","6.77","5.13","5.16","5.90","4.06"
"US","Delivered to Consumers"
"NV","Residential","10.66","10.14","9.42","11.44","11.82"
"NV","Commercial","8.07","7.43","6.61","8.21","8.66"
"NV","Industrial","8.99","7.34","6.66","7.83","8.07"
"NV","Electric Power","4.99","3.49","W","W","3.34"
