"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"NC","Oil Wells","0","0","0","0","0"
"NC","Gas Wells","0","0","0","0","0"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"NC","From Gas Wells","0","0","0","0","0"
"NC","From Oil Wells","0","0","0","0","0"
"NC","From Coalbed Wells","0","0","0","0","0"
"NC","From Shale Gas Wells","0","0","0","0","0"
"US",""
"NC","Total","0","0","0","0","0"
"US",""
"NC","Repressuring","0","0","0","0","0"
"NC","Vented and Flared","0","0","0","0","0"
"NC","Nonhydrocarbon Gases Removed","0","0","0","0","0"
"NC","Marketed Production","0","0","0","0","0"
"NC","NGPL Production","0","0","0","0","0"
"US",""
"NC","Total Dry Production","0","0","0","0","0"
"US",""
"US","Supply (million cubic feet)"
"NC","Dry Production","0","0","0","0","0"
"US","Receipts at U.S. Borders"
"NC","Imports","0","0","0","0","0"
"NC","Intransit Receipts","0","0","0","0","0"
"NC","Interstate Receipts","1065115","987283","776261","666689","549212"
"US","Withdrawals from Storage"
"NC","Underground Storage","0","0","0","0","0"
"NC","LNG Storage","3305","3762","7315","10303","6917"
"NC","Supplemental Gas Supplies","0","0","0","0","0"
"NC","Balancing Item","-19970","-33288","-47696","-44560","-44992"
"US",""
"NC","Total Supply","1048451","957757","735880","632432","511137"
"US","Disposition (million cubic feet)"
"NC","Consumption","307804","363945","440175","452780","498141"
"US","Deliveries at U.S. Borders"
"NC","Exports","0","0","0","0","0"
"NC","Intransit Deliveries","0","0","0","0","0"
"NC","Interstate Deliveries","735148","590308","287940","168887","5379"
"US","Additions to Storage"
"NC","Underground Storage","0","0","0","0","0"
"NC","LNG Storage","5500","3504","7765","10765","7617"
"US",""
"NC","Total Disposition","1048451","957757","735880","632432","511137"
"US",""
"US","Consumption (million cubic feet)"
"NC","Lease Fuel","0","0","0","0","0"
"NC","Pipeline and Distribution Use","7322","5436","4029","3893","4340"
"NC","Plant Fuel","0","0","0","0","0"
"US","Delivered to Consumers"
"NC","Residential","61644","56511","69654","75178","64523"
"NC","Commercial","49898","48951","55271","59945","55114"
"NC","Industrial","99110","102151","109662","107904","105103"
"NC","Vehicle Fuel","30","30","71","121","135"
"NC","Electric Power","89799","150866","201489","205740","268925"
"US",""
"NC","Total Delivered to Consumers","300481","358510","436146","448887","493801"
"US",""
"NC","Total Consumption","307804","363945","440175","452780","498141"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"NC","Residential","0","0","0","0","0"
"NC","Commercial","7804","8098","8574","9069","9236"
"NC","Industrial","89513","93123","99519","96867","93828"
"US",""
"US","Number of Consumers"
"NC","Residential","1128963","1142947","1161398","1183152","1206870"
"NC","Commercial","115609","117155","118257","120111","121842"
"NC","Industrial","2468","2525","2567","2596","2624"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"NC","Commercial","432","418","467","499","452"
"NC","Industrial","40158","40456","42720","41565","40054"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"NC","Imports","--","--","--","--","--"
"NC","Exports","--","--","--","--","--"
"NC","Citygate","5.45","4.00","4.63","5.41","3.81"
"US","Delivered to Consumers"
"NC","Residential","12.55","12.19","11.83","11.88","11.57"
"NC","Commercial","9.64","8.62","8.81","9.12","8.27"
"NC","Industrial","7.70","6.37","6.87","7.55","6.34"
"NC","Electric Power","W","W","W","0.00","W"
