"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"WV","Oil Wells","2373","2509","2675","2606","2244"
"WV","Gas Wells","51629","51646","50097","53060","47938"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"WV","From Gas Wells","167113","193537","167118","185005","174090"
"WV","From Oil Wells","0","1477","2660","1687","2018"
"WV","From Coalbed Wells","0","0","0","0","0"
"WV","From Shale Gas Wells","227012","344847","572076","880422","1142714"
"US",""
"WV","Total","394125","539860","741853","1067114","1318822"
"US",""
"WV","Repressuring","0","0","0","NA","NA"
"WV","Vented and Flared","0","0","0","NA","NA"
"WV","Nonhydrocarbon Gases Removed","0","0","0","NA","NA"
"WV","Marketed Production","394125","539860","741853","1067114","1318822"
"WV","NGPL Production","8627","10888","19564","57582","77539"
"US",""
"WV","Total Dry Production","385498","528973","722289","1009532","1241283"
"US",""
"US","Supply (million cubic feet)"
"WV","Dry Production","385498","528973","722289","1009532","1241283"
"US","Receipts at U.S. Borders"
"WV","Imports","0","0","0","0","0"
"WV","Intransit Receipts","0","0","0","0","0"
"WV","Interstate Receipts","1312542","808814","465388","388629","476029"
"US","Withdrawals from Storage"
"WV","Underground Storage","164898","180437","204949","185367","163568"
"WV","LNG Storage","0","0","0","0","0"
"WV","Supplemental Gas Supplies","0","0","0","0","0"
"WV","Balancing Item","43456","49427","23027","31386","121723"
"US",""
"WV","Total Supply","1906394","1567652","1415654","1614915","2002603"
"US","Disposition (million cubic feet)"
"WV","Consumption","115361","129753","142082","165341","175775"
"US","Deliveries at U.S. Borders"
"WV","Exports","0","0","0","0","0"
"WV","Intransit Deliveries","0","0","0","0","0"
"WV","Interstate Deliveries","1593831","1284420","1083666","1263442","1635109"
"US","Additions to Storage"
"WV","Underground Storage","197202","153479","189906","186131","191719"
"WV","LNG Storage","0","0","0","0","0"
"US",""
"WV","Total Disposition","1906394","1567652","1415654","1614915","2002603"
"US",""
"US","Consumption (million cubic feet)"
"WV","Lease Fuel","15571","21569","28682","42427","52434"
"WV","Pipeline and Distribution Use","21447","31913","29578","29264","29063"
"WV","Plant Fuel","1153","1812","3429","6776","7685"
"US","Delivered to Consumers"
"WV","Residential","25073","22538","26514","28257","24807"
"WV","Commercial","24094","22634","24252","24101","22598"
"WV","Industrial","25443","26926","26780","27796","25901"
"WV","Vehicle Fuel","*","*","7","9","10"
"WV","Electric Power","2579","2361","2840","6711","13277"
"US",""
"WV","Total Delivered to Consumers","77189","74459","80393","86874","86593"
"US",""
"WV","Total Consumption","115361","129753","142082","165341","175775"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"WV","Residential","1","0","0","0","0"
"WV","Commercial","12228","11564","11414","10438","10522"
"WV","Industrial","21478","22537","21954","23467","21788"
"US",""
"US","Number of Consumers"
"WV","Residential","342069","340256","340102","338652","337643"
"WV","Commercial","34041","34078","34283","34339","34448"
"WV","Industrial","94","97","95","92","101"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"WV","Commercial","708","664","707","702","656"
"WV","Industrial","270671","277584","281896","302130","256449"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"WV","Imports","--","--","--","--","--"
"WV","Exports","--","--","--","--","--"
"WV","Citygate","5.91","4.99","4.65","5.07","4.00"
"US","Delivered to Consumers"
"WV","Residential","10.91","10.77","9.98","10.21","10.48"
"WV","Commercial","9.65","9.35","8.61","8.92","9.14"
"WV","Industrial","4.89","3.60","4.30","5.00","3.17"
"WV","Electric Power","4.87","3.33","W","W","W"
