"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"GA","Oil Wells","0","0","0","0","0"
"GA","Gas Wells","0","0","0","0","0"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"GA","From Gas Wells","0","0","0","0","0"
"GA","From Oil Wells","0","0","0","0","0"
"GA","From Coalbed Wells","0","0","0","0","0"
"GA","From Shale Gas Wells","0","0","0","0","0"
"US",""
"GA","Total","0","0","0","0","0"
"US",""
"GA","Repressuring","0","0","0","0","0"
"GA","Vented and Flared","0","0","0","0","0"
"GA","Nonhydrocarbon Gases Removed","0","0","0","0","0"
"GA","Marketed Production","0","0","0","0","0"
"GA","NGPL Production","0","0","0","0","0"
"US",""
"GA","Total Dry Production","0","0","0","0","0"
"US",""
"US","Supply (million cubic feet)"
"GA","Dry Production","0","0","0","0","0"
"US","Receipts at U.S. Borders"
"GA","Imports","75641","59266","15575","7155","11786"
"GA","Intransit Receipts","0","0","0","0","0"
"GA","Interstate Receipts","1684665","1739553","1539033","1501537","1475530"
"US","Withdrawals from Storage"
"GA","Underground Storage","0","0","0","0","0"
"GA","LNG Storage","764","719","180","4046","3339"
"GA","Supplemental Gas Supplies","701","660","642","635","554"
"GA","Balancing Item","-29448","-36467","6388","3720","7253"
"US",""
"GA","Total Supply","1732322","1763731","1561819","1517092","1498462"
"US","Disposition (million cubic feet)"
"GA","Consumption","522897","615771","625283","652408","692267"
"US","Deliveries at U.S. Borders"
"GA","Exports","0","0","0","0","0"
"GA","Intransit Deliveries","0","0","0","0","0"
"GA","Interstate Deliveries","1206119","1145863","935151","857554","799030"
"US","Additions to Storage"
"GA","Underground Storage","0","0","0","0","0"
"GA","LNG Storage","3306","2097","1385","7130","7165"
"US",""
"GA","Total Disposition","1732322","1763731","1561819","1517092","1498462"
"US",""
"US","Consumption (million cubic feet)"
"GA","Lease Fuel","0","0","0","0","0"
"GA","Pipeline and Distribution Use","10432","10509","7973","6977","7296"
"GA","Plant Fuel","0","0","0","0","0"
"US","Delivered to Consumers"
"GA","Residential","113335","97664","121629","134482","118025"
"GA","Commercial","56602","51918","57195","59052","53712"
"GA","Industrial","144940","146481","157982","160842","157936"
"GA","Vehicle Fuel","1097","1104","998","1082","1208"
"GA","Electric Power","196492","308096","279506","289972","354090"
"US",""
"GA","Total Delivered to Consumers","512466","605262","617310","645431","684971"
"US",""
"GA","Total Consumption","522897","615771","625283","652408","692267"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"GA","Residential","96263","84475","104674","115603","102036"
"GA","Commercial","46512","42971","46494","46526","42181"
"GA","Industrial","118563","117147","128062","128672","124733"
"US",""
"US","Number of Consumers"
"GA","Residential","1740006","1739543","1805425","1759394","1777558"
"GA","Commercial","123454","121243","126060","122578","123307"
"GA","Industrial","2184","2112","2242","2481","2548"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"GA","Commercial","458","428","454","482","436"
"GA","Industrial","66364","69357","70465","64830","61984"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"GA","Imports","4.20","2.78","3.36","4.33","2.83"
"GA","Exports","--","--","--","--","--"
"GA","Citygate","5.19","4.35","4.66","5.19","3.83"
"US","Delivered to Consumers"
"GA","Residential","15.72","16.23","14.60","14.45","14.62"
"GA","Commercial","10.51","9.75","9.38","9.86","8.58"
"GA","Industrial","5.90","4.61","5.38","6.07","4.42"
"GA","Electric Power","4.72","3.40","4.45","4.98","3.27"
