"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"SC","Oil Wells","0","0","0","0","0"
"SC","Gas Wells","0","0","0","0","0"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"SC","From Gas Wells","0","0","0","0","0"
"SC","From Oil Wells","0","0","0","0","0"
"SC","From Coalbed Wells","0","0","0","0","0"
"SC","From Shale Gas Wells","0","0","0","0","0"
"US",""
"SC","Total","0","0","0","0","0"
"US",""
"SC","Repressuring","0","0","0","0","0"
"SC","Vented and Flared","0","0","0","0","0"
"SC","Nonhydrocarbon Gases Removed","0","0","0","0","0"
"SC","Marketed Production","0","0","0","0","0"
"SC","NGPL Production","0","0","0","0","0"
"US",""
"SC","Total Dry Production","0","0","0","0","0"
"US",""
"US","Supply (million cubic feet)"
"SC","Dry Production","0","0","0","0","0"
"US","Receipts at U.S. Borders"
"SC","Imports","0","0","0","0","0"
"SC","Intransit Receipts","0","0","0","0","0"
"SC","Interstate Receipts","1153358","1088903","899292","813295","757517"
"US","Withdrawals from Storage"
"SC","Underground Storage","0","0","0","0","0"
"SC","LNG Storage","1183","491","914","1252","916"
"SC","Supplemental Gas Supplies","0","*","*","17","9"
"SC","Balancing Item","47760","64321","41802","41028","44286"
"US",""
"SC","Total Supply","1202301","1153715","942009","855592","802728"
"US","Disposition (million cubic feet)"
"SC","Consumption","229497","244850","232297","230525","273136"
"US","Deliveries at U.S. Borders"
"SC","Exports","0","0","0","0","0"
"SC","Intransit Deliveries","0","0","0","0","0"
"SC","Interstate Deliveries","971418","908475","708832","623696","528691"
"US","Additions to Storage"
"SC","Underground Storage","0","0","0","0","0"
"SC","LNG Storage","1386","391","879","1371","902"
"US",""
"SC","Total Disposition","1202301","1153715","942009","855592","802728"
"US",""
"US","Consumption (million cubic feet)"
"SC","Lease Fuel","0","0","0","0","0"
"SC","Pipeline and Distribution Use","3408","3416","2529","2409","2534"
"SC","Plant Fuel","0","0","0","0","0"
"US","Delivered to Consumers"
"SC","Residential","26851","22834","28642","31904","27417"
"SC","Commercial","22113","21416","23862","25398","23494"
"SC","Industrial","76973","81165","83730","83443","84405"
"SC","Vehicle Fuel","9","9","18","41","46"
"SC","Electric Power","100144","116010","93516","87330","135239"
"US",""
"SC","Total Delivered to Consumers","226089","241434","229768","228116","270601"
"US",""
"SC","Total Consumption","229497","244850","232297","230525","273136"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"SC","Residential","0","0","0","0","0"
"SC","Commercial","1973","2007","1969","1832","1933"
"SC","Industrial","42026","44529","45587","46989","48451"
"US",""
"US","Number of Consumers"
"SC","Residential","576594","583633","593286","605644","620555"
"SC","Commercial","55846","55908","55997","56323","56871"
"SC","Industrial","1329","1435","1452","1442","1438"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"SC","Commercial","396","383","426","451","413"
"SC","Industrial","57918","56561","57665","57866","58696"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"SC","Imports","--","--","--","--","--"
"SC","Exports","--","--","--","--","--"
"SC","Citygate","5.67","4.57","5.11","5.22","3.90"
"US","Delivered to Consumers"
"SC","Residential","12.93","13.25","12.61","12.65","12.65"
"SC","Commercial","9.68","8.67","9.10","9.55","8.49"
"SC","Industrial","5.60","4.30","5.27","6.14","4.64"
"SC","Electric Power","4.46","W","W","W","W"
