"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"MT","Oil Wells","1956","2147","2268","2377","2277"
"MT","Gas Wells","6615","6366","5870","5682","5655"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"MT","From Gas Wells","37937","27518","19831","17015","13571"
"MT","From Oil Wells","21777","20085","23152","22757","23065"
"MT","From Coalbed Wells","6691","3731","1623","478","357"
"MT","From Shale Gas Wells","13101","15619","18636","18910","20428"
"US",""
"MT","Total","79506","66954","63242","59160","57421"
"US",""
"MT","Repressuring","4","NA","NA","NA","NA"
"MT","Vented and Flared","4878","NA","NA","NA","NA"
"MT","Nonhydrocarbon Gases Removed","NA","NA","NA","NA","NA"
"MT","Marketed Production","74624","66954","63242","59160","57421"
"MT","NGPL Production","1252","1491","1645","1670","1730"
"US",""
"MT","Total Dry Production","73372","65463","61597","57490","55691"
"US",""
"US","Supply (million cubic feet)"
"MT","Dry Production","73372","65463","61597","57490","55691"
"US","Receipts at U.S. Borders"
"MT","Imports","679848","754058","719176","541135","534807"
"MT","Intransit Receipts","0","0","0","0","0"
"MT","Interstate Receipts","152147","55965","46404","97254","75789"
"US","Withdrawals from Storage"
"MT","Underground Storage","35138","22490","34352","31297","16628"
"MT","LNG Storage","0","0","0","0","0"
"MT","Supplemental Gas Supplies","0","0","0","0","0"
"MT","Balancing Item","6915","-6711","-2163","-4962","-4255"
"US",""
"MT","Total Supply","947420","891264","859366","722213","678661"
"US","Disposition (million cubic feet)"
"MT","Consumption","78217","73399","79670","78110","74016"
"US","Deliveries at U.S. Borders"
"MT","Exports","6826","4332","2353","891","35"
"MT","Intransit Deliveries","0","0","0","0","0"
"MT","Interstate Deliveries","844794","786720","755917","627923","584785"
"US","Additions to Storage"
"MT","Underground Storage","17582","26813","21426","15290","19826"
"MT","LNG Storage","0","0","0","0","0"
"US",""
"MT","Total Disposition","947420","891264","859366","722213","678661"
"US",""
"US","Consumption (million cubic feet)"
"MT","Lease Fuel","2613","3845","3845","2650","2572"
"MT","Pipeline and Distribution Use","6888","6979","6769","4128","3646"
"MT","Plant Fuel","604","612","645","657","639"
"US","Delivered to Consumers"
"MT","Residential","21710","19069","20813","21379","18796"
"MT","Commercial","22336","19205","20971","21549","19364"
"MT","Industrial","19386","18319","19352","22084","21152"
"MT","Vehicle Fuel","*","*","1","1","1"
"MT","Electric Power","4681","5370","7273","5662","7847"
"US",""
"MT","Total Delivered to Consumers","68113","61963","68410","70675","67159"
"US",""
"MT","Total Consumption","78217","73399","79670","78110","74016"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"MT","Residential","34","29","31","38","49"
"MT","Commercial","10426","9055","9785","10021","9191"
"MT","Industrial","19135","18132","19121","21775","20843"
"US",""
"US","Number of Consumers"
"MT","Residential","259046","259957","262122","265849","269766"
"MT","Commercial","34305","34504","34909","35205","35777"
"MT","Industrial","381","372","372","369","366"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"MT","Commercial","651","557","601","612","541"
"MT","Industrial","50882","49243","52021","59848","57793"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"MT","Imports","3.75","2.45","3.23","4.39","2.40"
"MT","Exports","3.82","2.40","3.43","5.38","12.54"
"MT","Citygate","5.11","4.23","4.21","5.03","3.71"
"US","Delivered to Consumers"
"MT","Residential","8.80","8.05","8.19","9.11","8.26"
"MT","Commercial","8.66","7.98","8.09","8.77","8.13"
"MT","Industrial","8.13","7.54","7.33","7.99","6.53"
"MT","Electric Power","W","W","W","W","W"
