"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"OH","Oil Wells","6775","6745","7038","7257","5941"
"OH","Gas Wells","31966","31647","30804","31060","26599"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"OH","From Gas Wells","30655","65025","55583","51541","46237"
"OH","From Oil Wells","45663","6684","10317","13022","32674"
"OH","From Coalbed Wells","0","0","0","0","0"
"OH","From Shale Gas Wells","2540","12773","100117","447809","935937"
"US",""
"OH","Total","78858","84482","166017","512371","1014848"
"US",""
"OH","Repressuring","NA","NA","NA","NA","NA"
"OH","Vented and Flared","NA","NA","NA","NA","NA"
"OH","Nonhydrocarbon Gases Removed","NA","NA","NA","NA","NA"
"OH","Marketed Production","78858","84482","166017","512371","1014848"
"OH","NGPL Production","0","155","2116","33332","59490"
"US",""
"OH","Total Dry Production","78858","84327","163901","479039","955358"
"US",""
"US","Supply (million cubic feet)"
"OH","Dry Production","78858","84327","163901","479039","955358"
"US","Receipts at U.S. Borders"
"OH","Imports","0","0","0","0","0"
"OH","Intransit Receipts","0","0","0","0","0"
"OH","Interstate Receipts","2611779","1904858","1503467","1887321","1886964"
"US","Withdrawals from Storage"
"OH","Underground Storage","154148","158686","200588","159746","139410"
"OH","LNG Storage","0","0","0","0","0"
"OH","Supplemental Gas Supplies","296","366","416","641","467"
"OH","Balancing Item","62091","-55286","3638","-61306","96451"
"US",""
"OH","Total Supply","2907171","2092951","1872010","2465442","3078651"
"US","Disposition (million cubic feet)"
"OH","Consumption","823548","842959","912403","1002345","970867"
"US","Deliveries at U.S. Borders"
"OH","Exports","0","0","0","0","0"
"OH","Intransit Deliveries","0","0","0","0","0"
"OH","Interstate Deliveries","1901457","1103439","793509","1297223","1935349"
"US","Additions to Storage"
"OH","Underground Storage","182167","146552","166098","165874","172435"
"OH","LNG Storage","0","0","0","0","0"
"US",""
"OH","Total Disposition","2907171","2092951","1872010","2465442","3078651"
"US",""
"US","Consumption (million cubic feet)"
"OH","Lease Fuel","781","836","1079","4363","8641"
"OH","Pipeline and Distribution Use","14258","9559","10035","14754","19831"
"OH","Plant Fuel","0","127","202","468","3464"
"US","Delivered to Consumers"
"OH","Residential","286132","250871","297361","320568","285306"
"OH","Commercial","161408","145482","168233","183105","166602"
"OH","Industrial","268034","264405","274020","303366","276004"
"OH","Vehicle Fuel","88","89","299","501","559"
"OH","Electric Power","92845","171590","161174","175221","210460"
"US",""
"OH","Total Delivered to Consumers","808509","832437","901087","982761","938930"
"US",""
"OH","Total Consumption","823548","842959","912403","1002345","970867"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"OH","Residential","169345","173395","238498","256394","228054"
"OH","Commercial","132566","126269","154314","166690","152186"
"OH","Industrial","262702","260139","267983","297426","270467"
"US",""
"US","Number of Consumers"
"OH","Residential","3236160","3244274","3271074","3283968","3294010"
"OH","Commercial","268647","267793","269081","269758","269981"
"OH","Industrial","6482","6381","6554","6526","6502"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"OH","Commercial","601","543","625","679","617"
"OH","Industrial","41351","41436","41810","46486","42449"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"OH","Imports","--","--","--","--","--"
"OH","Exports","--","--","--","--","--"
"OH","Citygate","5.51","4.47","4.51","4.91","4.49"
"US","Delivered to Consumers"
"OH","Residential","10.78","9.91","9.46","10.16","9.51"
"OH","Commercial","8.55","7.11","6.21","7.82","6.39"
"OH","Industrial","6.77","5.48","6.03","7.06","5.35"
"OH","Electric Power","4.57","3.05","3.95","4.31","2.42"
