"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"MD","Oil Wells","0","0","0","0","0"
"MD","Gas Wells","7","7","7","5","7"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"MD","From Gas Wells","34","44","32","20","27"
"MD","From Oil Wells","0","0","0","0","0"
"MD","From Coalbed Wells","0","0","0","0","0"
"MD","From Shale Gas Wells","0","0","0","0","0"
"US",""
"MD","Total","34","44","32","20","27"
"US",""
"MD","Repressuring","0","0","0","0","0"
"MD","Vented and Flared","0","0","0","0","0"
"MD","Nonhydrocarbon Gases Removed","0","0","0","0","0"
"MD","Marketed Production","34","44","32","20","27"
"MD","NGPL Production","0","0","0","0","0"
"US",""
"MD","Total Dry Production","34","44","32","20","27"
"US",""
"US","Supply (million cubic feet)"
"MD","Dry Production","34","44","32","20","27"
"US","Receipts at U.S. Borders"
"MD","Imports","13981","2790","5366","11585","12091"
"MD","Intransit Receipts","0","0","0","0","0"
"MD","Interstate Receipts","1039206","803692","569601","431809","413465"
"US","Withdrawals from Storage"
"MD","Underground Storage","13871","12965","13354","20919","16068"
"MD","LNG Storage","352","359","466","563","463"
"MD","Supplemental Gas Supplies","89","116","107","809","818"
"MD","Balancing Item","4117","15210","22403","40375","47005"
"US",""
"MD","Total Supply","1071650","835175","611329","506079","489937"
"US","Disposition (million cubic feet)"
"MD","Consumption","193986","208946","197356","207103","214906"
"US","Deliveries at U.S. Borders"
"MD","Exports","0","0","0","0","0"
"MD","Intransit Deliveries","0","0","0","0","0"
"MD","Interstate Deliveries","861678","615261","399347","278010","257191"
"US","Additions to Storage"
"MD","Underground Storage","15592","10582","14165","20362","17373"
"MD","LNG Storage","394","386","461","604","467"
"US",""
"MD","Total Disposition","1071650","835175","611329","506079","489937"
"US",""
"US","Consumption (million cubic feet)"
"MD","Lease Fuel","0","0","0","0","0"
"MD","Pipeline and Distribution Use","6065","7397","4125","6345","7190"
"MD","Plant Fuel","0","0","0","0","0"
"US","Delivered to Consumers"
"MD","Residential","77838","70346","83341","90542","82858"
"MD","Commercial","67505","64146","71145","74843","70199"
"MD","Industrial","21220","17626","13989","14734","14765"
"MD","Vehicle Fuel","222","221","201","235","263"
"MD","Electric Power","21136","49211","24556","20403","39632"
"US",""
"MD","Total Delivered to Consumers","187921","201550","193232","200758","207716"
"US",""
"MD","Total Consumption","193986","208946","197356","207103","214906"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"MD","Residential","16119","16189","21457","24643","22658"
"MD","Commercial","49053","48271","52494","54411","50836"
"MD","Industrial","20042","16729","13032","13656","13644"
"US",""
"US","Number of Consumers"
"MD","Residential","1077168","1078978","1099272","1101292","1113342"
"MD","Commercial","75788","75799","77117","77846","78138"
"MD","Industrial","1226","1163","1173","1179","1169"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"MD","Commercial","891","846","923","961","898"
"MD","Industrial","17308","15156","11926","12497","12630"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"MD","Imports","5.30","13.82","15.29","8.34","4.91"
"MD","Exports","--","--","--","--","--"
"MD","Citygate","6.26","5.67","5.37","6.36","5.01"
"US","Delivered to Consumers"
"MD","Residential","12.10","12.17","11.67","12.21","12.03"
"MD","Commercial","10.29","10.00","10.06","10.52","9.80"
"MD","Industrial","8.61","8.01","8.47","9.94","9.70"
"MD","Electric Power","W","W","5.06","5.35","4.06"
