"STATE CODE","","2011","2012","2013","2014","2015"
"US"
"US","Number of Wells Producing Natural Gas"
"US","at End of Year"
"NM","Oil Wells","12887","13791","14171","14814","14580"
"NM","Gas Wells","40231","40441","40119","40244","40596"
"US",""
"US","Production (million cubic feet)"
"US","Gross Withdrawals"
"NM","From Gas Wells","556024","653057","588127","532600","472356"
"NM","From Oil Wells","252326","127009","160649","204342","249366"
"NM","From Coalbed Wells","386262","368682","330658","311414","287149"
"NM","From Shale Gas Wells","93071","127548","167961","218023","287587"
"US",""
"NM","Total","1287682","1276296","1247394","1266379","1296458"
"US",""
"NM","Repressuring","6687","9906","12583","17599","26382"
"NM","Vented and Flared","4360","12259","21053","19119","24850"
"NM","Nonhydrocarbon Gases Removed","39333","38358","42117","142","416"
"NM","Marketed Production","1237303","1215773","1171640","1229519","1244811"
"NM","NGPL Production","90291","84562","86795","88894","93652"
"US",""
"NM","Total Dry Production","1147012","1131211","1084845","1140626","1151159"
"US",""
"US","Supply (million cubic feet)"
"NM","Dry Production","1147012","1131211","1084845","1140626","1151159"
"US","Receipts at U.S. Borders"
"NM","Imports","0","0","0","0","0"
"NM","Intransit Receipts","0","0","0","0","0"
"NM","Interstate Receipts","535450","606062","622930","719559","766409"
"US","Withdrawals from Storage"
"NM","Underground Storage","17710","10658","24021","21025","6188"
"NM","LNG Storage","0","0","0","0","0"
"NM","Supplemental Gas Supplies","0","0","0","0","0"
"NM","Balancing Item","-23394","1301","21147","-64046","-85629"
"US",""
"NM","Total Supply","1676779","1749232","1752942","1817163","1838127"
"US","Disposition (million cubic feet)"
"NM","Consumption","246418","243961","245502","247637","250131"
"US","Deliveries at U.S. Borders"
"NM","Exports","0","0","0","0","0"
"NM","Intransit Deliveries","0","0","0","0","0"
"NM","Interstate Deliveries","1410622","1482540","1493363","1555517","1561911"
"US","Additions to Storage"
"NM","Underground Storage","19738","22732","14077","14010","26085"
"NM","LNG Storage","0","0","0","0","0"
"US",""
"NM","Total Disposition","1676779","1749232","1752942","1817163","1838127"
"US",""
"US","Consumption (million cubic feet)"
"NM","Lease Fuel","47556","47696","47018","49521","50478"
"NM","Pipeline and Distribution Use","7067","7467","8782","8561","8640"
"NM","Plant Fuel","38331","37195","33121","35269","36789"
"US","Delivered to Consumers"
"NM","Residential","34299","32515","36024","32374","33130"
"NM","Commercial","25035","24898","26790","25693","25038"
"NM","Industrial","20500","19582","18794","19091","17937"
"NM","Vehicle Fuel","250","250","156","154","172"
"NM","Electric Power","73379","74357","74817","76973","77947"
"US",""
"NM","Total Delivered to Consumers","153464","151602","156581","154286","154224"
"US",""
"NM","Total Consumption","246418","243961","245502","247637","250131"
"US",""
"US","Delivered for the Account of Others"
"US","(million cubic feet)"
"NM","Residential","6","8","10","11","11"
"NM","Commercial","10062","10698","11511","11704","11219"
"NM","Industrial","18405","18028","17282","17551","16509"
"US",""
"US","Number of Consumers"
"NM","Residential","570637","561713","572224","574578","578769"
"NM","Commercial","49406","48914","50163","50216","50584"
"NM","Industrial","360","121","123","118","116"
"US",""
"US","Average Annual Consumption per Consumer"
"US","(thousand cubic feet)"
"NM","Commercial","507","509","534","512","495"
"NM","Industrial","56945","161833","152797","161788","154631"
"US",""
"US","Average Price for Natural Gas"
"US","(dollars per thousand cubic feet)"
"NM","Imports","--","--","--","--","--"
"NM","Exports","--","--","--","--","--"
"NM","Citygate","4.52","3.70","4.08","4.99","3.32"
"US","Delivered to Consumers"
"NM","Residential","9.14","8.69","8.92","10.13","8.63"
"NM","Commercial","6.98","6.31","6.77","7.87","6.32"
"NM","Industrial","6.22","4.96","5.58","6.18","4.62"
"NM","Electric Power","W","W","4.35","4.93","3.21"
