"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"2014F","MS","ARICD"," .66"," .71"," .76"," .79"," 1.36"," 1.77"," 1.8"," 1.96"," 2.18"," 2.57"," 3.56"," 4.79"," 4.62"," 4.67"," 4.44"," 4.81"," 4.9"," 3.27"," 3.03"," 2.86"," 2.93"," 3.29"," 2.04"," 2.36"," 2.47"," 2.63"," 3.12"," 3.23"," 3.11"," 2.85"," 3.78"," 4.26"," 4.32"," 4.78"," 4.83"," 5.2"," 6.04"," 6.04"," 6.25"," 11"," 12.84"," 14.57"," 16.12"," 15.32"," 15.71"
"2014F","MS","ARICV"," 7.7"," 11.5"," 14.1"," 17.1"," 27.4"," 30.4"," 28"," 28.6"," 38.3"," 46.4"," 48.1"," 56.3"," 52.7"," 52.8"," 104.9"," 65.5"," 61.9"," 47.2"," 52.8"," 37.5"," 48.8"," 55.2"," 29.4"," 30.5"," 34.6"," 42.4"," 54"," 65.1"," 66.5"," 62.6"," 72.4"," 54.5"," 57.4"," 93.3"," 101"," 114.9"," 167.3"," 172.3"," 117.2"," 123.8"," 151"," 206.5"," 149.1"," 140.7"," 129.4"
"2014F","MS","ARTCD"," .66"," .71"," .76"," .79"," 1.36"," 1.77"," 1.8"," 1.96"," 2.18"," 2.57"," 3.56"," 4.79"," 4.62"," 4.67"," 4.44"," 4.81"," 4.9"," 3.27"," 3.03"," 2.86"," 2.93"," 3.29"," 2.04"," 2.36"," 2.47"," 2.63"," 3.12"," 3.23"," 3.11"," 2.85"," 3.78"," 4.26"," 4.32"," 4.78"," 4.83"," 5.2"," 6.04"," 6.04"," 6.25"," 11"," 12.84"," 14.57"," 16.12"," 15.32"," 15.71"
"2014F","MS","ARTCV"," 7.7"," 11.5"," 14.1"," 17.1"," 27.4"," 30.4"," 28"," 28.6"," 38.3"," 46.4"," 48.1"," 56.3"," 52.7"," 52.8"," 104.9"," 65.5"," 61.9"," 47.2"," 52.8"," 37.5"," 48.8"," 55.2"," 29.4"," 30.5"," 34.6"," 42.4"," 54"," 65.1"," 66.5"," 62.6"," 72.4"," 54.5"," 57.4"," 93.3"," 101"," 114.9"," 167.3"," 172.3"," 117.2"," 123.8"," 151"," 206.5"," 149.1"," 140.7"," 129.4"
"2014F","MS","ARTXD"," .66"," .71"," .76"," .79"," 1.36"," 1.77"," 1.8"," 1.96"," 2.18"," 2.57"," 3.56"," 4.79"," 4.62"," 4.67"," 4.44"," 4.81"," 4.9"," 3.27"," 3.03"," 2.86"," 2.93"," 3.29"," 2.04"," 2.36"," 2.47"," 2.63"," 3.12"," 3.23"," 3.11"," 2.85"," 3.78"," 4.26"," 4.32"," 4.78"," 4.83"," 5.2"," 6.04"," 6.04"," 6.25"," 11"," 12.84"," 14.57"," 16.12"," 15.32"," 15.71"
"2014F","MS","ARTXV"," 7.7"," 11.5"," 14.1"," 17.1"," 27.4"," 30.4"," 28"," 28.6"," 38.3"," 46.4"," 48.1"," 56.3"," 52.7"," 52.8"," 104.9"," 65.5"," 61.9"," 47.2"," 52.8"," 37.5"," 48.8"," 55.2"," 29.4"," 30.5"," 34.6"," 42.4"," 54"," 65.1"," 66.5"," 62.6"," 72.4"," 54.5"," 57.4"," 93.3"," 101"," 114.9"," 167.3"," 172.3"," 117.2"," 123.8"," 151"," 206.5"," 149.1"," 140.7"," 129.4"
"2014F","MS","AVACD"," 2.17"," 2.21"," 2.19"," 2.36"," 3.23"," 3.45"," 3.59"," 3.97"," 4.29"," 5.73"," 9.02"," 10.84"," 10.92"," 10.44"," 10.27"," 9.99"," 8.41"," 7.55"," 7.41"," 8.28"," 9.32"," 8.71"," 8.54"," 8.24"," 7.96"," 8.36"," 9.29"," 9.39"," 8.11"," 8.81"," 10.87"," 11.01"," 10.72"," 12.42"," 15.13"," 18.56"," 22.31"," 23.7"," 27.23"," 20.32"," 25.19"," 31.64"," 33.04"," 32.71"," 33.16"
"2014F","MS","AVACV"," 3.5"," 3.7"," 3.7"," 4.1"," 3.9"," 3.5"," 3.1"," 3.2"," 3.2"," 3.3"," 9.4"," 7.8"," 5.8"," 6"," 6.3"," 5.4"," 5.8"," 4.3"," 4.8"," 6.4"," 6.2"," 4.8"," 4.1"," 3.5"," 2.9"," 4.2"," 2.9"," 3.1"," 4.1"," 3.6"," 5.4"," 5.9"," 4.3"," 4.3"," 8.7"," 4.2"," 12.3"," 12.9"," 13.5"," 7.5"," 9.4"," 11"," 11.2"," 10.3"," 8.9"
"2014F","MS","AVTCD"," 2.17"," 2.21"," 2.19"," 2.36"," 3.23"," 3.45"," 3.59"," 3.97"," 4.29"," 5.73"," 9.02"," 10.84"," 10.92"," 10.44"," 10.27"," 9.99"," 8.41"," 7.55"," 7.41"," 8.28"," 9.32"," 8.71"," 8.54"," 8.24"," 7.96"," 8.36"," 9.29"," 9.39"," 8.11"," 8.81"," 10.87"," 11.01"," 10.72"," 12.42"," 15.13"," 18.56"," 22.31"," 23.7"," 27.23"," 20.32"," 25.19"," 31.64"," 33.04"," 32.71"," 33.16"
"2014F","MS","AVTCV"," 3.5"," 3.7"," 3.7"," 4.1"," 3.9"," 3.5"," 3.1"," 3.2"," 3.2"," 3.3"," 9.4"," 7.8"," 5.8"," 6"," 6.3"," 5.4"," 5.8"," 4.3"," 4.8"," 6.4"," 6.2"," 4.8"," 4.1"," 3.5"," 2.9"," 4.2"," 2.9"," 3.1"," 4.1"," 3.6"," 5.4"," 5.9"," 4.3"," 4.3"," 8.7"," 4.2"," 12.3"," 12.9"," 13.5"," 7.5"," 9.4"," 11"," 11.2"," 10.3"," 8.9"
