"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"2014F","NH","ARICD"," .7"," .88"," .88"," .86"," 1.64"," 2.05"," 2.07"," 2.15"," 2.36"," 2.74"," 4"," 5.41"," 4.03"," 4.25"," 4.62"," 5.2"," 4.86"," 3.54"," 3.34"," 3.17"," 3.34"," 3.05"," 2.78"," 3.3"," 3.64"," 3.79"," 3.8"," 4.02"," 3.69"," 3.68"," 4.82"," 4.87"," 5.63"," 6.03"," 5.76"," 6.57"," 8.61"," 9.29"," 9.31"," 14.34"," 14.09"," 16.2"," 16.87"," 17.04"," 17.16"
"2014F","NH","ARICV"," 2.5"," 3.6"," 4.1"," 4.7"," 6.2"," 5.9"," 6.7"," 6.2"," 7.1"," 7.7"," 6.7"," 12.6"," 9.8"," 11"," 29.7"," 29.5"," 17.8"," 18.3"," 9.5"," 15.6"," 26.6"," 13.3"," 14.6"," 7"," 9.2"," 9.2"," 15.8"," 11"," 6.6"," 7"," 10.7"," 7.5"," 15.2"," 35.7"," 32.6"," 45.5"," 37.3"," 46.2"," 61.2"," 66.3"," 66.2"," 71"," 79.4"," 73"," 74.6"
"2014F","NH","ARTCD"," .7"," .88"," .88"," .86"," 1.64"," 2.05"," 2.07"," 2.15"," 2.36"," 2.74"," 4"," 5.41"," 4.03"," 4.25"," 4.62"," 5.2"," 4.86"," 3.54"," 3.34"," 3.17"," 3.34"," 3.05"," 2.78"," 3.3"," 3.64"," 3.79"," 3.8"," 4.02"," 3.69"," 3.68"," 4.82"," 4.87"," 5.63"," 6.03"," 5.76"," 6.57"," 8.61"," 9.29"," 9.31"," 14.34"," 14.09"," 16.2"," 16.87"," 17.04"," 17.16"
"2014F","NH","ARTCV"," 2.5"," 3.6"," 4.1"," 4.7"," 6.2"," 5.9"," 6.7"," 6.2"," 7.1"," 7.7"," 6.7"," 12.6"," 9.8"," 11"," 29.7"," 29.5"," 17.8"," 18.3"," 9.5"," 15.6"," 26.6"," 13.3"," 14.6"," 7"," 9.2"," 9.2"," 15.8"," 11"," 6.6"," 7"," 10.7"," 7.5"," 15.2"," 35.7"," 32.6"," 45.5"," 37.3"," 46.2"," 61.2"," 66.3"," 66.2"," 71"," 79.4"," 73"," 74.6"
"2014F","NH","ARTXD"," .7"," .88"," .88"," .86"," 1.64"," 2.05"," 2.07"," 2.15"," 2.36"," 2.74"," 4"," 5.41"," 4.03"," 4.25"," 4.62"," 5.2"," 4.86"," 3.54"," 3.34"," 3.17"," 3.34"," 3.05"," 2.78"," 3.3"," 3.64"," 3.79"," 3.8"," 4.02"," 3.69"," 3.68"," 4.82"," 4.87"," 5.63"," 6.03"," 5.76"," 6.57"," 8.61"," 9.29"," 9.31"," 14.34"," 14.09"," 16.2"," 16.87"," 17.04"," 17.16"
"2014F","NH","ARTXV"," 2.5"," 3.6"," 4.1"," 4.7"," 6.2"," 5.9"," 6.7"," 6.2"," 7.1"," 7.7"," 6.7"," 12.6"," 9.8"," 11"," 29.7"," 29.5"," 17.8"," 18.3"," 9.5"," 15.6"," 26.6"," 13.3"," 14.6"," 7"," 9.2"," 9.2"," 15.8"," 11"," 6.6"," 7"," 10.7"," 7.5"," 15.2"," 35.7"," 32.6"," 45.5"," 37.3"," 46.2"," 61.2"," 66.3"," 66.2"," 71"," 79.4"," 73"," 74.6"
"2014F","NH","AVACD"," 2.17"," 2.21"," 2.19"," 2.36"," 3.23"," 3.45"," 3.59"," 3.97"," 4.29"," 5.73"," 9.02"," 10.84"," 10.92"," 10.44"," 10.27"," 9.99"," 8.41"," 7.55"," 7.41"," 8.28"," 9.32"," 8.71"," 8.54"," 8.24"," 7.96"," 8.36"," 9.29"," 9.39"," 8.11"," 8.81"," 10.87"," 11.01"," 10.72"," 12.42"," 15.13"," 18.56"," 22.31"," 23.7"," 27.23"," 20.32"," 25.19"," 31.64"," 33.04"," 32.71"," 33.16"
"2014F","NH","AVACV"," .4"," .5"," .5"," .5"," .7"," .6"," .5"," .7"," .9"," 1.2"," 1.8"," 1.6"," 1.4"," 1.4"," 1"," 1.2"," 1.6"," 1.1"," 1.4"," 1.4"," 1"," 1.1"," .8"," 1.8"," 1.3"," .9"," .9"," 1.1"," .8"," 1.2"," 1.3"," 3.5"," 2.7"," 2.7"," 4.9"," 6.4"," 5.2"," 5.5"," 3.9"," 4.8"," 3.9"," 4.6"," 4.2"," 3.6"," 3.4"
"2014F","NH","AVTCD"," 2.17"," 2.21"," 2.19"," 2.36"," 3.23"," 3.45"," 3.59"," 3.97"," 4.29"," 5.73"," 9.02"," 10.84"," 10.92"," 10.44"," 10.27"," 9.99"," 8.41"," 7.55"," 7.41"," 8.28"," 9.32"," 8.71"," 8.54"," 8.24"," 7.96"," 8.36"," 9.29"," 9.39"," 8.11"," 8.81"," 10.87"," 11.01"," 10.72"," 12.42"," 15.13"," 18.56"," 22.31"," 23.7"," 27.23"," 20.32"," 25.19"," 31.64"," 33.04"," 32.71"," 33.16"
"2014F","NH","AVTCV"," .4"," .5"," .5"," .5"," .7"," .6"," .5"," .7"," .9"," 1.2"," 1.8"," 1.6"," 1.4"," 1.4"," 1"," 1.2"," 1.6"," 1.1"," 1.4"," 1.4"," 1"," 1.1"," .8"," 1.8"," 1.3"," .9"," .9"," 1.1"," .8"," 1.2"," 1.3"," 3.5"," 2.7"," 2.7"," 4.9"," 6.4"," 5.2"," 5.5"," 3.9"," 4.8"," 3.9"," 4.6"," 4.2"," 3.6"," 3.4"
