"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"2014F","NM","ARICD"," .58"," .82"," .82"," .85"," 1.75"," 1.84"," 1.68"," 1.78"," 1.94"," 2.47"," 3.67"," 4.48"," 4.16"," 4.16"," 4.5"," 4.79"," 4.35"," 3.19"," 3.39"," 2.87"," 2.76"," 3.45"," 2.99"," 3.12"," 3.05"," 3.3"," 3.55"," 3.72"," 3.68"," 3.4"," 3.35"," 3.43"," 3.73"," 4.1"," 4.58"," 4.85"," 5.2"," 5.49"," 5.66"," 15.83"," 17"," 17.32"," 18.45"," 17.54"," 17.88"
"2014F","NM","ARICV"," 4.6"," 4.4"," 5.3"," 5.6"," 15.8"," 19.9"," 16.3"," 14.2"," 18.4"," 23.3"," 27.7"," 34.6"," 40"," 49"," 56.8"," 47.7"," 46.7"," 43.7"," 47.6"," 31.7"," 26.6"," 34.9"," 37.2"," 50.4"," 42.8"," 40.7"," 38.8"," 30.4"," 50"," 42.9"," 39.5"," 18"," 49.4"," 53.8"," 60.5"," 58"," 66.7"," 85.7"," 66.4"," 146.9"," 159.9"," 182.6"," 189.3"," 152.8"," 151.5"
"2014F","NM","ARTCD"," .58"," .82"," .82"," .85"," 1.75"," 1.84"," 1.68"," 1.78"," 1.94"," 2.47"," 3.67"," 4.48"," 4.16"," 4.16"," 4.5"," 4.79"," 4.35"," 3.19"," 3.39"," 2.87"," 2.76"," 3.45"," 2.99"," 3.12"," 3.05"," 3.3"," 3.55"," 3.72"," 3.68"," 3.4"," 3.35"," 3.43"," 3.73"," 4.1"," 4.58"," 4.85"," 5.2"," 5.49"," 5.66"," 15.83"," 17"," 17.32"," 18.45"," 17.54"," 17.88"
"2014F","NM","ARTCV"," 4.6"," 4.4"," 5.3"," 5.6"," 15.8"," 19.9"," 16.3"," 14.2"," 18.4"," 23.3"," 27.7"," 34.6"," 40"," 49"," 56.8"," 47.7"," 46.7"," 43.7"," 47.6"," 31.7"," 26.6"," 34.9"," 37.2"," 50.4"," 42.8"," 40.7"," 38.8"," 30.4"," 50"," 42.9"," 39.5"," 18"," 49.4"," 53.8"," 60.5"," 58"," 66.7"," 85.7"," 66.4"," 146.9"," 159.9"," 182.6"," 189.3"," 152.8"," 151.5"
"2014F","NM","ARTXD"," .58"," .82"," .82"," .85"," 1.75"," 1.84"," 1.68"," 1.78"," 1.94"," 2.47"," 3.67"," 4.48"," 4.16"," 4.16"," 4.5"," 4.79"," 4.35"," 3.19"," 3.39"," 2.87"," 2.76"," 3.45"," 2.99"," 3.12"," 3.05"," 3.3"," 3.55"," 3.72"," 3.68"," 3.4"," 3.35"," 3.43"," 3.73"," 4.1"," 4.58"," 4.85"," 5.2"," 5.49"," 5.66"," 15.83"," 17"," 17.32"," 18.45"," 17.54"," 17.88"
"2014F","NM","ARTXV"," 4.6"," 4.4"," 5.3"," 5.6"," 15.8"," 19.9"," 16.3"," 14.2"," 18.4"," 23.3"," 27.7"," 34.6"," 40"," 49"," 56.8"," 47.7"," 46.7"," 43.7"," 47.6"," 31.7"," 26.6"," 34.9"," 37.2"," 50.4"," 42.8"," 40.7"," 38.8"," 30.4"," 50"," 42.9"," 39.5"," 18"," 49.4"," 53.8"," 60.5"," 58"," 66.7"," 85.7"," 66.4"," 146.9"," 159.9"," 182.6"," 189.3"," 152.8"," 151.5"
"2014F","NM","AVACD"," 2.17"," 2.21"," 2.19"," 2.36"," 3.23"," 3.45"," 3.59"," 3.97"," 4.29"," 5.73"," 9.02"," 10.84"," 10.92"," 10.44"," 10.27"," 9.99"," 8.41"," 7.55"," 7.41"," 8.28"," 9.32"," 8.71"," 8.54"," 8.24"," 7.96"," 8.36"," 9.29"," 9.39"," 8.11"," 8.81"," 10.87"," 11.01"," 10.72"," 12.42"," 15.13"," 18.56"," 22.31"," 23.7"," 27.23"," 20.32"," 25.19"," 31.64"," 33.04"," 32.71"," 33.16"
"2014F","NM","AVACV"," 1.2"," 1.3"," 1.2"," 1"," 1.7"," 1.4"," 1.4"," 1.6"," 1.8"," 2.3"," 7.6"," 7.4"," 7.1"," 5.6"," 4.3"," 4.8"," 4.4"," 3.3"," 2.1"," 4"," 4"," 4.1"," 4"," 2.9"," 2.5"," 2.3"," 4.7"," 4.8"," 2.5"," 3.1"," 4"," 4.4"," 4"," 4"," 6.8"," 5.6"," 5.5"," 5.5"," 16.3"," 8.9"," 6.1"," 7.2"," 6.9"," 6.1"," 7.6"
"2014F","NM","AVTCD"," 2.17"," 2.21"," 2.19"," 2.36"," 3.23"," 3.45"," 3.59"," 3.97"," 4.29"," 5.73"," 9.02"," 10.84"," 10.92"," 10.44"," 10.27"," 9.99"," 8.41"," 7.55"," 7.41"," 8.28"," 9.32"," 8.71"," 8.54"," 8.24"," 7.96"," 8.36"," 9.29"," 9.39"," 8.11"," 8.81"," 10.87"," 11.01"," 10.72"," 12.42"," 15.13"," 18.56"," 22.31"," 23.7"," 27.23"," 20.32"," 25.19"," 31.64"," 33.04"," 32.71"," 33.16"
"2014F","NM","AVTCV"," 1.2"," 1.3"," 1.2"," 1"," 1.7"," 1.4"," 1.4"," 1.6"," 1.8"," 2.3"," 7.6"," 7.4"," 7.1"," 5.6"," 4.3"," 4.8"," 4.4"," 3.3"," 2.1"," 4"," 4"," 4.1"," 4"," 2.9"," 2.5"," 2.3"," 4.7"," 4.8"," 2.5"," 3.1"," 4"," 4.4"," 4"," 4"," 6.8"," 5.6"," 5.5"," 5.5"," 16.3"," 8.9"," 6.1"," 7.2"," 6.9"," 6.1"," 7.6"
"2014F","NM","AVTXD"," 2.17"," 2.21"," 2.19"," 2.36"," 3.23"," 3.45"," 3.59"," 3.97"," 4.29"," 5.73"," 9.02"," 10.84"," 10.92"," 10.44"," 10.27"," 9.99"," 8.41"," 7.55"," 7.41"," 8.28"," 9.32"," 8.71"," 8.54"," 8.24"," 7.96"," 8.36"," 9.29"," 9.39"," 8.11"," 8.81"," 10.87"," 11.01"," 10.72"," 12.42"," 15.13"," 18.56"," 22.31"," 23.7"," 27.23"," 20.32"," 25.19"," 31.64"," 33.04"," 32.71"," 33.16"
"2014F","NM","AVTXV"," 1.2"," 1.3"," 1.2"," 1"," 1.7"," 1.4"," 1.4"," 1.6"," 1.8"," 2.3"," 7.6"," 7.4"," 7.1"," 5.6"," 4.3"," 4.8"," 4.4"," 3.3"," 2.1"," 4"," 4"," 4.1"," 4"," 2.9"," 2.5"," 2.3"," 4.7"," 4.8"," 2.5"," 3.1"," 4"," 4.4"," 4"," 4"," 6.8"," 5.6"," 5.5"," 5.5"," 16.3"," 8.9"," 6.1"," 7.2"," 6.9"," 6.1"," 7.6"
"2014F","NM","CLACD"," .56"," .53"," .58"," .58"," .89"," 0"," 1.17"," 1.15"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2014F","NM","CLACV"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2014F","NM","CLCCD"," .56"," .53"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1.32"," .88"," 1.27"," 1.61"," 1.62"," 1.46"," 1.39"," 1.35"," 1.42"," 1.27"," 1.15"," 1.31"," 1.33"," 1.41"," 1.3"," 1.33"," 1.19"," 1.14"," 1.19"," 1.17"," 1.21"," 1.15"," 1.18"," 1.23"," 1.21"," 1.35"," 1.53"," 1.67"," 1.99"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
